datetime,JM2601
2025-01-16,1258.5
2025-01-17,1269.0
2025-01-20,1246.0
2025-01-21,1252.5
2025-01-22,1240.5
2025-01-23,1241.5
2025-01-24,1244.0
2025-01-27,1245.5
2025-02-05,1220.0
2025-02-06,1243.5
2025-02-07,1269.5
2025-02-10,1266.0
2025-02-11,1246.5
2025-02-12,1256.5
2025-02-13,1239.0
2025-02-14,1227.0
2025-02-17,1228.5
2025-02-18,1238.0
2025-02-19,1230.0
2025-02-20,1258.0
2025-02-21,1266.5
2025-02-24,1241.5
2025-02-25,1229.0
2025-02-26,1224.0
2025-02-27,1225.0
2025-02-28,1217.5
2025-03-03,1227.0
2025-03-04,1218.0
2025-03-05,1180.0
2025-03-06,1182.0
2025-03-07,1186.0
2025-03-10,1163.0
2025-03-11,1160.5
2025-03-12,1162.5
2025-03-13,1180.0
2025-03-14,1183.0
2025-03-17,1166.5
2025-03-18,1165.5
2025-03-19,1147.5
2025-03-20,1143.0
2025-03-21,1131.0
2025-03-24,1145.0
2025-03-25,1141.0
2025-03-26,1142.0
2025-03-27,1148.5
2025-03-28,1140.0
2025-03-31,1115.5
2025-04-01,1130.0
2025-04-02,1126.0
2025-04-03,1123.5
2025-04-07,1098.5
2025-04-08,1071.0
2025-04-09,1058.0
2025-04-10,1062.0
2025-04-11,1050.5
2025-04-14,1046.5
2025-04-15,1039.5
2025-04-16,1019.5
2025-04-17,1006.0
2025-04-18,1000.5
2025-04-21,1002.5
2025-04-22,973.0
2025-04-23,1006.5
2025-04-24,1004.5
2025-04-25,1004.0
2025-04-28,1001.0
2025-04-29,987.5
2025-04-30,980.0
2025-05-06,959.5
2025-05-07,951.0
2025-05-08,922.0
2025-05-09,896.0
2025-05-12,900.5
2025-05-13,881.5
2025-05-14,911.0
2025-05-15,899.0
2025-05-16,874.0
2025-05-19,855.5
2025-05-20,851.0
2025-05-21,856.5
2025-05-22,844.0
2025-05-23,820.5
2025-05-26,813.0
2025-05-27,815.0
2025-05-28,795.0
2025-05-29,778.0
2025-05-30,747.5
2025-06-03,735.5
2025-06-04,786.0
2025-06-05,773.0
2025-06-06,792.5
2025-06-09,793.5
2025-06-10,791.5
2025-06-11,793.0
2025-06-12,779.0
2025-06-13,788.0
2025-06-16,810.5
2025-06-17,807.0
2025-06-18,815.5
2025-06-19,814.0
2025-06-20,821.5
2025-06-23,843.5
2025-06-24,827.5
2025-06-25,847.5
2025-06-26,855.5
2025-06-27,890.0
2025-06-30,861.0
2025-07-01,857.0
2025-07-02,891.5
2025-07-03,914.0
2025-07-04,888.5
2025-07-07,888.5
2025-07-08,891.0
2025-07-09,911.0
2025-07-10,934.5
2025-07-11,946.0
2025-07-14,963.5
2025-07-15,962.0
2025-07-16,943.5
2025-07-17,968.0
2025-07-18,975.5
2025-07-21,1056.0
2025-07-22,1137.0
2025-07-23,1195.5
2025-07-24,1264.5
2025-07-25,1318.5
2025-07-28,1180.0
2025-07-29,1214.5
2025-07-30,1232.5
2025-07-31,1135.0
2025-08-01,1092.5
2025-08-04,1141.0
2025-08-05,1182.0
2025-08-06,1221.0
2025-08-07,1229.5
2025-08-08,1227.0
2025-08-11,1256.0
2025-08-12,1313.0
2025-08-13,1245.0
2025-08-14,1214.0
2025-08-15,1230.0
2025-08-18,1187.5
2025-08-19,1194.5
2025-08-20,1162.5
2025-08-21,1147.0
2025-08-22,1162.0
2025-08-25,1215.5
2025-08-26,1160.5
2025-08-27,1154.0
2025-08-28,1175.0
2025-08-29,1151.0
2025-09-01,1118.5
2025-09-02,1112.5
2025-09-03,1106.0
2025-09-04,1094.5
2025-09-05,1158.5
2025-09-08,1143.5
2025-09-09,1123.5
2025-09-10,1117.0
2025-09-11,1141.5
2025-09-12,1144.5
2025-09-15,1187.5
2025-09-16,1240.5
2025-09-17,1233.0
2025-09-18,1203.5
2025-09-19,1232.0
2025-09-22,1217.5
2025-09-23,1217.5
2025-09-24,1224.5
2025-09-25,1234.5
2025-09-26,1196.5
2025-09-29,1154.0
2025-09-30,1126.0
2025-10-09,1164.0
2025-10-10,1161.0
2025-10-13,1146.0
2025-10-14,1153.5
2025-10-15,1151.0
2025-10-16,1185.5
2025-10-17,1179.0
2025-10-20,1216.0
2025-10-21,1177.0
2025-10-22,1209.5
2025-10-23,1258.5
2025-10-24,1248.5
2025-10-27,1263.5
2025-10-28,1242.0
2025-10-29,1302.0
2025-10-30,1288.0
2025-10-31,1286.0
2025-11-03,1284.5
2025-11-04,1253.0
2025-11-05,1268.5
2025-11-06,1290.5
2025-11-07,1270.0
2025-11-10,1265.5
2025-11-11,1213.0
2025-11-12,1219.0
2025-11-13,1214.0
2025-11-14,1192.0
2025-11-17,1210.0
2025-11-18,1159.0
2025-11-19,1139.5
2025-11-20,1113.5
2025-11-21,1103.0
2025-11-24,1096.5
2025-11-25,1086.0
2025-11-26,1084.5
2025-11-27,1071.0
2025-11-28,1067.0
2025-12-01,1093.0
2025-12-02,1096.5
2025-12-03,1070.5
2025-12-04,1091.5
2025-12-05,1056.0
2025-12-08,1002.5
2025-12-09,984.0
2025-12-10,963.0
2025-12-11,934.0
2025-12-12,945.5
2025-12-15,965.5
2025-12-16,973.5
2025-12-17,970.5
2025-12-18,1016.0
2025-12-19,994.5
2025-12-22,1017.0
2025-12-23,1044.5
2025-12-24,1047.0
2025-12-25,1040.0
2025-12-26,1021.5
2025-12-29,1003.0
2025-12-30,1038.0
2025-12-31,1064.5
2026-01-05,1049.0
2026-01-06,1083.5
2026-01-07,1135.0
2026-01-08,1151.0
2026-01-09,1186.0
2026-01-12,1200.5
2026-01-13,1101.0
2026-01-14,1078.5
2026-01-15,1100.0
2026-01-16,1105.0
