datetime,PF2201
2021-01-19,6956.0
2021-01-21,6782.0
2021-01-22,6636.0
2021-01-25,6736.0
2021-01-26,6704.0
2021-01-27,6758.0
2021-01-28,6692.0
2021-01-29,6874.0
2021-02-01,6926.0
2021-02-02,6916.0
2021-02-03,6832.0
2021-02-04,6912.0
2021-02-05,6868.0
2021-02-08,6982.0
2021-02-09,7046.0
2021-02-10,7054.0
2021-02-18,7370.0
2021-02-19,7324.0
2021-02-22,7640.0
2021-02-23,7728.0
2021-02-24,7758.0
2021-02-25,8132.0
2021-02-26,8044.0
2021-03-01,7800.0
2021-03-02,7568.0
2021-03-03,7626.0
2021-03-04,7538.0
2021-03-05,7610.0
2021-03-08,7802.0
2021-03-09,7630.0
2021-03-10,7350.0
2021-03-11,7410.0
2021-03-12,7466.0
2021-03-15,7418.0
2021-03-16,7294.0
2021-03-17,7366.0
2021-03-18,7362.0
2021-03-19,7156.0
2021-03-22,7262.0
2021-03-23,7302.0
2021-03-24,7278.0
2021-03-25,7194.0
2021-03-26,7182.0
2021-03-29,7106.0
2021-03-30,7150.0
2021-03-31,7128.0
2021-04-01,7090.0
2021-04-02,7350.0
2021-04-06,7360.0
2021-04-07,7374.0
2021-04-08,7248.0
2021-04-09,7198.0
2021-04-12,7080.0
2021-04-13,7104.0
2021-04-14,7272.0
2021-04-15,7368.0
2021-04-16,7396.0
2021-04-19,7364.0
2021-04-20,7404.0
2021-04-21,7242.0
2021-04-22,7202.0
2021-04-23,7296.0
2021-04-26,7200.0
2021-04-27,7238.0
2021-04-28,7306.0
2021-04-29,7380.0
2021-04-30,7302.0
2021-05-06,7460.0
2021-05-07,7478.0
2021-05-10,7474.0
2021-05-11,7356.0
2021-05-12,7514.0
2021-05-13,7326.0
2021-05-14,7124.0
2021-05-17,7204.0
2021-05-18,7254.0
2021-05-19,7208.0
2021-05-20,7086.0
2021-05-21,7092.0
2021-05-24,7142.0
2021-05-25,7206.0
2021-05-26,7128.0
2021-05-27,7012.0
2021-05-28,7092.0
2021-05-31,7182.0
2021-06-01,7302.0
2021-06-02,7224.0
2021-06-03,7260.0
2021-06-04,7164.0
2021-06-07,7058.0
2021-06-08,7048.0
2021-06-09,7068.0
2021-06-10,7036.0
2021-06-11,7148.0
2021-06-15,7136.0
2021-06-16,7252.0
2021-06-17,7240.0
2021-06-18,7074.0
2021-06-21,7102.0
2021-06-22,7276.0
2021-06-23,7304.0
