datetime,PF2609
2025-09-16,6578.0
2025-09-18,6546.0
2025-09-19,6480.0
2025-09-22,6406.0
2025-09-23,6408.0
2025-09-24,6442.0
2025-09-25,6508.0
2025-09-26,6504.0
2025-09-30,6404.0
2025-10-10,6314.0
2025-10-13,6246.0
2025-10-14,6188.0
2025-10-15,6158.0
2025-10-16,6198.0
2025-10-17,6132.0
2025-10-20,6132.0
2025-10-21,6178.0
2025-10-22,6244.0
2025-10-23,6284.0
2025-10-24,6270.0
2025-10-27,6376.0
2025-10-28,6358.0
2025-10-29,6370.0
2025-10-30,6346.0
2025-11-03,6300.0
2025-11-04,6312.0
2025-11-05,6282.0
2025-11-06,6338.0
2025-11-07,6308.0
2025-11-10,6358.0
2025-11-11,6320.0
2025-11-12,6342.0
2025-11-13,6304.0
2025-11-14,6340.0
2025-11-17,6328.0
2025-11-18,6308.0
2025-11-19,6332.0
2025-11-20,6316.0
2025-11-21,6284.0
2025-11-24,6310.0
2025-11-25,6298.0
2025-11-26,6312.0
2025-11-27,6232.0
2025-11-28,6314.0
2025-12-01,6360.0
2025-12-02,6358.0
2025-12-03,6336.0
2025-12-04,6314.0
2025-12-08,6298.0
2025-12-10,6210.0
2025-12-12,6194.0
2025-12-15,6190.0
2025-12-16,6170.0
2025-12-17,6200.0
2025-12-18,6244.0
2025-12-19,6354.0
2025-12-22,6444.0
2025-12-23,6498.0
2025-12-24,6522.0
2025-12-25,6572.0
2025-12-26,6682.0
2025-12-29,6554.0
2025-12-30,6586.0
2025-12-31,6534.0
2026-01-05,6478.0
2026-01-06,6552.0
2026-01-07,6576.0
2026-01-08,6496.0
2026-01-09,6548.0
2026-01-12,6556.0
2026-01-13,6564.0
2026-01-14,6542.0
2026-01-15,6500.0
2026-01-16,6458.0
2026-01-19,6490.0
2026-01-20,6528.0
2026-01-21,6526.0
2026-01-22,6690.0
2026-01-23,6850.0
2026-01-26,6876.0
2026-01-27,6722.0
2026-01-28,6824.0
2026-01-29,6840.0
2026-01-30,6720.0
2026-02-02,6570.0
2026-02-03,6634.0
2026-02-04,6654.0
2026-02-05,6576.0
2026-02-06,6652.0
2026-02-09,6566.0
2026-02-10,6660.0
2026-02-11,6700.0
2026-02-12,6672.0
2026-02-13,6634.0
2026-02-24,6814.0
2026-02-25,6806.0
2026-02-26,6738.0
2026-02-27,6722.0
2026-03-02,7004.0
2026-03-03,7090.0
2026-03-04,7130.0
2026-03-05,7186.0
2026-03-06,7440.0
2026-03-09,7730.0
2026-03-10,7432.0
2026-03-11,7804.0
2026-03-12,8070.0
2026-03-13,8124.0
2026-03-16,8150.0
2026-03-17,8114.0
2026-03-18,8022.0
2026-03-19,8260.0
2026-03-20,8126.0
2026-03-23,8604.0
2026-03-24,8224.0
2026-03-25,8030.0
2026-03-26,8232.0
2026-03-27,8328.0
2026-03-30,8424.0
2026-03-31,8180.0
2026-04-01,7844.0
2026-04-02,8230.0
2026-04-03,8292.0
2026-04-07,8386.0
2026-04-08,7834.0
2026-04-09,7986.0
2026-04-10,7730.0
2026-04-13,7798.0
2026-04-14,7868.0
2026-04-15,7942.0
2026-04-16,7960.0
2026-04-17,7942.0
2026-04-20,7868.0
2026-04-21,7870.0
2026-04-22,7926.0
2026-04-23,8050.0
2026-04-24,7992.0
2026-04-27,8158.0
2026-04-28,8338.0
2026-04-29,8292.0
2026-04-30,8292.0
2026-05-06,8400.0
2026-05-07,8066.0
2026-05-08,7928.0
2026-05-11,8074.0
2026-05-12,8036.0
2026-05-13,7964.0
2026-05-14,7852.0
2026-05-15,7942.0
2026-05-18,8050.0
2026-05-19,7964.0
2026-05-20,7920.0
2026-05-21,7914.0
2026-05-22,7634.0
2026-05-25,7448.0
2026-05-26,7478.0
2026-05-27,7526.0
2026-05-28,7646.0
2026-05-29,7568.0
2026-06-01,7666.0
2026-06-02,7676.0
2026-06-03,7762.0
2026-06-04,7636.0
2026-06-05,7708.0
2026-06-08,7926.0
2026-06-09,7656.0
2026-06-10,7706.0
