datetime,CY2505
2024-05-20,21705.0
2024-05-21,21655.0
2024-05-22,21750.0
2024-05-23,22010.0
2024-05-24,21890.0
2024-05-27,21805.0
2024-05-29,21840.0
2024-05-30,21760.0
2024-05-31,21655.0
2024-06-03,21405.0
2024-06-05,21440.0
2024-06-06,21495.0
2024-06-11,21320.0
2024-06-12,21495.0
2024-06-13,21285.0
2024-06-17,21170.0
2024-06-18,21040.0
2024-06-20,21085.0
2024-06-21,21065.0
2024-06-25,21045.0
2024-06-26,21175.0
2024-06-27,21190.0
2024-06-28,21235.0
2024-07-01,21370.0
2024-07-02,21390.0
2024-07-04,21205.0
2024-07-05,21305.0
2024-07-08,21195.0
2024-07-09,21180.0
2024-07-10,21025.0
2024-07-11,21155.0
2024-07-12,21160.0
2024-07-15,21215.0
2024-07-16,21300.0
2024-07-17,21340.0
2024-07-18,21370.0
2024-07-19,21395.0
2024-07-22,21280.0
2024-07-23,21160.0
2024-07-24,20895.0
2024-07-25,20735.0
2024-07-26,20800.0
2024-07-29,20700.0
2024-07-30,20710.0
2024-07-31,20700.0
2024-08-01,20740.0
2024-08-02,20690.0
2024-08-05,20580.0
2024-08-06,20365.0
2024-08-07,20055.0
2024-08-08,19975.0
2024-08-09,20160.0
2024-08-12,20140.0
2024-08-13,20000.0
2024-08-14,19730.0
2024-08-15,19740.0
2024-08-16,19820.0
2024-08-19,19765.0
2024-08-20,19840.0
2024-08-21,19945.0
2024-08-22,20075.0
2024-08-23,19990.0
2024-08-26,20190.0
2024-08-27,20260.0
2024-08-28,20240.0
2024-08-29,20245.0
2024-08-30,20240.0
2024-09-02,19870.0
2024-09-03,20130.0
2024-09-04,20070.0
2024-09-05,20055.0
2024-09-06,19870.0
2024-09-09,19600.0
2024-09-10,19665.0
2024-09-11,19750.0
2024-09-12,19960.0
2024-09-13,19875.0
2024-09-18,20060.0
2024-09-19,20175.0
2024-09-20,20350.0
2024-09-23,20470.0
2024-09-24,20375.0
2024-09-25,20490.0
2024-09-26,20655.0
2024-09-27,20950.0
2024-09-30,21000.0
2024-10-08,20625.0
2024-10-09,20750.0
2024-10-10,20495.0
2024-10-11,20485.0
2024-10-14,20575.0
2024-10-15,20435.0
2024-10-16,20580.0
2024-10-17,20170.0
2024-10-18,20365.0
2024-10-21,20190.0
2024-10-22,20435.0
2024-10-23,20495.0
2024-10-24,20530.0
2024-10-25,20450.0
2024-10-28,20390.0
2024-10-29,20310.0
2024-10-30,20250.0
2024-10-31,20175.0
2024-11-01,20305.0
2024-11-04,20220.0
2024-11-05,20235.0
2024-11-06,20045.0
2024-11-07,20150.0
2024-11-08,20150.0
2024-11-11,20035.0
2024-11-12,19920.0
2024-11-13,19955.0
2024-11-14,19890.0
2024-11-15,19835.0
2024-11-18,19850.0
2024-11-19,19745.0
2024-11-20,19730.0
2024-11-21,19760.0
2024-11-22,19660.0
2024-11-25,19745.0
2024-11-26,19700.0
2024-11-27,19740.0
2024-11-28,19795.0
2024-11-29,19900.0
2024-12-02,19925.0
2024-12-03,19810.0
2024-12-04,19720.0
2024-12-05,19785.0
2024-12-06,19745.0
2024-12-09,19565.0
2024-12-10,19600.0
2024-12-11,19590.0
2024-12-12,19640.0
2024-12-13,19540.0
2024-12-16,19440.0
2024-12-17,19400.0
2024-12-18,19225.0
2024-12-19,19195.0
2024-12-20,19255.0
2024-12-23,19295.0
2024-12-24,19305.0
2024-12-25,19330.0
2024-12-26,19320.0
2024-12-27,19350.0
2024-12-30,19290.0
2024-12-31,19365.0
2025-01-02,19345.0
2025-01-03,19175.0
2025-01-06,19150.0
2025-01-07,19220.0
2025-01-08,19230.0
2025-01-09,19275.0
2025-01-10,19350.0
2025-01-13,19435.0
2025-01-14,19525.0
2025-01-15,19425.0
2025-01-16,19500.0
2025-01-17,19600.0
2025-01-20,19650.0
2025-01-21,19610.0
2025-01-22,19570.0
2025-01-23,19420.0
2025-01-24,19540.0
2025-01-27,19800.0
2025-02-05,19680.0
2025-02-06,19545.0
2025-02-07,19695.0
2025-02-10,19785.0
2025-02-11,19915.0
2025-02-12,20025.0
2025-02-13,19905.0
2025-02-14,20025.0
2025-02-17,20025.0
2025-02-18,20055.0
2025-02-19,20010.0
2025-02-20,20050.0
2025-02-21,20070.0
2025-02-24,20025.0
2025-02-25,19990.0
2025-02-26,19880.0
2025-02-27,19795.0
2025-02-28,19660.0
2025-03-03,19730.0
2025-03-04,19730.0
2025-03-05,19660.0
2025-03-06,19690.0
2025-03-07,19840.0
2025-03-10,19785.0
2025-03-11,19775.0
2025-03-12,19680.0
2025-03-13,19790.0
2025-03-14,19805.0
2025-03-17,19750.0
2025-03-18,19600.0
2025-03-19,19750.0
2025-03-20,19800.0
2025-03-21,19800.0
2025-03-24,19730.0
2025-03-25,19680.0
2025-03-26,19775.0
2025-03-27,19675.0
2025-03-28,19730.0
2025-03-31,19600.0
2025-04-01,19705.0
2025-04-02,19770.0
2025-04-03,19575.0
2025-04-07,19165.0
2025-04-08,18935.0
2025-04-09,18640.0
2025-04-10,18915.0
2025-04-11,18905.0
2025-04-14,18955.0
2025-04-15,18835.0
2025-04-16,18785.0
2025-04-17,18920.0
2025-04-18,18885.0
2025-04-21,18940.0
2025-04-22,18835.0
2025-04-23,19045.0
2025-04-24,19000.0
2025-04-25,19005.0
2025-04-28,19230.0
2025-04-29,19315.0
2025-04-30,19345.0
2025-05-09,18650.0
2025-05-15,18550.0
