datetime,CY2105
2020-05-27,20610.0
2020-08-10,19665.0
2020-08-11,20250.0
2020-08-26,20100.0
2020-08-28,20095.0
2020-08-31,20285.0
2020-09-01,20295.0
2020-09-02,20340.0
2020-09-03,20200.0
2020-09-04,20145.0
2020-09-07,20060.0
2020-09-08,20085.0
2020-09-09,19650.0
2020-09-10,20040.0
2020-09-14,19970.0
2020-09-15,20200.0
2020-09-16,20215.0
2020-09-17,20220.0
2020-09-18,20210.0
2020-09-21,20365.0
2020-09-22,20330.0
2020-09-23,20100.0
2020-09-24,20065.0
2020-09-25,20065.0
2020-09-28,20145.0
2020-09-29,19945.0
2020-09-30,19935.0
2020-10-09,20470.0
2020-10-12,21350.0
2020-10-13,22140.0
2020-10-14,21850.0
2020-10-15,21770.0
2020-10-16,22020.0
2020-10-19,22395.0
2020-10-20,22075.0
2020-10-21,21745.0
2020-10-22,21480.0
2020-10-23,21355.0
2020-10-26,21390.0
2020-10-27,21375.0
2020-10-28,21545.0
2020-10-29,21290.0
2020-10-30,21135.0
2020-11-02,21005.0
2020-11-03,20840.0
2020-11-04,20985.0
2020-11-05,20915.0
2020-11-06,20710.0
2020-11-09,20810.0
2020-11-10,20945.0
2020-11-11,21005.0
2020-11-12,20950.0
2020-11-13,20830.0
2020-11-16,20980.0
2020-11-17,21050.0
2020-11-18,20905.0
2020-11-19,21065.0
2020-11-20,21055.0
2020-11-23,21165.0
2020-11-24,21320.0
2020-11-25,21155.0
2020-11-26,21150.0
2020-11-27,21285.0
2020-11-30,21475.0
2020-12-01,21435.0
2020-12-02,21355.0
2020-12-03,21310.0
2020-12-04,21270.0
2020-12-07,21475.0
2020-12-08,21600.0
2020-12-09,21475.0
2020-12-10,21305.0
2020-12-11,21610.0
2020-12-14,21705.0
2020-12-15,21590.0
2020-12-16,21880.0
2020-12-17,21815.0
2020-12-18,21960.0
2020-12-21,22060.0
2020-12-22,21300.0
2020-12-23,21315.0
2020-12-24,21610.0
2020-12-25,21780.0
2020-12-28,21750.0
2020-12-29,21455.0
2020-12-30,21790.0
2020-12-31,21870.0
2021-01-04,22310.0
2021-01-05,22200.0
2021-01-06,22375.0
2021-01-07,22615.0
2021-01-08,22320.0
2021-01-11,21975.0
2021-01-12,22020.0
2021-01-13,22225.0
2021-01-14,21685.0
2021-01-15,21645.0
2021-01-18,22070.0
2021-01-19,22135.0
2021-01-20,21945.0
2021-01-21,22240.0
2021-01-22,22125.0
2021-01-25,21895.0
2021-01-26,21525.0
2021-01-27,21800.0
2021-01-28,21475.0
2021-01-29,21535.0
2021-02-01,21815.0
2021-02-02,21660.0
2021-02-03,21675.0
2021-02-04,22045.0
2021-02-05,22455.0
2021-02-08,22455.0
2021-02-09,22535.0
2021-02-10,22635.0
2021-02-18,23140.0
2021-02-19,23375.0
2021-02-22,23865.0
2021-02-23,23785.0
2021-02-24,23575.0
2021-02-25,24080.0
2021-02-26,23855.0
2021-03-01,24365.0
2021-03-02,24400.0
2021-03-03,24235.0
2021-03-04,23800.0
2021-03-05,23735.0
2021-03-08,23895.0
2021-03-09,23475.0
2021-03-10,23115.0
2021-03-11,23475.0
2021-03-12,23480.0
2021-03-15,23245.0
2021-03-16,23095.0
2021-03-17,23280.0
2021-03-18,23240.0
2021-03-19,22595.0
2021-03-22,22515.0
2021-03-23,22455.0
2021-03-24,22010.0
2021-03-25,21715.0
2021-03-26,21450.0
2021-03-29,21790.0
2021-03-30,22500.0
2021-03-31,22130.0
2021-04-01,21855.0
2021-04-02,22215.0
2021-04-06,22480.0
2021-04-07,22210.0
2021-04-08,22370.0
2021-04-09,22475.0
2021-04-12,22360.0
2021-04-13,22180.0
2021-04-14,22340.0
2021-04-15,22700.0
2021-04-16,22870.0
2021-04-19,22870.0
2021-04-20,22955.0
2021-04-21,22880.0
2021-04-22,23040.0
2021-04-23,23230.0
2021-04-26,23075.0
2021-04-27,23420.0
2021-04-28,23515.0
2021-04-29,23420.0
2021-04-30,22760.0
2021-05-06,22900.0
2021-05-07,23005.0
2021-05-10,23000.0
2021-05-11,24000.0
