datetime,OI2201
2021-01-18,9181.0
2021-01-19,9110.0
2021-01-20,8918.0
2021-01-21,9000.0
2021-01-22,8934.0
2021-01-25,8930.0
2021-01-26,8870.0
2021-01-27,8996.0
2021-01-28,8971.0
2021-01-29,8965.0
2021-02-01,8880.0
2021-02-02,8780.0
2021-02-03,8572.0
2021-02-04,8594.0
2021-02-05,8753.0
2021-02-08,8746.0
2021-02-09,8880.0
2021-02-10,8967.0
2021-02-18,9180.0
2021-02-19,9250.0
2021-02-22,9336.0
2021-02-23,9387.0
2021-02-24,9601.0
2021-02-25,9640.0
2021-02-26,9520.0
2021-03-01,9534.0
2021-03-02,9490.0
2021-03-03,9535.0
2021-03-04,9590.0
2021-03-05,9599.0
2021-03-08,10036.0
2021-03-09,9919.0
2021-03-10,9908.0
2021-03-11,9812.0
2021-03-12,9832.0
2021-03-15,9897.0
2021-03-16,9832.0
2021-03-17,9808.0
2021-03-18,9674.0
2021-03-19,9593.0
2021-03-22,9626.0
2021-03-23,9848.0
2021-03-24,9915.0
2021-03-25,9900.0
2021-03-26,9544.0
2021-03-29,9466.0
2021-03-30,9366.0
2021-03-31,9291.0
2021-04-01,9524.0
2021-04-02,9632.0
2021-04-06,9680.0
2021-04-07,9753.0
2021-04-08,9656.0
2021-04-09,9712.0
2021-04-12,9609.0
2021-04-13,9661.0
2021-04-14,9747.0
2021-04-15,9677.0
2021-04-16,9839.0
2021-04-19,9808.0
2021-04-20,9835.0
2021-04-21,10035.0
2021-04-22,10170.0
2021-04-23,10293.0
2021-04-26,10064.0
2021-04-27,10071.0
2021-04-28,9942.0
2021-04-29,9961.0
2021-04-30,9890.0
2021-05-06,10438.0
2021-05-07,10472.0
2021-05-10,10415.0
2021-05-11,10322.0
2021-05-12,10590.0
2021-05-13,10518.0
2021-05-14,10298.0
2021-05-17,10240.0
2021-05-18,10360.0
2021-05-19,10211.0
2021-05-20,10070.0
2021-05-21,9826.0
2021-05-24,9820.0
2021-05-25,9912.0
2021-05-26,9957.0
2021-05-27,9762.0
2021-05-28,9961.0
2021-05-31,9989.0
2021-06-01,10007.0
2021-06-02,10285.0
2021-06-03,10490.0
2021-06-04,10374.0
2021-06-07,10480.0
2021-06-08,10264.0
2021-06-09,10276.0
2021-06-10,10339.0
2021-06-11,10170.0
2021-06-15,9848.0
2021-06-16,9636.0
2021-06-17,9513.0
2021-06-18,9236.0
2021-06-21,9327.0
2021-06-22,9353.0
2021-06-23,9463.0
2021-06-24,9479.0
2021-06-25,9623.0
2021-06-28,9683.0
2021-06-29,9585.0
2021-06-30,9683.0
2021-07-01,9912.0
2021-07-02,10031.0
2021-07-05,10043.0
2021-07-06,10050.0
2021-07-07,9891.0
2021-07-08,9792.0
2021-07-09,9897.0
2021-07-12,9997.0
2021-07-13,10218.0
2021-07-14,10388.0
2021-07-15,10467.0
2021-07-16,10492.0
2021-07-19,10573.0
2021-07-20,10660.0
2021-07-21,10554.0
2021-07-22,10386.0
2021-07-23,10407.0
2021-07-26,10261.0
2021-07-27,10427.0
2021-07-28,10288.0
2021-07-29,10301.0
2021-07-30,10205.0
2021-08-02,10012.0
2021-08-03,10092.0
2021-08-04,10277.0
2021-08-05,10276.0
2021-08-06,10261.0
2021-08-09,10245.0
2021-08-10,10268.0
2021-08-11,10557.0
2021-08-12,10574.0
2021-08-13,10623.0
2021-08-16,10702.0
2021-08-17,10815.0
2021-08-18,10722.0
2021-08-19,10690.0
2021-08-20,10675.0
2021-08-23,10655.0
2021-08-24,10744.0
2021-08-25,10893.0
2021-08-26,10834.0
2021-08-27,10745.0
2021-08-30,10705.0
2021-08-31,10837.0
2021-09-01,10668.0
2021-09-02,10688.0
2021-09-03,10937.0
2021-09-06,10905.0
2021-09-07,10904.0
2021-09-08,10894.0
2021-09-09,10874.0
2021-09-10,10684.0
2021-09-13,10701.0
2021-09-14,10736.0
2021-09-15,10925.0
2021-09-16,10951.0
2021-09-17,10706.0
2021-09-22,10812.0
2021-09-23,11146.0
2021-09-24,11152.0
2021-09-27,11045.0
2021-09-28,11070.0
2021-09-29,11125.0
2021-09-30,11493.0
2021-10-08,12026.0
2021-10-11,12244.0
2021-10-12,12294.0
2021-10-13,12332.0
2021-10-14,12199.0
2021-10-15,12285.0
2021-10-18,12321.0
2021-10-19,12486.0
2021-10-20,12481.0
2021-10-21,12460.0
2021-10-22,12237.0
2021-10-25,12399.0
2021-10-26,12668.0
2021-10-27,12672.0
2021-10-28,12518.0
2021-10-29,12820.0
2021-11-01,12576.0
2021-11-02,12682.0
2021-11-03,12884.0
2021-11-04,12632.0
2021-11-05,12574.0
2021-11-08,12378.0
2021-11-09,12022.0
2021-11-10,12396.0
2021-11-11,12517.0
2021-11-12,12511.0
2021-11-15,12606.0
2021-11-16,12633.0
2021-11-17,12757.0
2021-11-18,12815.0
2021-11-19,12861.0
2021-11-22,12473.0
2021-11-23,12427.0
2021-11-24,12610.0
2021-11-25,12691.0
2021-11-26,12636.0
2021-11-29,12559.0
2021-11-30,12324.0
2021-12-01,12389.0
2021-12-02,12290.0
2021-12-03,12700.0
2021-12-06,12783.0
2021-12-07,13006.0
2021-12-08,12829.0
2021-12-09,12719.0
2021-12-10,12632.0
2021-12-13,12376.0
2021-12-14,12343.0
2021-12-15,12254.0
2021-12-16,12398.0
2021-12-17,12591.0
2021-12-20,12301.0
2021-12-21,12431.0
