datetime,SA2009
2019-12-06,1584.0
2019-12-09,1587.0
2019-12-10,1654.0
2019-12-11,1664.0
2019-12-12,1642.0
2019-12-13,1640.0
2019-12-16,1651.0
2019-12-17,1643.0
2019-12-18,1651.0
2019-12-19,1652.0
2019-12-20,1644.0
2019-12-23,1638.0
2019-12-24,1644.0
2019-12-25,1645.0
2019-12-26,1647.0
2019-12-27,1653.0
2019-12-30,1683.0
2019-12-31,1691.0
2020-01-02,1680.0
2020-01-03,1689.0
2020-01-06,1689.0
2020-01-07,1682.0
2020-01-08,1684.0
2020-01-09,1679.0
2020-01-10,1699.0
2020-01-13,1691.0
2020-01-14,1694.0
2020-01-15,1694.0
2020-01-16,1693.0
2020-01-17,1706.0
2020-01-20,1695.0
2020-01-21,1686.0
2020-01-22,1674.0
2020-01-23,1648.0
2020-02-03,1564.0
2020-02-04,1598.0
2020-02-05,1603.0
2020-02-06,1619.0
2020-02-07,1615.0
2020-02-10,1618.0
2020-02-11,1624.0
2020-02-12,1621.0
2020-02-13,1626.0
2020-02-14,1626.0
2020-02-17,1638.0
2020-02-18,1641.0
2020-02-19,1644.0
2020-02-20,1643.0
2020-02-21,1638.0
2020-02-24,1643.0
2020-02-25,1664.0
2020-02-26,1647.0
2020-02-27,1646.0
2020-02-28,1630.0
2020-03-02,1646.0
2020-03-03,1643.0
2020-03-04,1643.0
2020-03-05,1636.0
2020-03-06,1630.0
2020-03-09,1605.0
2020-03-10,1626.0
2020-03-11,1626.0
2020-03-12,1620.0
2020-03-13,1606.0
2020-03-16,1600.0
2020-03-17,1567.0
2020-03-18,1555.0
2020-03-19,1517.0
2020-03-20,1517.0
2020-03-23,1489.0
2020-03-24,1500.0
2020-03-25,1499.0
2020-03-26,1486.0
2020-03-27,1477.0
2020-03-30,1432.0
2020-03-31,1454.0
2020-04-01,1449.0
2020-04-02,1467.0
2020-04-03,1445.0
2020-04-07,1462.0
2020-04-08,1481.0
2020-04-09,1486.0
2020-04-10,1476.0
2020-04-13,1422.0
2020-04-14,1447.0
2020-04-15,1486.0
2020-04-16,1455.0
2020-04-17,1472.0
2020-04-20,1494.0
2020-04-21,1475.0
2020-04-22,1467.0
2020-04-23,1481.0
2020-04-24,1479.0
2020-04-27,1477.0
2020-04-28,1451.0
2020-04-29,1443.0
2020-04-30,1447.0
2020-05-06,1455.0
2020-05-07,1455.0
2020-05-08,1439.0
2020-05-11,1415.0
2020-05-12,1427.0
2020-05-13,1432.0
2020-05-14,1426.0
2020-05-15,1435.0
2020-05-18,1448.0
2020-05-19,1441.0
2020-05-20,1450.0
2020-05-21,1450.0
2020-05-22,1422.0
2020-05-25,1441.0
2020-05-26,1464.0
2020-05-27,1459.0
2020-05-28,1462.0
2020-05-29,1476.0
2020-06-01,1476.0
2020-06-02,1471.0
2020-06-03,1485.0
2020-06-04,1466.0
2020-06-05,1470.0
2020-06-08,1465.0
2020-06-09,1436.0
2020-06-10,1432.0
2020-06-11,1431.0
2020-06-12,1436.0
2020-06-15,1445.0
2020-06-16,1448.0
2020-06-17,1439.0
2020-06-18,1432.0
2020-06-19,1440.0
2020-06-22,1436.0
2020-06-23,1427.0
2020-06-24,1401.0
2020-06-29,1394.0
2020-06-30,1393.0
2020-07-01,1368.0
2020-07-02,1370.0
2020-07-03,1375.0
2020-07-06,1381.0
2020-07-07,1369.0
2020-07-08,1391.0
2020-07-09,1394.0
2020-07-10,1389.0
2020-07-13,1397.0
2020-07-14,1388.0
2020-07-15,1381.0
2020-07-16,1373.0
2020-07-17,1356.0
2020-07-20,1306.0
2020-07-21,1303.0
2020-07-22,1316.0
2020-07-23,1324.0
2020-07-24,1320.0
2020-07-27,1324.0
2020-07-28,1325.0
2020-07-29,1327.0
2020-07-30,1317.0
2020-07-31,1327.0
2020-08-03,1376.0
2020-08-04,1414.0
2020-08-05,1406.0
2020-08-06,1417.0
2020-08-07,1472.0
2020-08-10,1440.0
2020-08-11,1439.0
2020-08-12,1411.0
2020-08-13,1404.0
2020-08-14,1374.0
2020-08-17,1378.0
2020-08-18,1387.0
2020-08-19,1409.0
2020-08-20,1424.0
2020-08-21,1427.0
2020-08-24,1499.0
2020-08-25,1531.0
2020-08-26,1597.0
2020-08-27,1584.0
2020-08-28,1580.0
2020-08-31,1646.0
2020-09-01,1711.0
2020-09-02,1706.0
2020-09-03,1730.0
2020-09-04,1730.0
2020-09-07,1740.0
2020-09-08,1745.0
2020-09-09,1750.0
2020-09-10,1765.0
2020-09-11,1830.0
