datetime,B2401
2023-01-17,4462.0
2023-01-18,4510.0
2023-01-19,4489.0
2023-01-20,4482.0
2023-01-30,4517.0
2023-01-31,4517.0
2023-02-01,4496.0
2023-02-02,4432.0
2023-02-03,4452.0
2023-02-06,4462.0
2023-02-07,4449.0
2023-02-08,4468.0
2023-02-09,4438.0
2023-02-10,4444.0
2023-02-13,4465.0
2023-02-14,4477.0
2023-02-15,4437.0
2023-02-16,4463.0
2023-02-17,4457.0
2023-02-20,4492.0
2023-02-21,4494.0
2023-02-22,4511.0
2023-02-23,4491.0
2023-02-24,4504.0
2023-02-27,4495.0
2023-02-28,4458.0
2023-03-01,4458.0
2023-03-02,4456.0
2023-03-03,4474.0
2023-03-06,4466.0
2023-03-07,4486.0
2023-03-08,4467.0
2023-03-09,4485.0
2023-03-10,4452.0
2023-03-13,4429.0
2023-03-14,4400.0
2023-03-15,4382.0
2023-03-16,4337.0
2023-03-17,4331.0
2023-03-20,4263.0
2023-03-21,4275.0
2023-03-22,4214.0
2023-03-23,4160.0
2023-03-24,4114.0
2023-03-27,4123.0
2023-03-28,4163.0
2023-03-29,4160.0
2023-03-30,4180.0
2023-04-03,4247.0
2023-04-04,4253.0
2023-04-06,4208.0
2023-04-07,4170.0
2023-04-10,4154.0
2023-04-11,4163.0
2023-04-12,4147.0
2023-04-13,4163.0
2023-04-14,4140.0
2023-04-17,4116.0
2023-04-18,4170.0
2023-04-19,4112.0
2023-04-20,4060.0
2023-04-21,4000.0
2023-04-24,3987.0
2023-04-25,4000.0
2023-04-26,4023.0
2023-04-27,4001.0
2023-04-28,4034.0
2023-05-04,4015.0
2023-05-05,4022.0
2023-05-08,4068.0
2023-05-09,4030.0
2023-05-10,3990.0
2023-05-11,3942.0
2023-05-12,3975.0
2023-05-15,3924.0
2023-05-16,3929.0
2023-05-17,3856.0
2023-05-18,3851.0
2023-05-19,3850.0
2023-05-22,3817.0
2023-05-23,3847.0
2023-05-24,3800.0
2023-05-25,3807.0
2023-05-26,3814.0
2023-05-29,3810.0
2023-05-30,3816.0
2023-05-31,3721.0
2023-06-01,3795.0
2023-06-02,3778.0
2023-06-05,3851.0
2023-06-06,3840.0
2023-06-07,3808.0
2023-06-08,3814.0
2023-06-09,3839.0
2023-06-12,3867.0
2023-06-13,3896.0
2023-06-14,3915.0
2023-06-15,3964.0
2023-06-16,4071.0
2023-06-19,4108.0
2023-06-20,4148.0
2023-06-21,4162.0
2023-06-26,4132.0
2023-06-27,4110.0
2023-06-28,4109.0
2023-06-29,4069.0
2023-06-30,4095.0
2023-07-03,4336.0
2023-07-04,4274.0
2023-07-05,4292.0
2023-07-06,4298.0
2023-07-07,4260.0
2023-07-10,4259.0
2023-07-11,4270.0
2023-07-12,4326.0
2023-07-13,4280.0
2023-07-14,4305.0
2023-07-17,4317.0
2023-07-18,4323.0
2023-07-19,4402.0
2023-07-20,4443.0
2023-07-21,4400.0
2023-07-24,4373.0
2023-07-25,4432.0
2023-07-26,4454.0
2023-07-27,4520.0
2023-07-28,4458.0
2023-07-31,4407.0
2023-08-01,4415.0
2023-08-02,4422.0
2023-08-03,4355.0
2023-08-04,4384.0
2023-08-07,4338.0
2023-08-08,4306.0
2023-08-09,4394.0
2023-08-10,4379.0
2023-08-11,4381.0
2023-08-14,4409.0
2023-08-15,4462.0
2023-08-16,4464.0
2023-08-17,4529.0
2023-08-18,4563.0
2023-08-21,4656.0
2023-08-22,4552.0
2023-08-23,4548.0
2023-08-24,4594.0
2023-08-25,4663.0
2023-08-28,4680.0
2023-08-29,4698.0
2023-08-30,4721.0
2023-08-31,4707.0
2023-09-01,4700.0
2023-09-04,4636.0
2023-09-05,4676.0
2023-09-06,4722.0
2023-09-07,4690.0
2023-09-08,4620.0
2023-09-11,4659.0
2023-09-12,4609.0
2023-09-13,4534.0
2023-09-14,4525.0
2023-09-15,4622.0
2023-09-18,4565.0
2023-09-19,4468.0
2023-09-20,4512.0
2023-09-21,4407.0
2023-09-22,4455.0
2023-09-25,4447.0
2023-09-26,4473.0
2023-09-27,4522.0
2023-09-28,4558.0
2023-10-09,4390.0
2023-10-10,4281.0
2023-10-11,4277.0
2023-10-12,4333.0
2023-10-13,4387.0
2023-10-16,4391.0
2023-10-17,4381.0
2023-10-18,4390.0
2023-10-19,4400.0
2023-10-20,4391.0
2023-10-23,4358.0
2023-10-24,4319.0
2023-10-25,4340.0
2023-10-26,4387.0
2023-10-27,4411.0
2023-10-30,4471.0
2023-10-31,4392.0
2023-11-01,4431.0
2023-11-02,4496.0
2023-11-03,4543.0
2023-11-06,4629.0
2023-11-07,4595.0
2023-11-08,4634.0
2023-11-09,4602.0
2023-11-10,4523.0
2023-11-13,4570.0
2023-11-14,4636.0
2023-11-15,4696.0
2023-11-16,4680.0
2023-11-17,4563.0
2023-11-20,4527.0
2023-11-21,4555.0
2023-11-22,4538.0
2023-11-23,4482.0
2023-11-24,4480.0
2023-11-27,4402.0
2023-11-28,4396.0
2023-11-29,4364.0
2023-11-30,4360.0
2023-12-01,4304.0
2023-12-04,4309.0
2023-12-05,4348.0
2023-12-06,4332.0
2023-12-07,4326.0
2023-12-08,4425.0
2023-12-11,4408.0
2023-12-12,4435.0
2023-12-13,4354.0
2023-12-14,4333.0
2023-12-15,4385.0
2023-12-18,4334.0
2023-12-19,4366.0
2023-12-20,4323.0
2023-12-21,4333.0
2023-12-22,4315.0
2023-12-25,4369.0
2023-12-26,4345.0
2023-12-27,4349.0
2023-12-28,4326.0
2023-12-29,4142.0
2024-01-02,4034.0
2024-01-05,4058.0
2024-01-09,4050.0
2024-01-11,4000.0
2024-01-15,3950.0
