datetime,CF2209
2021-09-15,17480.0
2021-09-16,17535.0
2021-09-17,17315.0
2021-09-22,17210.0
2021-09-23,17080.0
2021-09-24,17365.0
2021-09-27,18115.0
2021-09-28,18325.0
2021-09-29,18640.0
2021-09-30,19495.0
2021-10-08,20740.0
2021-10-11,20450.0
2021-10-12,20520.0
2021-10-13,20020.0
2021-10-14,20170.0
2021-10-15,21360.0
2021-10-18,20415.0
2021-10-19,20230.0
2021-10-20,20005.0
2021-10-21,20000.0
2021-10-22,20005.0
2021-10-25,20140.0
2021-10-26,19950.0
2021-10-27,19955.0
2021-10-28,20025.0
2021-10-29,19950.0
2021-11-01,20235.0
2021-11-02,20215.0
2021-11-03,20110.0
2021-11-04,20025.0
2021-11-05,20080.0
2021-11-08,20285.0
2021-11-09,20195.0
2021-11-10,20330.0
2021-11-11,20455.0
2021-11-12,20410.0
2021-11-15,20490.0
2021-11-16,20580.0
2021-11-17,20570.0
2021-11-18,20640.0
2021-11-19,20560.0
2021-11-22,20500.0
2021-11-23,20345.0
2021-11-24,20505.0
2021-11-25,20335.0
2021-11-26,20175.0
2021-11-29,19725.0
2021-11-30,18590.0
2021-12-01,19070.0
2021-12-02,18635.0
2021-12-03,18760.0
2021-12-06,18910.0
2021-12-07,19110.0
2021-12-08,19010.0
2021-12-09,18870.0
2021-12-10,18850.0
2021-12-13,18910.0
2021-12-14,18735.0
2021-12-15,18685.0
2021-12-16,18830.0
2021-12-17,18995.0
2021-12-20,18760.0
2021-12-21,18735.0
2021-12-22,18830.0
2021-12-23,18920.0
2021-12-24,18860.0
2021-12-27,19045.0
2021-12-28,19365.0
2021-12-29,19275.0
2021-12-30,19470.0
2021-12-31,19695.0
2022-01-04,19600.0
2022-01-05,19985.0
2022-01-06,19810.0
2022-01-07,19950.0
2022-01-10,19995.0
2022-01-11,19920.0
2022-01-12,19960.0
2022-01-13,20195.0
2022-01-14,20255.0
2022-01-17,20570.0
2022-01-18,20415.0
2022-01-19,20665.0
2022-01-20,20800.0
2022-01-21,20705.0
2022-01-24,20655.0
2022-01-25,20675.0
2022-01-26,20700.0
2022-01-27,20755.0
2022-01-28,20590.0
2022-02-07,21020.0
2022-02-08,20950.0
2022-02-09,20935.0
2022-02-10,20895.0
2022-02-11,20890.0
2022-02-14,20850.0
2022-02-15,20620.0
2022-02-16,20405.0
2022-02-17,20445.0
2022-02-18,20445.0
2022-02-21,20480.0
2022-02-22,20470.0
2022-02-23,20495.0
2022-02-24,20620.0
2022-02-25,20090.0
2022-02-28,19905.0
2022-03-01,20040.0
2022-03-02,20370.0
2022-03-03,20230.0
2022-03-04,20160.0
2022-03-07,20265.0
2022-03-08,20315.0
2022-03-09,20395.0
2022-03-10,20230.0
2022-03-11,20250.0
2022-03-14,20105.0
2022-03-15,19930.0
2022-03-16,20155.0
2022-03-17,20145.0
2022-03-18,20320.0
2022-03-21,20525.0
2022-03-22,20660.0
2022-03-23,20615.0
2022-03-24,20650.0
2022-03-25,20975.0
2022-03-28,21250.0
2022-03-29,21135.0
2022-03-30,21155.0
2022-03-31,21145.0
2022-04-01,21105.0
2022-04-06,20965.0
2022-04-07,20910.0
2022-04-08,20925.0
2022-04-11,20880.0
2022-04-12,21145.0
2022-04-13,21180.0
2022-04-14,21305.0
2022-04-15,21490.0
2022-04-18,21505.0
2022-04-19,21570.0
2022-04-20,21400.0
2022-04-21,21445.0
2022-04-22,21455.0
2022-04-25,21085.0
2022-04-26,21130.0
2022-04-27,21115.0
2022-04-28,21735.0
2022-04-29,21770.0
2022-05-05,21895.0
2022-05-06,21300.0
2022-05-09,21155.0
2022-05-10,21185.0
2022-05-11,21275.0
2022-05-12,21245.0
2022-05-13,21380.0
2022-05-16,21350.0
2022-05-17,21485.0
2022-05-18,21285.0
2022-05-19,21235.0
2022-05-20,21285.0
2022-05-23,20950.0
2022-05-24,20680.0
2022-05-25,20565.0
2022-05-26,20510.0
2022-05-27,20540.0
2022-05-30,20115.0
2022-05-31,20655.0
2022-06-01,20440.0
2022-06-02,20280.0
2022-06-06,20415.0
2022-06-07,20290.0
2022-06-08,20320.0
2022-06-09,20390.0
2022-06-10,20320.0
2022-06-13,20320.0
2022-06-14,20365.0
2022-06-15,19860.0
2022-06-16,19560.0
2022-06-17,19515.0
2022-06-20,19240.0
2022-06-21,19065.0
2022-06-22,18890.0
2022-06-23,18435.0
2022-06-24,17230.0
2022-06-27,17145.0
2022-06-28,17615.0
2022-06-29,17575.0
2022-06-30,17655.0
2022-07-01,17315.0
2022-07-04,17300.0
2022-07-05,17210.0
2022-07-06,17260.0
2022-07-07,16745.0
2022-07-08,16465.0
2022-07-11,16440.0
2022-07-12,15990.0
2022-07-13,15025.0
2022-07-14,14700.0
2022-07-15,14215.0
2022-07-18,15275.0
2022-07-19,14110.0
2022-07-20,14485.0
2022-07-21,14835.0
2022-07-22,15195.0
2022-07-25,15140.0
2022-07-26,14985.0
2022-07-27,14845.0
2022-07-28,14815.0
2022-07-29,14920.0
2022-08-01,14560.0
2022-08-02,14485.0
2022-08-03,14580.0
2022-08-04,14590.0
2022-08-05,14495.0
2022-08-08,14550.0
2022-08-09,14595.0
2022-08-10,14570.0
2022-08-11,15020.0
2022-08-12,15035.0
2022-08-15,16000.0
2022-08-16,15750.0
2022-08-17,15800.0
2022-08-18,15170.0
2022-08-19,15205.0
2022-08-22,15330.0
2022-08-23,15300.0
2022-08-24,15310.0
2022-08-25,15300.0
2022-08-26,15475.0
2022-08-29,15410.0
2022-08-30,15410.0
2022-08-31,15520.0
2022-09-01,15560.0
2022-09-02,14965.0
2022-09-05,15105.0
2022-09-06,15150.0
2022-09-07,15170.0
2022-09-08,15170.0
2022-09-09,15300.0
2022-09-13,15230.0
2022-09-14,15170.0
2022-09-15,15290.0
