datetime,FG2009
2019-09-17,1379.0
2019-09-18,1377.0
2019-09-19,1372.0
2019-09-20,1360.0
2019-09-23,1368.0
2019-09-24,1348.0
2019-09-25,1351.0
2019-09-26,1360.0
2019-09-27,1369.0
2019-09-30,1387.0
2019-10-08,1383.0
2019-10-09,1378.0
2019-10-10,1379.0
2019-10-11,1382.0
2019-10-14,1381.0
2019-10-15,1380.0
2019-10-16,1378.0
2019-10-17,1369.0
2019-10-18,1388.0
2019-10-21,1403.0
2019-10-22,1397.0
2019-10-23,1399.0
2019-10-24,1398.0
2019-10-25,1395.0
2019-10-28,1390.0
2019-10-29,1390.0
2019-10-30,1392.0
2019-10-31,1393.0
2019-11-01,1397.0
2019-11-04,1391.0
2019-11-05,1394.0
2019-11-06,1389.0
2019-11-07,1394.0
2019-11-08,1398.0
2019-11-11,1380.0
2019-11-12,1375.0
2019-11-13,1372.0
2019-11-14,1392.0
2019-11-15,1392.0
2019-11-18,1388.0
2019-11-19,1381.0
2019-11-20,1386.0
2019-11-21,1377.0
2019-11-22,1366.0
2019-11-25,1365.0
2019-11-26,1366.0
2019-11-27,1375.0
2019-11-28,1385.0
2019-11-29,1391.0
2019-12-02,1389.0
2019-12-03,1389.0
2019-12-04,1399.0
2019-12-05,1394.0
2019-12-06,1399.0
2019-12-09,1424.0
2019-12-10,1442.0
2019-12-11,1442.0
2019-12-12,1436.0
2019-12-13,1438.0
2019-12-16,1441.0
2019-12-17,1436.0
2019-12-18,1453.0
2019-12-19,1450.0
2019-12-20,1447.0
2019-12-23,1442.0
2019-12-24,1452.0
2019-12-25,1444.0
2019-12-26,1449.0
2019-12-27,1461.0
2019-12-30,1465.0
2019-12-31,1463.0
2020-01-02,1467.0
2020-01-03,1483.0
2020-01-06,1485.0
2020-01-07,1484.0
2020-01-08,1486.0
2020-01-09,1480.0
2020-01-10,1482.0
2020-01-13,1466.0
2020-01-14,1468.0
2020-01-15,1476.0
2020-01-16,1480.0
2020-01-17,1479.0
2020-01-20,1478.0
2020-01-21,1467.0
2020-01-22,1476.0
2020-01-23,1449.0
2020-02-03,1392.0
2020-02-04,1400.0
2020-02-05,1405.0
2020-02-06,1434.0
2020-02-07,1432.0
2020-02-10,1437.0
2020-02-11,1441.0
2020-02-12,1447.0
2020-02-13,1448.0
2020-02-14,1447.0
2020-02-17,1450.0
2020-02-18,1447.0
2020-02-19,1450.0
2020-02-20,1464.0
2020-02-21,1470.0
2020-02-24,1473.0
2020-02-25,1473.0
2020-02-26,1470.0
