datetime,PX2601
2025-01-16,7506.0
2025-01-17,7574.0
2025-01-20,7386.0
2025-01-21,7462.0
2025-01-22,7382.0
2025-01-23,7290.0
2025-01-24,7212.0
2025-01-27,7110.0
2025-02-05,7160.0
2025-02-06,7188.0
2025-02-07,7312.0
2025-02-10,7356.0
2025-02-11,7332.0
2025-02-12,7382.0
2025-02-13,7222.0
2025-02-14,7274.0
2025-02-17,7308.0
2025-02-18,7348.0
2025-02-19,7336.0
2025-02-20,7324.0
2025-02-21,7260.0
2025-02-24,7188.0
2025-02-25,7168.0
2025-02-26,7108.0
2025-02-27,7130.0
2025-02-28,7136.0
2025-03-03,7162.0
2025-03-04,6976.0
2025-03-05,6960.0
2025-03-06,6916.0
2025-03-07,6948.0
2025-03-10,6904.0
2025-03-11,6828.0
2025-03-12,6740.0
2025-03-13,6822.0
2025-03-14,6910.0
2025-03-17,6918.0
2025-03-18,6934.0
2025-03-19,6862.0
2025-03-20,6928.0
2025-03-21,6920.0
2025-03-24,6954.0
2025-03-25,6932.0
2025-03-26,7006.0
2025-03-27,7024.0
2025-03-28,6976.0
2025-03-31,6922.0
2025-04-01,7022.0
2025-04-02,6980.0
2025-04-03,6862.0
2025-04-07,6450.0
2025-04-08,6110.0
2025-04-09,5898.0
2025-04-10,6246.0
2025-04-11,6240.0
2025-04-14,6200.0
2025-04-15,6128.0
2025-04-16,5986.0
2025-04-17,6082.0
2025-04-18,6136.0
2025-04-21,6152.0
2025-04-22,6088.0
2025-04-23,6252.0
2025-04-24,6196.0
2025-04-25,6248.0
2025-04-28,6310.0
2025-04-29,6224.0
2025-04-30,6210.0
2025-05-06,6134.0
2025-05-07,6252.0
2025-05-08,6334.0
2025-05-09,6374.0
2025-05-12,6572.0
2025-05-13,6560.0
2025-05-14,6756.0
2025-05-15,6640.0
2025-05-16,6600.0
2025-05-19,6584.0
2025-05-20,6526.0
2025-05-21,6598.0
2025-05-22,6454.0
2025-05-23,6468.0
2025-05-26,6486.0
2025-05-27,6490.0
2025-05-28,6404.0
2025-05-29,6540.0
2025-05-30,6388.0
2025-06-03,6340.0
2025-06-04,6398.0
2025-06-05,6358.0
2025-06-06,6376.0
2025-06-09,6356.0
2025-06-10,6370.0
2025-06-11,6394.0
2025-06-12,6410.0
2025-06-13,6632.0
2025-06-16,6612.0
2025-06-17,6566.0
2025-06-18,6768.0
2025-06-19,6822.0
2025-06-20,6844.0
2025-06-23,6862.0
2025-06-24,6516.0
2025-06-25,6552.0
2025-06-26,6524.0
2025-06-27,6546.0
2025-06-30,6602.0
2025-07-01,6634.0
2025-07-02,6646.0
2025-07-03,6610.0
2025-07-04,6582.0
2025-07-07,6576.0
2025-07-08,6602.0
2025-07-09,6650.0
2025-07-10,6718.0
2025-07-11,6620.0
2025-07-14,6684.0
2025-07-15,6606.0
2025-07-16,6618.0
2025-07-17,6608.0
2025-07-18,6670.0
2025-07-21,6770.0
2025-07-22,6790.0
2025-07-23,6776.0
2025-07-24,6848.0
2025-07-25,6950.0
2025-07-28,6800.0
2025-07-29,6834.0
2025-07-30,6878.0
2025-07-31,6864.0
2025-08-01,6790.0
2025-08-04,6728.0
2025-08-05,6706.0
2025-08-06,6744.0
2025-08-07,6710.0
2025-08-08,6676.0
2025-08-11,6712.0
2025-08-12,6748.0
2025-08-13,6704.0
2025-08-14,6618.0
2025-08-15,6682.0
2025-08-18,6724.0
2025-08-19,6726.0
2025-08-20,6786.0
2025-08-21,6890.0
2025-08-22,6900.0
2025-08-25,6902.0
2025-08-26,6916.0
2025-08-27,6860.0
2025-08-28,6828.0
2025-08-29,6810.0
2025-09-01,6794.0
2025-09-02,6782.0
2025-09-03,6762.0
2025-09-04,6648.0
2025-09-05,6680.0
2025-09-08,6710.0
2025-09-09,6680.0
2025-09-10,6718.0
2025-09-11,6718.0
2025-09-12,6666.0
2025-09-15,6706.0
2025-09-16,6720.0
2025-09-17,6740.0
2025-09-18,6666.0
2025-09-19,6594.0
2025-09-22,6574.0
2025-09-23,6526.0
2025-09-24,6604.0
2025-09-25,6662.0
2025-09-26,6634.0
2025-09-29,6642.0
2025-09-30,6558.0
2025-10-09,6562.0
2025-10-10,6480.0
2025-10-13,6430.0
2025-10-14,6338.0
2025-10-15,6312.0
2025-10-16,6376.0
2025-10-17,6292.0
2025-10-20,6268.0
2025-10-21,6332.0
2025-10-22,6450.0
2025-10-23,6496.0
2025-10-24,6522.0
2025-10-27,6626.0
2025-10-28,6618.0
2025-10-29,6652.0
2025-10-30,6588.0
2025-10-31,6618.0
2025-11-03,6640.0
2025-11-04,6660.0
2025-11-05,6650.0
2025-11-06,6820.0
2025-11-07,6780.0
2025-11-10,6852.0
2025-11-11,6756.0
2025-11-12,6774.0
2025-11-13,6836.0
2025-11-14,6806.0
2025-11-17,6796.0
2025-11-18,6768.0
2025-11-19,6870.0
2025-11-20,6830.0
2025-11-21,6750.0
2025-11-24,6772.0
2025-11-25,6718.0
2025-11-26,6774.0
2025-11-27,6718.0
2025-11-28,6830.0
2025-12-01,6930.0
2025-12-02,6912.0
2025-12-03,6872.0
2025-12-04,6870.0
2025-12-05,6786.0
2025-12-08,6842.0
2025-12-09,6780.0
2025-12-10,6754.0
2025-12-11,6834.0
2025-12-12,6786.0
2025-12-15,6810.0
2025-12-16,6770.0
2025-12-17,6792.0
2025-12-18,6880.0
2025-12-19,7068.0
2025-12-22,7182.0
2025-12-23,7216.0
2025-12-24,7196.0
2025-12-25,7302.0
2025-12-26,7514.0
2025-12-29,7230.0
2025-12-30,7304.0
2025-12-31,7230.0
2026-01-05,7198.0
2026-01-06,7324.0
2026-01-07,7274.0
2026-01-08,7282.0
2026-01-12,7290.0
2026-01-14,7372.0
2026-01-15,7362.0
