datetime,PP2605
2025-05-20,6970.0
2025-05-21,6990.0
2025-05-22,6938.0
2025-05-23,6908.0
2025-05-26,6899.0
2025-05-27,6869.0
2025-05-28,6840.0
2025-05-29,6872.0
2025-05-30,6817.0
2025-06-03,6845.0
2025-06-04,6880.0
2025-06-05,6853.0
2025-06-06,6868.0
2025-06-09,6889.0
2025-06-10,6889.0
2025-06-11,6903.0
2025-06-12,6909.0
2025-06-13,7016.0
2025-06-16,7059.0
2025-06-17,7043.0
2025-06-18,7148.0
2025-06-19,7208.0
2025-06-20,7185.0
2025-06-23,7187.0
2025-06-24,7006.0
2025-06-25,7006.0
2025-06-26,7030.0
2025-06-27,7019.0
2025-06-30,6999.0
2025-07-01,6980.0
2025-07-02,7018.0
2025-07-03,7041.0
2025-07-04,7032.0
2025-07-07,7008.0
2025-07-08,6997.0
2025-07-09,7018.0
2025-07-10,7080.0
2025-07-11,7037.0
2025-07-14,7060.0
2025-07-15,7018.0
2025-07-16,6996.0
2025-07-17,7008.0
2025-07-18,7002.0
2025-07-21,7077.0
2025-07-22,7159.0
2025-07-23,7113.0
2025-07-24,7180.0
2025-07-25,7227.0
2025-07-28,7137.0
2025-07-29,7158.0
2025-07-30,7151.0
2025-07-31,7140.0
2025-08-01,7124.0
2025-08-04,7111.0
2025-08-05,7126.0
2025-08-06,7124.0
2025-08-07,7103.0
2025-08-08,7086.0
2025-08-11,7111.0
2025-08-12,7115.0
2025-08-13,7099.0
2025-08-14,7087.0
2025-08-15,7080.0
2025-08-18,7048.0
2025-08-19,7032.0
2025-08-20,7062.0
2025-08-21,7068.0
2025-08-22,7059.0
2025-08-25,7089.0
2025-08-26,7066.0
2025-08-27,7035.0
2025-08-28,7033.0
2025-08-29,6995.0
2025-09-01,6982.0
2025-09-02,6958.0
2025-09-03,6965.0
2025-09-04,6949.0
2025-09-05,6976.0
2025-09-08,6984.0
2025-09-09,6967.0
2025-09-10,6971.0
2025-09-11,6961.0
2025-09-12,6936.0
2025-09-15,6988.0
2025-09-16,7000.0
2025-09-17,7017.0
2025-09-18,6963.0
2025-09-19,6958.0
2025-09-22,6929.0
2025-09-23,6891.0
2025-09-24,6920.0
2025-09-25,6941.0
2025-09-26,6936.0
2025-09-29,6938.0
2025-09-30,6892.0
2025-10-09,6785.0
2025-10-10,6762.0
2025-10-13,6748.0
2025-10-14,6651.0
2025-10-15,6648.0
2025-10-16,6670.0
2025-10-17,6603.0
2025-10-20,6618.0
2025-10-21,6627.0
2025-10-22,6665.0
2025-10-23,6740.0
2025-10-24,6719.0
2025-10-27,6768.0
2025-10-28,6734.0
2025-10-29,6765.0
2025-10-30,6721.0
2025-10-31,6674.0
2025-11-03,6671.0
2025-11-04,6664.0
2025-11-05,6605.0
2025-11-06,6592.0
2025-11-07,6574.0
2025-11-10,6578.0
2025-11-11,6546.0
2025-11-12,6572.0
2025-11-13,6577.0
2025-11-14,6575.0
2025-11-17,6565.0
2025-11-18,6497.0
2025-11-19,6532.0
2025-11-20,6513.0
2025-11-21,6474.0
2025-11-24,6474.0
2025-11-25,6420.0
2025-11-26,6367.0
2025-11-27,6393.0
2025-11-28,6490.0
2025-12-01,6485.0
2025-12-02,6504.0
2025-12-03,6478.0
2025-12-04,6452.0
2025-12-05,6382.0
2025-12-08,6370.0
2025-12-09,6280.0
2025-12-10,6243.0
2025-12-11,6241.0
2025-12-12,6168.0
2025-12-15,6254.0
2025-12-16,6256.0
2025-12-17,6254.0
2025-12-18,6279.0
2025-12-19,6213.0
2025-12-22,6119.0
2025-12-23,6158.0
2025-12-24,6278.0
2025-12-25,6266.0
2025-12-26,6292.0
2025-12-29,6274.0
2025-12-30,6321.0
2025-12-31,6348.0
2026-01-05,6330.0
2026-01-06,6423.0
2026-01-07,6486.0
2026-01-08,6484.0
2026-01-09,6514.0
2026-01-12,6560.0
2026-01-13,6545.0
2026-01-14,6590.0
2026-01-15,6592.0
2026-01-16,6496.0
2026-01-19,6482.0
2026-01-20,6461.0
2026-01-21,6485.0
2026-01-22,6624.0
2026-01-23,6656.0
2026-01-26,6737.0
2026-01-27,6709.0
2026-01-28,6778.0
2026-01-29,6870.0
2026-01-30,6824.0
2026-02-02,6714.0
2026-02-03,6730.0
2026-02-04,6801.0
2026-02-05,6676.0
2026-02-06,6691.0
2026-02-09,6630.0
2026-02-10,6688.0
2026-02-11,6693.0
2026-02-12,6648.0
2026-02-13,6568.0
2026-02-24,6746.0
2026-02-25,6720.0
2026-02-26,6675.0
2026-02-27,6611.0
2026-03-02,6998.0
2026-03-03,7223.0
2026-03-04,7506.0
2026-03-05,7458.0
2026-03-06,7797.0
2026-03-09,8034.0
2026-03-10,7820.0
2026-03-11,8197.0
2026-03-12,8303.0
2026-03-13,8603.0
2026-03-16,8857.0
2026-03-17,8671.0
2026-03-18,8628.0
2026-03-19,9158.0
2026-03-20,9019.0
2026-03-23,9793.0
2026-03-24,9114.0
2026-03-25,8975.0
2026-03-26,9120.0
2026-03-27,9313.0
2026-03-30,9269.0
2026-03-31,9103.0
2026-04-01,8764.0
2026-04-02,9130.0
2026-04-03,9400.0
2026-04-07,9865.0
2026-04-08,8902.0
2026-04-09,9117.0
2026-04-10,8963.0
2026-04-13,9005.0
2026-04-14,8939.0
2026-04-15,8945.0
2026-04-16,8944.0
2026-04-17,8936.0
2026-04-20,8780.0
2026-04-21,8745.0
2026-04-22,8727.0
2026-04-23,8719.0
2026-04-24,8771.0
2026-04-27,8976.0
2026-04-28,9122.0
2026-04-29,9133.0
2026-04-30,9318.0
2026-05-06,9430.0
2026-05-07,9208.0
2026-05-08,9230.0
2026-05-11,9350.0
2026-05-12,9488.0
2026-05-13,9558.0
2026-05-14,9550.0
2026-05-15,9500.0
2026-05-18,9580.0
2026-05-19,9808.0
