datetime,TA2605
2025-05-20,4626.0
2025-05-21,4668.0
2025-05-22,4594.0
2025-05-23,4588.0
2025-05-26,4598.0
2025-05-27,4588.0
2025-05-28,4544.0
2025-05-29,4618.0
2025-05-30,4518.0
2025-06-03,4506.0
2025-06-04,4558.0
2025-06-05,4518.0
2025-06-06,4538.0
2025-06-09,4518.0
2025-06-10,4524.0
2025-06-11,4542.0
2025-06-12,4552.0
2025-06-13,4692.0
2025-06-16,4672.0
2025-06-17,4634.0
2025-06-18,4760.0
2025-06-19,4792.0
2025-06-20,4808.0
2025-06-23,4830.0
2025-06-24,4608.0
2025-06-25,4630.0
2025-06-26,4612.0
2025-06-27,4624.0
2025-06-30,4664.0
2025-07-01,4684.0
2025-07-02,4692.0
2025-07-03,4674.0
2025-07-04,4662.0
2025-07-07,4658.0
2025-07-08,4666.0
2025-07-09,4706.0
2025-07-10,4746.0
2025-07-11,4678.0
2025-07-14,4718.0
2025-07-15,4674.0
2025-07-16,4674.0
2025-07-17,4658.0
2025-07-18,4706.0
2025-07-21,4768.0
2025-07-22,4796.0
2025-07-23,4794.0
2025-07-24,4840.0
2025-07-25,4922.0
2025-07-28,4822.0
2025-07-29,4842.0
2025-07-30,4872.0
2025-07-31,4860.0
2025-08-01,4816.0
2025-08-04,4766.0
2025-08-05,4764.0
2025-08-06,4792.0
2025-08-07,4766.0
2025-08-08,4746.0
2025-08-11,4772.0
2025-08-12,4804.0
2025-08-13,4772.0
2025-08-14,4712.0
2025-08-15,4754.0
2025-08-18,4790.0
2025-08-19,4776.0
2025-08-20,4816.0
2025-08-21,4884.0
2025-08-22,4890.0
2025-08-25,4900.0
2025-08-26,4904.0
2025-08-27,4856.0
2025-08-28,4834.0
2025-08-29,4820.0
2025-09-01,4810.0
2025-09-02,4800.0
2025-09-03,4772.0
2025-09-04,4692.0
2025-09-05,4708.0
2025-09-08,4722.0
2025-09-09,4706.0
2025-09-10,4726.0
2025-09-11,4720.0
2025-09-12,4688.0
2025-09-15,4716.0
2025-09-16,4734.0
2025-09-17,4748.0
2025-09-18,4704.0
2025-09-19,4648.0
2025-09-22,4628.0
2025-09-23,4598.0
2025-09-24,4662.0
2025-09-25,4718.0
2025-09-26,4692.0
2025-09-29,4698.0
2025-09-30,4634.0
2025-10-09,4632.0
2025-10-10,4586.0
2025-10-13,4564.0
2025-10-14,4498.0
2025-10-15,4482.0
2025-10-16,4512.0
2025-10-17,4460.0
2025-10-20,4452.0
2025-10-21,4480.0
2025-10-22,4546.0
2025-10-23,4572.0
2025-10-24,4584.0
2025-10-27,4676.0
2025-10-28,4676.0
2025-10-29,4688.0
2025-10-30,4630.0
2025-10-31,4644.0
2025-11-03,4656.0
2025-11-04,4666.0
2025-11-05,4660.0
2025-11-06,4750.0
2025-11-07,4728.0
2025-11-10,4762.0
2025-11-11,4710.0
2025-11-12,4732.0
2025-11-13,4754.0
2025-11-14,4762.0
2025-11-17,4756.0
2025-11-18,4726.0
2025-11-19,4774.0
2025-11-20,4744.0
2025-11-21,4710.0
2025-11-24,4724.0
2025-11-25,4706.0
2025-11-26,4728.0
2025-11-27,4686.0
2025-11-28,4752.0
2025-12-01,4824.0
2025-12-02,4818.0
2025-12-03,4796.0
2025-12-04,4794.0
2025-12-05,4752.0
2025-12-08,4770.0
2025-12-09,4708.0
2025-12-10,4684.0
2025-12-11,4722.0
2025-12-12,4674.0
2025-12-15,4696.0
2025-12-16,4668.0
2025-12-17,4684.0
2025-12-18,4748.0
2025-12-19,4882.0
2025-12-22,5040.0
2025-12-23,5082.0
2025-12-24,5094.0
2025-12-25,5152.0
2025-12-26,5280.0
2025-12-29,5122.0
2025-12-30,5144.0
2025-12-31,5110.0
2026-01-05,5046.0
2026-01-06,5150.0
2026-01-07,5150.0
2026-01-08,5086.0
2026-01-09,5108.0
2026-01-12,5142.0
2026-01-13,5140.0
2026-01-14,5116.0
2026-01-15,5048.0
2026-01-16,5018.0
2026-01-19,5030.0
2026-01-20,5144.0
2026-01-21,5154.0
2026-01-22,5298.0
2026-01-23,5448.0
2026-01-26,5438.0
2026-01-27,5258.0
2026-01-28,5370.0
2026-01-29,5332.0
2026-01-30,5270.0
2026-02-02,5092.0
2026-02-03,5150.0
2026-02-04,5218.0
2026-02-05,5144.0
2026-02-06,5166.0
2026-02-09,5192.0
2026-02-10,5230.0
2026-02-11,5260.0
2026-02-12,5220.0
2026-02-13,5204.0
2026-02-24,5352.0
2026-02-25,5312.0
2026-02-26,5260.0
2026-02-27,5250.0
2026-03-02,5552.0
2026-03-03,5608.0
2026-03-04,5694.0
2026-03-05,5820.0
2026-03-06,6070.0
2026-03-09,6316.0
2026-03-10,6200.0
2026-03-11,6660.0
2026-03-12,6998.0
2026-03-13,6934.0
2026-03-16,6982.0
2026-03-17,6918.0
2026-03-18,6790.0
2026-03-19,6834.0
2026-03-20,6650.0
2026-03-23,7134.0
2026-03-24,6694.0
2026-03-25,6592.0
2026-03-26,6778.0
2026-03-27,6876.0
2026-03-30,6768.0
2026-03-31,6684.0
2026-04-01,6366.0
2026-04-02,6856.0
2026-04-03,6988.0
2026-04-07,6888.0
2026-04-08,6382.0
2026-04-09,6524.0
2026-04-10,6304.0
2026-04-13,6274.0
2026-04-14,6426.0
2026-04-15,6576.0
2026-04-16,6622.0
2026-04-17,6564.0
2026-04-20,6494.0
2026-04-21,6500.0
2026-04-22,6540.0
2026-04-23,6668.0
2026-04-24,6602.0
2026-04-27,6730.0
2026-04-28,6910.0
2026-04-29,6878.0
2026-04-30,6886.0
2026-05-06,6960.0
2026-05-07,6664.0
2026-05-08,6524.0
2026-05-11,6660.0
2026-05-12,6592.0
2026-05-13,6498.0
2026-05-14,6404.0
2026-05-15,6506.0
2026-05-18,6628.0
2026-05-19,6534.0
