datetime,OI2501
2024-01-16,7941.0
2024-01-17,7902.0
2024-01-18,7947.0
2024-01-19,8020.0
2024-01-22,7915.0
2024-01-23,7997.0
2024-01-24,8070.0
2024-01-25,8011.0
2024-01-26,7959.0
2024-01-29,7830.0
2024-01-30,7660.0
2024-01-31,7684.0
2024-02-01,7735.0
2024-02-02,7692.0
2024-02-05,7683.0
2024-02-06,7691.0
2024-02-07,7612.0
2024-02-08,7698.0
2024-02-19,7727.0
2024-02-20,7727.0
2024-02-21,7737.0
2024-02-22,7810.0
2024-02-23,7748.0
2024-02-26,7675.0
2024-02-27,7780.0
2024-02-28,7795.0
2024-02-29,7832.0
2024-03-01,7887.0
2024-03-04,7863.0
2024-03-05,7874.0
2024-03-06,7997.0
2024-03-07,8007.0
2024-03-08,8122.0
2024-03-11,8040.0
2024-03-12,8137.0
2024-03-13,8153.0
2024-03-14,8229.0
2024-03-15,8233.0
2024-03-18,8297.0
2024-03-19,8298.0
2024-03-20,8389.0
2024-03-21,8429.0
2024-03-22,8380.0
2024-03-25,8342.0
2024-03-26,8260.0
2024-03-27,8148.0
2024-03-28,8108.0
2024-03-29,8192.0
2024-04-01,8200.0
2024-04-02,8253.0
2024-04-03,8344.0
2024-04-08,8269.0
2024-04-09,8322.0
2024-04-10,8333.0
2024-04-11,8280.0
2024-04-12,8191.0
2024-04-15,8182.0
2024-04-16,8117.0
2024-04-17,8043.0
2024-04-18,8063.0
2024-04-19,8044.0
2024-04-22,8090.0
2024-04-23,8401.0
2024-04-24,8449.0
2024-04-25,8299.0
2024-04-26,8376.0
2024-04-29,8465.0
2024-04-30,8434.0
2024-05-06,8540.0
2024-05-07,8703.0
2024-05-08,8761.0
2024-05-09,8698.0
2024-05-10,8630.0
2024-05-13,8864.0
2024-05-14,8942.0
2024-05-15,8878.0
2024-05-16,8819.0
2024-05-17,8946.0
2024-05-20,8910.0
2024-05-21,8959.0
2024-05-22,9051.0
2024-05-23,9016.0
2024-05-24,8976.0
2024-05-27,8896.0
2024-05-28,9034.0
2024-05-29,9165.0
2024-05-30,8943.0
2024-05-31,9029.0
2024-06-03,8793.0
2024-06-04,8712.0
2024-06-05,8688.0
2024-06-06,8739.0
2024-06-07,8735.0
2024-06-11,8670.0
2024-06-12,8733.0
2024-06-13,8607.0
2024-06-14,8579.0
2024-06-17,8400.0
2024-06-18,8434.0
2024-06-19,8502.0
2024-06-20,8523.0
2024-06-21,8411.0
2024-06-24,8485.0
2024-06-25,8381.0
