datetime,L2201
2021-01-18,7655.0
2021-01-19,7600.0
2021-01-20,7560.0
2021-01-21,7625.0
2021-01-22,7670.0
2021-01-25,7565.0
2021-01-26,7590.0
2021-01-27,7670.0
2021-01-28,7780.0
2021-01-29,7790.0
2021-02-01,7755.0
2021-02-02,7770.0
2021-02-03,7845.0
2021-02-04,7920.0
2021-02-05,7890.0
2021-02-08,7880.0
2021-02-09,7845.0
2021-02-10,7820.0
2021-02-18,8335.0
2021-02-19,8415.0
2021-02-22,8630.0
2021-02-23,8560.0
2021-02-24,8460.0
2021-02-25,8585.0
2021-02-26,8575.0
2021-03-01,8450.0
2021-03-02,8520.0
2021-03-03,8570.0
2021-03-04,8580.0
2021-03-05,8595.0
2021-03-08,8795.0
2021-03-09,8680.0
2021-03-10,8520.0
2021-03-11,8685.0
2021-03-12,8760.0
2021-03-15,8810.0
2021-03-16,8805.0
2021-03-17,8730.0
2021-03-18,8635.0
2021-03-19,8435.0
2021-03-22,8480.0
2021-03-23,8380.0
2021-03-24,8355.0
2021-03-25,8385.0
2021-03-26,8435.0
2021-03-29,8425.0
2021-03-30,8375.0
2021-03-31,8320.0
2021-04-01,8435.0
2021-04-02,8535.0
2021-04-06,8530.0
2021-04-07,8560.0
2021-04-08,8465.0
2021-04-09,8375.0
2021-04-12,8215.0
2021-04-13,8160.0
2021-04-14,8170.0
2021-04-15,8310.0
2021-04-16,8270.0
2021-04-19,8285.0
2021-04-20,8195.0
2021-04-21,8005.0
2021-04-22,8090.0
2021-04-23,8055.0
2021-04-26,8050.0
2021-04-27,8120.0
2021-04-28,8105.0
2021-04-29,8080.0
2021-04-30,8010.0
2021-05-06,8165.0
2021-05-07,8385.0
2021-05-10,8295.0
2021-05-11,8185.0
2021-05-12,8300.0
2021-05-13,8155.0
2021-05-14,8040.0
2021-05-17,8010.0
2021-05-18,8000.0
2021-05-19,7855.0
2021-05-20,7755.0
2021-05-21,7740.0
2021-05-24,7730.0
2021-05-25,7750.0
2021-05-26,7805.0
2021-05-27,7695.0
2021-05-28,7610.0
2021-05-31,7685.0
2021-06-01,7790.0
2021-06-02,7745.0
2021-06-03,7745.0
2021-06-04,7660.0
2021-06-07,7520.0
2021-06-08,7505.0
2021-06-09,7555.0
2021-06-10,7560.0
2021-06-11,7600.0
2021-06-15,7605.0
2021-06-16,7660.0
2021-06-17,7665.0
2021-06-18,7730.0
2021-06-21,7830.0
2021-06-22,7875.0
2021-06-23,7855.0
2021-06-24,7870.0
2021-06-25,8000.0
2021-06-28,8135.0
2021-06-29,8090.0
2021-06-30,8105.0
2021-07-01,8120.0
2021-07-02,8135.0
2021-07-05,8215.0
2021-07-06,8230.0
2021-07-07,8025.0
2021-07-08,8080.0
2021-07-09,8215.0
2021-07-12,8300.0
2021-07-13,8310.0
2021-07-14,8240.0
2021-07-15,8190.0
2021-07-16,8310.0
2021-07-19,8400.0
2021-07-20,8345.0
2021-07-21,8320.0
2021-07-22,8330.0
2021-07-23,8305.0
2021-07-26,8150.0
2021-07-27,8130.0
2021-07-28,8190.0
2021-07-29,8265.0
2021-07-30,8305.0
2021-08-02,8175.0
2021-08-03,8055.0
2021-08-04,8095.0
2021-08-05,8050.0
2021-08-06,8075.0
2021-08-09,8090.0
2021-08-10,8220.0
2021-08-11,8270.0
2021-08-12,8265.0
2021-08-13,8345.0
2021-08-16,8355.0
2021-08-17,8415.0
2021-08-18,8380.0
2021-08-19,8155.0
2021-08-20,8130.0
2021-08-23,8175.0
2021-08-24,8270.0
2021-08-25,8235.0
2021-08-26,8090.0
2021-08-27,8115.0
2021-08-30,8190.0
2021-08-31,8035.0
2021-09-01,8075.0
2021-09-02,8285.0
2021-09-03,8375.0
2021-09-06,8330.0
2021-09-07,8465.0
2021-09-08,8520.0
2021-09-09,8455.0
2021-09-10,8490.0
2021-09-13,8515.0
2021-09-14,8565.0
2021-09-15,8980.0
2021-09-16,8930.0
2021-09-17,8760.0
2021-09-22,8870.0
2021-09-23,8915.0
2021-09-24,9035.0
2021-09-27,9235.0
2021-09-28,9480.0
2021-09-29,9385.0
2021-09-30,9910.0
2021-10-08,9800.0
2021-10-11,10000.0
2021-10-12,9885.0
2021-10-13,9600.0
2021-10-14,9535.0
2021-10-15,9600.0
2021-10-18,9690.0
2021-10-19,9585.0
2021-10-20,9210.0
2021-10-21,9305.0
2021-10-22,9145.0
2021-10-25,9065.0
2021-10-26,9035.0
2021-10-27,8710.0
2021-10-28,8760.0
2021-10-29,8765.0
2021-11-01,8801.0
2021-11-02,8668.0
2021-11-03,8850.0
2021-11-04,8718.0
2021-11-05,8919.0
2021-11-08,8901.0
2021-11-09,8865.0
2021-11-10,8919.0
2021-11-11,8956.0
2021-11-12,9016.0
2021-11-15,8742.0
2021-11-16,8727.0
2021-11-17,8728.0
2021-11-18,8672.0
2021-11-19,8825.0
2021-11-22,8737.0
2021-11-23,8905.0
2021-11-24,8907.0
2021-11-25,8889.0
2021-11-26,8665.0
2021-11-29,8600.0
2021-11-30,8435.0
2021-12-01,8508.0
2021-12-02,8377.0
2021-12-03,8547.0
2021-12-06,8649.0
2021-12-07,8568.0
2021-12-08,8477.0
2021-12-09,8460.0
2021-12-10,8282.0
2021-12-13,8505.0
2021-12-14,8566.0
