datetime,L2501
2024-01-16,8081.0
2024-01-17,8114.0
2024-01-18,8083.0
2024-01-19,8119.0
2024-01-22,8207.0
2024-01-23,8197.0
2024-01-24,8218.0
2024-01-25,8180.0
2024-01-26,8190.0
2024-01-29,8242.0
2024-01-30,8209.0
2024-01-31,8177.0
2024-02-01,8080.0
2024-02-02,8031.0
2024-02-05,8055.0
2024-02-06,8084.0
2024-02-07,8157.0
2024-02-08,8122.0
2024-02-19,8147.0
2024-02-20,8079.0
2024-02-21,8096.0
2024-02-22,8120.0
2024-02-23,8120.0
2024-02-26,8110.0
2024-02-27,8141.0
2024-02-28,8161.0
2024-02-29,8204.0
2024-03-01,8198.0
2024-03-04,8191.0
2024-03-05,8115.0
2024-03-06,8141.0
2024-03-07,8110.0
2024-03-08,8130.0
2024-03-11,8135.0
2024-03-12,8138.0
2024-03-13,8093.0
2024-03-14,8135.0
2024-03-15,8250.0
2024-03-18,8265.0
2024-03-19,8300.0
2024-03-20,8328.0
2024-03-21,8291.0
2024-03-22,8252.0
2024-03-25,8220.0
2024-03-26,8212.0
2024-03-27,8186.0
2024-03-28,8189.0
2024-03-29,8194.0
2024-04-01,8262.0
2024-04-02,8280.0
2024-04-03,8315.0
2024-04-08,8334.0
2024-04-09,8347.0
2024-04-10,8336.0
2024-04-11,8385.0
2024-04-12,8343.0
2024-04-15,8387.0
2024-04-16,8377.0
2024-04-17,8413.0
2024-04-18,8430.0
2024-04-19,8454.0
2024-04-22,8451.0
2024-04-23,8345.0
2024-04-24,8345.0
2024-04-25,8347.0
2024-04-26,8432.0
2024-04-29,8480.0
2024-04-30,8473.0
2024-05-06,8390.0
2024-05-07,8470.0
2024-05-08,8462.0
2024-05-09,8411.0
2024-05-10,8416.0
2024-05-13,8458.0
2024-05-14,8425.0
2024-05-15,8439.0
2024-05-16,8461.0
2024-05-17,8608.0
2024-05-20,8631.0
2024-05-21,8570.0
2024-05-22,8597.0
2024-05-23,8523.0
2024-05-24,8555.0
2024-05-27,8662.0
2024-05-28,8618.0
2024-05-29,8648.0
2024-05-30,8683.0
2024-05-31,8653.0
2024-06-03,8532.0
2024-06-04,8502.0
2024-06-05,8476.0
