datetime,V2509
2024-09-18,5588.0
2024-09-19,5649.0
2024-09-20,5583.0
2024-09-23,5556.0
2024-09-24,5727.0
2024-09-25,5805.0
2024-09-26,5860.0
2024-09-27,5926.0
2024-09-30,6159.0
2024-10-08,6009.0
2024-10-09,5942.0
2024-10-10,5942.0
2024-10-11,5968.0
2024-10-14,5984.0
2024-10-15,5994.0
2024-10-16,5969.0
2024-10-17,5855.0
2024-10-18,5877.0
2024-10-21,5817.0
2024-10-22,5854.0
2024-10-23,5856.0
2024-10-24,5882.0
2024-10-25,5945.0
2024-10-28,5993.0
2024-10-29,5907.0
2024-10-30,5918.0
2024-10-31,5933.0
2024-11-01,5891.0
2024-11-04,5940.0
2024-11-05,5918.0
2024-11-06,5870.0
2024-11-07,5927.0
2024-11-08,5876.0
2024-11-11,5828.0
2024-11-12,5833.0
2024-11-13,5828.0
2024-11-14,5805.0
2024-11-15,5776.0
2024-11-18,5767.0
2024-11-19,5764.0
2024-11-20,5749.0
2024-11-21,5773.0
2024-11-22,5708.0
2024-11-25,5718.0
2024-11-26,5698.0
2024-11-27,5688.0
2024-11-28,5670.0
2024-11-29,5668.0
2024-12-02,5628.0
2024-12-03,5560.0
2024-12-04,5504.0
2024-12-05,5507.0
2024-12-06,5439.0
2024-12-09,5437.0
2024-12-10,5498.0
2024-12-11,5538.0
2024-12-12,5570.0
2024-12-13,5520.0
2024-12-16,5531.0
2024-12-17,5503.0
2024-12-18,5498.0
2024-12-19,5460.0
2024-12-20,5485.0
2024-12-23,5522.0
2024-12-24,5513.0
2024-12-25,5478.0
2024-12-26,5463.0
2024-12-27,5420.0
2024-12-30,5476.0
2024-12-31,5438.0
2025-01-02,5390.0
2025-01-03,5302.0
2025-01-06,5305.0
2025-01-07,5232.0
2025-01-08,5208.0
2025-01-09,5299.0
2025-01-10,5285.0
2025-01-13,5365.0
2025-01-14,5396.0
2025-01-15,5437.0
2025-01-16,5500.0
2025-01-17,5480.0
2025-01-20,5429.0
2025-01-21,5451.0
2025-01-22,5444.0
2025-01-23,5317.0
2025-01-24,5329.0
2025-01-27,5420.0
2025-02-05,5318.0
2025-02-06,5321.0
2025-02-07,5380.0
2025-02-10,5361.0
2025-02-11,5376.0
2025-02-12,5420.0
2025-02-13,5341.0
2025-02-14,5380.0
2025-02-17,5430.0
2025-02-18,5435.0
2025-02-19,5425.0
2025-02-20,5443.0
2025-02-21,5417.0
2025-02-24,5405.0
2025-02-25,5365.0
2025-02-26,5322.0
2025-02-27,5347.0
2025-02-28,5338.0
2025-03-03,5379.0
2025-03-04,5341.0
2025-03-05,5267.0
2025-03-06,5290.0
2025-03-07,5265.0
2025-03-10,5236.0
2025-03-11,5214.0
2025-03-12,5171.0
2025-03-13,5192.0
2025-03-14,5223.0
2025-03-17,5218.0
2025-03-18,5160.0
2025-03-19,5168.0
2025-03-20,5178.0
2025-03-21,5157.0
2025-03-24,5293.0
2025-03-25,5261.0
2025-03-26,5247.0
2025-03-27,5269.0
2025-03-28,5253.0
2025-03-31,5214.0
2025-04-01,5236.0
2025-04-02,5212.0
2025-04-03,5210.0
2025-04-07,5063.0
2025-04-08,5045.0
2025-04-09,4995.0
2025-04-10,5060.0
2025-04-11,5066.0
2025-04-14,5079.0
2025-04-15,5067.0
2025-04-16,5054.0
2025-04-17,5033.0
2025-04-18,5032.0
2025-04-21,5045.0
2025-04-22,4935.0
2025-04-23,5006.0
2025-04-24,4968.0
2025-04-25,4961.0
2025-04-28,4989.0
2025-04-29,4949.0
2025-04-30,4942.0
2025-05-06,4854.0
2025-05-07,4876.0
2025-05-08,4839.0
2025-05-09,4805.0
2025-05-12,4836.0
2025-05-13,4837.0
2025-05-14,4986.0
2025-05-15,5041.0
2025-05-16,4947.0
2025-05-19,4959.0
2025-05-20,4949.0
2025-05-21,4969.0
2025-05-22,4926.0
2025-05-23,4854.0
2025-05-26,4865.0
2025-05-27,4793.0
2025-05-28,4758.0
2025-05-29,4744.0
2025-05-30,4764.0
2025-06-03,4745.0
2025-06-04,4834.0
2025-06-05,4747.0
