datetime,TA2309
2022-09-16,5344.0
2022-09-19,5244.0
2022-09-20,5280.0
2022-09-21,5334.0
2022-09-22,5320.0
2022-09-23,5278.0
2022-09-26,5116.0
2022-09-27,5120.0
2022-09-28,5016.0
2022-09-29,5112.0
2022-09-30,5156.0
2022-10-10,5416.0
2022-10-11,5332.0
2022-10-12,5294.0
2022-10-13,5248.0
2022-10-14,5298.0
2022-10-17,5232.0
2022-10-18,5300.0
2022-10-19,5208.0
2022-10-20,5260.0
2022-10-21,5222.0
2022-10-24,5196.0
2022-10-25,5160.0
2022-10-26,5168.0
2022-10-27,5152.0
2022-10-28,5020.0
2022-10-31,4938.0
2022-11-01,5066.0
2022-11-02,5084.0
2022-11-03,5110.0
2022-11-04,5310.0
2022-11-07,5270.0
2022-11-08,5262.0
2022-11-09,5260.0
2022-11-10,5224.0
2022-11-11,5370.0
2022-11-14,5360.0
2022-11-15,5358.0
2022-11-16,5362.0
2022-11-17,5272.0
2022-11-18,5328.0
2022-11-21,5162.0
2022-11-22,5128.0
2022-11-23,5116.0
2022-11-24,5114.0
2022-11-25,5106.0
2022-11-28,5028.0
2022-11-29,5136.0
2022-11-30,5152.0
2022-12-01,5180.0
2022-12-02,5208.0
2022-12-05,5148.0
2022-12-06,5032.0
2022-12-07,4914.0
2022-12-08,5010.0
2022-12-09,5064.0
2022-12-12,5108.0
2022-12-13,5190.0
2022-12-14,5204.0
2022-12-15,5306.0
2022-12-16,5372.0
2022-12-19,5322.0
2022-12-20,5354.0
2022-12-21,5442.0
2022-12-22,5460.0
2022-12-23,5434.0
2022-12-26,5460.0
2022-12-27,5528.0
2022-12-28,5524.0
2022-12-29,5512.0
2022-12-30,5562.0
2023-01-03,5540.0
2023-01-04,5450.0
2023-01-05,5320.0
2023-01-06,5352.0
2023-01-09,5318.0
2023-01-10,5334.0
2023-01-11,5346.0
2023-01-12,5494.0
2023-01-13,5592.0
2023-01-16,5540.0
2023-01-17,5556.0
2023-01-18,5742.0
2023-01-19,5740.0
2023-01-20,5864.0
2023-01-30,5820.0
2023-01-31,5726.0
2023-02-01,5770.0
2023-02-02,5604.0
2023-02-03,5612.0
2023-02-06,5602.0
2023-02-07,5620.0
2023-02-08,5558.0
2023-02-09,5558.0
2023-02-10,5436.0
2023-02-13,5446.0
2023-02-14,5446.0
2023-02-15,5444.0
2023-02-16,5492.0
2023-02-17,5418.0
2023-02-20,5426.0
2023-02-21,5552.0
2023-02-22,5562.0
2023-02-23,5534.0
2023-02-24,5598.0
2023-02-27,5506.0
2023-02-28,5568.0
2023-03-01,5674.0
2023-03-02,5656.0
2023-03-03,5694.0
2023-03-06,5706.0
2023-03-07,5718.0
2023-03-08,5678.0
2023-03-09,5652.0
2023-03-10,5614.0
2023-03-13,5674.0
2023-03-14,5490.0
2023-03-15,5490.0
2023-03-16,5336.0
2023-03-17,5394.0
2023-03-20,5418.0
2023-03-21,5386.0
2023-03-22,5412.0
2023-03-23,5440.0
2023-03-24,5598.0
2023-03-27,5612.0
2023-03-28,5664.0
2023-03-29,5664.0
2023-03-30,5670.0
2023-03-31,5686.0
2023-04-03,5834.0
2023-04-04,5962.0
2023-04-06,5886.0
2023-04-07,5872.0
2023-04-10,5836.0
2023-04-11,5990.0
2023-04-12,5886.0
2023-04-13,5868.0
2023-04-14,5960.0
2023-04-17,5992.0
2023-04-18,5942.0
2023-04-19,5874.0
2023-04-20,5780.0
2023-04-21,5726.0
2023-04-24,5664.0
2023-04-25,5688.0
2023-04-26,5654.0
2023-04-27,5586.0
2023-04-28,5620.0
2023-05-04,5336.0
2023-05-05,5370.0
2023-05-08,5468.0
2023-05-09,5426.0
2023-05-10,5386.0
2023-05-11,5408.0
2023-05-12,5244.0
2023-05-15,5210.0
2023-05-16,5208.0
2023-05-17,5254.0
2023-05-18,5352.0
2023-05-19,5392.0
2023-05-22,5244.0
2023-05-23,5326.0
2023-05-24,5364.0
2023-05-25,5418.0
2023-05-26,5390.0
2023-05-29,5468.0
2023-05-30,5444.0
2023-05-31,5366.0
2023-06-01,5520.0
2023-06-02,5562.0
2023-06-05,5544.0
2023-06-06,5478.0
