d,c
2020-09-15,719.0
2020-09-16,693.0
2020-09-17,686.0
2020-09-18,699.0
2020-09-21,678.5
2020-09-22,673.0
2020-09-23,670.0
2020-09-24,670.5
2020-09-25,669.0
2020-09-28,671.5
2020-09-29,679.5
2020-09-30,702.5
2020-10-09,722.5
2020-10-12,715.0
2020-10-13,708.5
2020-10-14,699.0
2020-10-15,684.5
2020-10-16,692.0
2020-10-19,694.0
2020-10-20,698.0
2020-10-21,701.5
2020-10-22,699.0
2020-10-23,681.5
2020-10-26,668.5
2020-10-27,674.0
2020-10-28,685.0
2020-10-29,679.5
2020-10-30,693.5
2020-11-02,698.5
2020-11-03,686.5
2020-11-04,683.5
2020-11-05,679.0
2020-11-06,684.0
2020-11-09,700.5
2020-11-10,701.0
2020-11-11,711.0
2020-11-12,711.0
2020-11-13,709.5
2020-11-16,719.5
2020-11-17,730.5
2020-11-18,729.0
2020-11-19,736.5
2020-11-20,739.0
2020-11-23,734.0
2020-11-24,736.0
2020-11-25,750.5
2020-11-26,769.0
2020-11-27,779.0
2020-11-30,786.5
2020-12-01,787.5
2020-12-02,800.0
2020-12-03,811.0
2020-12-04,833.0
2020-12-07,854.5
2020-12-08,863.0
2020-12-09,867.0
2020-12-10,926.0
2020-12-11,948.0
2020-12-14,921.0
2020-12-15,939.0
2020-12-16,950.0
2020-12-17,965.0
2020-12-18,1014.5
2020-12-21,1079.0
2020-12-22,999.0
2020-12-23,950.0
2020-12-24,963.0
2020-12-25,993.5
2020-12-28,960.5
2020-12-29,942.5
2020-12-30,919.5
2020-12-31,923.5
2021-01-04,946.5
2021-01-05,972.5
2021-01-06,968.5
2021-01-07,996.0
2021-01-08,1003.5
2021-01-11,983.5
2021-01-12,985.0
2021-01-13,968.5
2021-01-14,984.0
2021-01-15,979.5
2021-01-18,996.0
2021-01-19,974.0
2021-01-20,983.0
2021-01-21,983.5
2021-01-22,970.5
2021-01-25,969.5
2021-01-26,952.0
2021-01-27,961.0
2021-01-28,909.0
2021-01-29,914.5
2021-02-01,898.5
2021-02-02,851.5
2021-02-03,856.5
2021-02-04,889.0
2021-02-05,899.0
2021-02-08,916.0
2021-02-09,948.0
2021-02-10,950.0
2021-02-18,998.0
2021-02-19,1009.5
2021-02-22,1019.0
2021-02-23,994.0
2021-02-24,1009.5
2021-02-25,1004.5
2021-02-26,1020.0
2021-03-01,1010.0
2021-03-02,1025.5
2021-03-03,1025.0
2021-03-04,1042.0
2021-03-05,1006.0
2021-03-08,1013.5
2021-03-09,918.0
2021-03-10,914.5
2021-03-11,958.5
2021-03-12,923.0
2021-03-15,901.0
2021-03-16,924.0
2021-03-17,917.0
2021-03-18,929.0
2021-03-19,876.0
2021-03-22,853.5
2021-03-23,874.5
2021-03-24,884.0
2021-03-25,905.0
2021-03-26,932.5
2021-03-29,975.5
2021-03-30,967.0
2021-03-31,931.0
2021-04-01,975.5
2021-04-02,979.0
2021-04-06,971.0
2021-04-07,993.5
2021-04-08,982.5
2021-04-09,979.0
2021-04-12,1014.0
2021-04-13,1022.5
2021-04-14,1011.5
2021-04-15,1048.5
2021-04-16,1046.0
2021-04-19,1060.0
2021-04-20,1100.0
2021-04-21,1100.5
2021-04-22,1091.5
2021-04-23,1104.5
2021-04-26,1144.5
2021-04-27,1158.5
2021-04-28,1138.5
2021-04-29,1126.5
2021-04-30,1088.5
2021-05-06,1184.0
2021-05-07,1226.5
2021-05-10,1326.0
2021-05-11,1306.5
2021-05-12,1337.0
2021-05-13,1216.5
2021-05-14,1173.0
2021-05-17,1197.5
2021-05-18,1242.5
2021-05-19,1192.5
2021-05-20,1142.5
2021-05-21,1096.5
2021-05-24,1064.0
2021-05-25,1058.0
2021-05-26,994.5
2021-05-27,1046.5
2021-05-28,1063.0
2021-05-31,1106.0
2021-06-01,1169.5
2021-06-02,1168.5
2021-06-03,1194.0
2021-06-04,1168.5
2021-06-07,1118.0
2021-06-08,1149.0
2021-06-09,1175.0
2021-06-10,1178.0
2021-06-11,1247.0
2021-06-15,1225.5
2021-06-16,1197.5
2021-06-17,1223.5
2021-06-18,1203.0
2021-06-21,1121.0
2021-06-22,1139.0
2021-06-23,1173.0
2021-06-24,1164.5
2021-06-25,1185.0
2021-06-28,1196.0
2021-06-29,1153.0
2021-06-30,1165.0
2021-07-01,1166.0
2021-07-02,1182.5
2021-07-05,1225.0
2021-07-06,1231.0
2021-07-07,1244.0
2021-07-08,1187.5
2021-07-09,1163.0
2021-07-12,1188.5
2021-07-13,1225.0
2021-07-14,1219.5
2021-07-15,1234.0
2021-07-16,1241.0
2021-07-19,1225.0
2021-07-20,1233.0
2021-07-21,1174.0
2021-07-22,1138.0
2021-07-23,1124.0
2021-07-26,1136.5
2021-07-27,1109.5
2021-07-28,1137.5
2021-07-29,1114.5
2021-07-30,1027.0
2021-08-02,1054.0
2021-08-03,1062.5
2021-08-04,1067.0
2021-08-05,1007.0
2021-08-06,1003.0
2021-08-09,959.5
2021-08-10,959.5
2021-08-11,993.0
2021-08-12,966.5
2021-08-13,975.0
2021-08-16,971.0
2021-08-17,968.0
2021-08-18,936.0
2021-08-19,870.0
2021-08-20,890.0
2021-08-23,887.5
2021-08-24,946.0
2021-08-25,926.0
2021-08-26,943.5
2021-08-27,953.5
2021-08-30,947.5
2021-08-31,909.0
2021-09-01,880.0
2021-09-02,895.0
2021-09-03,910.0
2021-09-06,880.0
2021-09-07,851.0
2021-09-08,805.0
2021-09-09,820.0
2021-09-10,847.0
2021-09-13,769.0
2021-09-14,916.0
