datetime,B2201
2021-01-18,4030.0
2021-01-19,3995.0
2021-01-20,3898.0
2021-01-21,3955.0
2021-01-22,3779.0
2021-01-25,3780.0
2021-01-29,3855.0
2021-02-01,3903.0
2021-02-02,3876.0
2021-02-03,3834.0
2021-02-08,3865.0
2021-02-10,3939.0
2021-02-18,3979.0
2021-02-19,3961.0
2021-02-22,3973.0
2021-02-23,4103.0
2021-02-24,4081.0
2021-02-25,4099.0
2021-02-26,4019.0
2021-03-01,4088.0
2021-03-02,3971.0
2021-03-04,4007.0
2021-03-05,4072.0
2021-03-08,4144.0
2021-03-09,4122.0
2021-03-11,3990.0
2021-03-12,4021.0
2021-03-15,4017.0
2021-03-16,4051.0
2021-03-17,4035.0
2021-03-18,4020.0
2021-03-19,3990.0
2021-03-22,4020.0
2021-03-23,4039.0
2021-03-24,4066.0
2021-03-25,4114.0
2021-03-26,4049.0
2021-03-30,3934.0
2021-04-01,4110.0
2021-04-02,4118.0
2021-04-06,4113.0
2021-04-07,4185.0
2021-04-08,4155.0
2021-04-09,4149.0
2021-04-12,4074.0
2021-04-13,4093.0
2021-04-14,4091.0
2021-04-15,4115.0
2021-04-16,4150.0
2021-04-19,4152.0
2021-04-20,4173.0
2021-04-21,4204.0
2021-04-22,4276.0
2021-04-23,4286.0
2021-04-26,4320.0
2021-04-27,4337.0
2021-04-28,4248.0
2021-04-29,4260.0
2021-04-30,4200.0
2021-05-06,4387.0
2021-05-07,4444.0
2021-05-10,4410.0
2021-05-11,4403.0
2021-05-12,4544.0
2021-05-13,4450.0
2021-05-14,4364.0
2021-05-17,4325.0
2021-05-18,4325.0
2021-05-19,4350.0
2021-05-20,4294.0
2021-05-21,4200.0
2021-05-24,4209.0
2021-05-25,4230.0
2021-05-26,4220.0
2021-05-27,4175.0
2021-05-28,4266.0
2021-05-31,4248.0
2021-06-01,4258.0
2021-06-02,4285.0
2021-06-03,4377.0
2021-06-04,4295.0
2021-06-07,4385.0
2021-06-08,4335.0
2021-06-09,4350.0
2021-06-10,4350.0
2021-06-11,4318.0
2021-06-15,4154.0
2021-06-16,4088.0
2021-06-17,4087.0
2021-06-18,3989.0
2021-06-21,4034.0
2021-06-22,4038.0
2021-06-23,4045.0
2021-06-24,4024.0
2021-06-25,4047.0
2021-06-28,4028.0
2021-06-29,4069.0
2021-06-30,4104.0
2021-07-01,4258.0
2021-07-02,4337.0
2021-07-05,4315.0
2021-07-06,4328.0
2021-07-07,4251.0
2021-07-08,4250.0
2021-07-09,4270.0
2021-07-12,4281.0
2021-07-13,4327.0
2021-07-14,4353.0
2021-07-15,4379.0
2021-07-16,4401.0
2021-07-19,4454.0
2021-07-20,4444.0
2021-07-21,4415.0
2021-07-22,4396.0
2021-07-23,4349.0
2021-07-26,4288.0
2021-07-27,4363.0
2021-07-28,4325.0
2021-07-29,4390.0
2021-07-30,4400.0
2021-08-02,4330.0
2021-08-03,4320.0
2021-08-04,4315.0
2021-08-05,4283.0
2021-08-06,4302.0
2021-08-09,4345.0
2021-08-10,4366.0
2021-08-11,4395.0
2021-08-12,4343.0
2021-08-13,4403.0
2021-08-16,4475.0
2021-08-17,4464.0
2021-08-18,4433.0
2021-08-19,4385.0
2021-08-20,4356.0
2021-08-23,4334.0
2021-08-24,4350.0
2021-08-25,4371.0
2021-08-26,4381.0
2021-08-27,4372.0
2021-08-30,4368.0
2021-08-31,4393.0
2021-09-01,4354.0
2021-09-02,4343.0
2021-09-03,4359.0
2021-09-06,4371.0
2021-09-07,4405.0
2021-09-08,4379.0
2021-09-09,4356.0
2021-09-10,4342.0
2021-09-13,4381.0
2021-09-14,4381.0
2021-09-15,4373.0
2021-09-16,4407.0
2021-09-17,4370.0
2021-09-22,4355.0
2021-09-23,4403.0
2021-09-24,4394.0
2021-09-27,4409.0
2021-09-28,4388.0
2021-09-29,4364.0
2021-09-30,4384.0
2021-10-08,4360.0
2021-10-11,4360.0
2021-10-12,4291.0
2021-10-13,4237.0
2021-10-14,4243.0
2021-10-15,4282.0
2021-10-18,4287.0
2021-10-19,4297.0
2021-10-20,4338.0
2021-10-21,4370.0
2021-10-22,4286.0
2021-10-25,4325.0
2021-10-26,4314.0
2021-10-27,4282.0
2021-10-28,4259.0
2021-10-29,4275.0
2021-11-01,4166.0
2021-11-02,4195.0
2021-11-03,4204.0
2021-11-04,4108.0
2021-11-05,4016.0
2021-11-08,3997.0
2021-11-09,3954.0
2021-11-10,4017.0
2021-11-11,4080.0
2021-11-12,4089.0
2021-11-15,4092.0
2021-11-16,4115.0
2021-11-17,4126.0
2021-11-18,4170.0
2021-11-19,4218.0
2021-11-22,4153.0
2021-11-23,4197.0
2021-11-24,4220.0
2021-11-25,4198.0
2021-11-26,4184.0
2021-11-29,4189.0
2021-11-30,4083.0
2021-12-01,4117.0
2021-12-02,4075.0
2021-12-03,4161.0
2021-12-06,4157.0
2021-12-07,4166.0
2021-12-08,4145.0
2021-12-09,4263.0
2021-12-10,4231.0
2021-12-13,4183.0
2021-12-14,4113.0
2021-12-15,4134.0
2021-12-16,4217.0
2021-12-17,4227.0
2021-12-20,4176.0
2021-12-21,4203.0
2021-12-22,4279.0
2021-12-23,4357.0
2021-12-24,4403.0
2021-12-27,4353.0
2021-12-28,4330.0
2021-12-29,4228.0
2021-12-30,4182.0
2021-12-31,4077.0
2022-01-04,4071.0
2022-01-05,4346.0
2022-01-07,4190.0
2022-01-10,4300.0
2022-01-11,4300.0
