datetime,SF2601
2025-01-16,6476.0
2025-01-17,6510.0
2025-01-20,6452.0
2025-01-22,6396.0
2025-01-23,6384.0
2025-01-24,6410.0
2025-01-27,6462.0
2025-02-06,6534.0
2025-02-07,6612.0
2025-02-10,6538.0
2025-02-11,6414.0
2025-02-12,6450.0
2025-02-13,6386.0
2025-02-14,6362.0
2025-02-17,6346.0
2025-02-18,6340.0
2025-02-19,6312.0
2025-02-20,6340.0
2025-02-21,6306.0
2025-02-24,6318.0
2025-02-25,6294.0
2025-02-26,6280.0
2025-02-27,6302.0
2025-02-28,6258.0
2025-03-03,6310.0
2025-03-04,6258.0
2025-03-05,6240.0
2025-03-06,6234.0
2025-03-07,6220.0
2025-03-10,6166.0
2025-03-11,6170.0
2025-03-12,6124.0
2025-03-13,6132.0
2025-03-14,6180.0
2025-03-17,6182.0
2025-03-18,6134.0
2025-03-19,6120.0
2025-03-20,6134.0
2025-03-21,6096.0
2025-03-24,6144.0
2025-03-25,6122.0
2025-03-26,6128.0
2025-03-27,6112.0
2025-03-28,6106.0
2025-03-31,6100.0
2025-04-01,6100.0
2025-04-02,6080.0
2025-04-03,6066.0
2025-04-07,5982.0
2025-04-08,6010.0
2025-04-09,5984.0
2025-04-10,5996.0
2025-04-11,5992.0
2025-04-14,5982.0
2025-04-15,5910.0
2025-04-16,5834.0
2025-04-17,5816.0
2025-04-18,5838.0
2025-04-21,5856.0
2025-04-22,5784.0
2025-04-23,5824.0
2025-04-24,5792.0
2025-04-25,5766.0
2025-04-28,5760.0
2025-04-29,5708.0
2025-04-30,5680.0
2025-05-06,5514.0
2025-05-07,5508.0
2025-05-08,5520.0
2025-05-09,5510.0
2025-05-12,5606.0
2025-05-13,5576.0
2025-05-14,5652.0
2025-05-15,5630.0
2025-05-16,5658.0
2025-05-19,5644.0
2025-05-20,5600.0
2025-05-21,5580.0
2025-05-22,5594.0
2025-05-23,5482.0
2025-05-26,5460.0
2025-05-27,5396.0
2025-05-28,5394.0
2025-05-29,5276.0
2025-05-30,5202.0
2025-06-03,5096.0
2025-06-04,5158.0
2025-06-05,5110.0
2025-06-06,5106.0
2025-06-09,5170.0
2025-06-10,5162.0
2025-06-11,5162.0
2025-06-12,5140.0
2025-06-13,5162.0
2025-06-16,5248.0
2025-06-17,5230.0
2025-06-18,5256.0
2025-06-19,5260.0
2025-06-20,5272.0
2025-06-23,5282.0
2025-06-24,5252.0
2025-06-25,5330.0
2025-06-26,5354.0
2025-06-27,5342.0
2025-06-30,5328.0
2025-07-01,5246.0
2025-07-02,5422.0
2025-07-03,5382.0
2025-07-04,5364.0
2025-07-07,5376.0
2025-07-08,5374.0
2025-07-09,5434.0
2025-07-10,5614.0
2025-07-11,5530.0
2025-07-14,5558.0
2025-07-15,5554.0
2025-07-16,5486.0
2025-07-17,5546.0
2025-07-18,5566.0
2025-07-21,5746.0
2025-07-22,5952.0
2025-07-23,5916.0
2025-07-24,5854.0
2025-07-25,6286.0
2025-07-28,5948.0
2025-07-29,6216.0
2025-07-30,6140.0
2025-07-31,5842.0
2025-08-01,5812.0
2025-08-04,5816.0
2025-08-05,5856.0
2025-08-06,6068.0
2025-08-07,6012.0
2025-08-08,5958.0
2025-08-11,6010.0
2025-08-12,6012.0
2025-08-13,5964.0
2025-08-14,5904.0
2025-08-15,5912.0
2025-08-18,5866.0
2025-08-19,5652.0
2025-08-20,5600.0
2025-08-21,5614.0
2025-08-22,5616.0
2025-08-25,5662.0
2025-08-26,5636.0
2025-08-27,5606.0
2025-08-28,5604.0
2025-08-29,5534.0
2025-09-01,5496.0
2025-09-02,5488.0
2025-09-03,5484.0
2025-09-04,5462.0
2025-09-05,5554.0
2025-09-08,5584.0
2025-09-09,5578.0
2025-09-10,5588.0
2025-09-11,5588.0
2025-09-12,5574.0
2025-09-15,5660.0
2025-09-16,5680.0
2025-09-17,5742.0
2025-09-18,5744.0
2025-09-19,5736.0
2025-09-22,5644.0
2025-09-23,5666.0
2025-09-24,5708.0
2025-09-25,5736.0
2025-09-26,5628.0
2025-09-29,5576.0
2025-09-30,5468.0
2025-10-09,5440.0
2025-10-10,5396.0
2025-10-13,5368.0
2025-10-14,5322.0
2025-10-15,5352.0
2025-10-16,5456.0
2025-10-17,5430.0
2025-10-20,5436.0
2025-10-21,5474.0
2025-10-22,5538.0
2025-10-23,5574.0
2025-10-24,5542.0
2025-10-27,5564.0
2025-10-28,5564.0
2025-10-29,5594.0
2025-10-30,5550.0
2025-10-31,5500.0
2025-11-03,5526.0
2025-11-04,5510.0
2025-11-05,5560.0
2025-11-06,5586.0
2025-11-07,5526.0
2025-11-10,5588.0
2025-11-11,5488.0
2025-11-12,5490.0
2025-11-13,5506.0
2025-11-14,5490.0
2025-11-17,5566.0
2025-11-18,5474.0
2025-11-19,5462.0
2025-11-20,5410.0
2025-11-21,5442.0
2025-11-24,5424.0
2025-11-25,5424.0
2025-11-26,5392.0
2025-11-27,5380.0
2025-11-28,5376.0
2025-12-01,5420.0
2025-12-02,5410.0
2025-12-03,5394.0
2025-12-04,5468.0
2025-12-05,5402.0
2025-12-08,5382.0
2025-12-09,5394.0
2025-12-10,5372.0
2025-12-11,5352.0
2025-12-12,5386.0
2025-12-15,5410.0
2025-12-16,5396.0
2025-12-17,5440.0
2025-12-18,5478.0
2025-12-19,5522.0
2025-12-22,5516.0
2025-12-23,5518.0
2025-12-24,5526.0
2025-12-25,5556.0
2025-12-26,5526.0
2025-12-29,5534.0
2025-12-30,5564.0
2025-12-31,5468.0
2026-01-05,5460.0
2026-01-06,5572.0
2026-01-07,5632.0
2026-01-08,5474.0
2026-01-09,5462.0
2026-01-13,5522.0
2026-01-14,5400.0
2026-01-15,5456.0
