datetime,FG2205
2021-05-20,2403.0
2021-05-21,2330.0
2021-05-24,2316.0
2021-05-25,2370.0
2021-05-26,2343.0
2021-05-27,2309.0
2021-05-28,2376.0
2021-05-31,2423.0
2021-06-01,2441.0
2021-06-02,2415.0
2021-06-03,2426.0
2021-06-04,2428.0
2021-06-07,2406.0
2021-06-08,2392.0
2021-06-09,2388.0
2021-06-10,2399.0
2021-06-11,2466.0
2021-06-15,2403.0
2021-06-16,2363.0
2021-06-17,2407.0
2021-06-18,2378.0
2021-06-21,2380.0
2021-06-22,2423.0
2021-06-23,2428.0
2021-06-24,2510.0
2021-06-25,2578.0
2021-06-28,2544.0
2021-06-29,2542.0
2021-06-30,2546.0
2021-07-01,2520.0
2021-07-02,2546.0
2021-07-05,2536.0
2021-07-06,2573.0
2021-07-07,2576.0
2021-07-08,2605.0
2021-07-09,2599.0
2021-07-12,2648.0
2021-07-13,2704.0
2021-07-14,2790.0
2021-07-15,2798.0
2021-07-16,2845.0
2021-07-19,2847.0
2021-07-20,2842.0
2021-07-21,2801.0
2021-07-22,2853.0
2021-07-23,2866.0
2021-07-26,2756.0
2021-07-27,2632.0
2021-07-28,2687.0
2021-07-29,2722.0
2021-07-30,2728.0
2021-08-02,2643.0
2021-08-03,2572.0
2021-08-04,2621.0
2021-08-05,2546.0
2021-08-06,2574.0
2021-08-09,2629.0
2021-08-10,2700.0
2021-08-11,2711.0
2021-08-12,2635.0
2021-08-13,2629.0
2021-08-16,2648.0
2021-08-17,2644.0
2021-08-18,2584.0
2021-08-19,2516.0
2021-08-20,2505.0
2021-08-23,2581.0
2021-08-24,2563.0
2021-08-25,2538.0
2021-08-26,2441.0
2021-08-27,2457.0
2021-08-30,2485.0
2021-08-31,2438.0
2021-09-01,2447.0
2021-09-02,2410.0
2021-09-03,2511.0
2021-09-06,2418.0
2021-09-07,2417.0
2021-09-08,2323.0
2021-09-09,2246.0
2021-09-10,2276.0
2021-09-13,2214.0
2021-09-14,2141.0
