datetime,OI2109
2020-09-15,8212.0
2020-09-16,8211.0
2020-09-17,8265.0
2020-09-18,8417.0
2020-09-21,8542.0
2020-09-22,8432.0
2020-09-23,8211.0
2020-09-24,8022.0
2020-09-25,8076.0
2020-09-28,8056.0
2020-09-29,8012.0
2020-09-30,7918.0
2020-10-09,8130.0
2020-10-12,8300.0
2020-10-13,8263.0
2020-10-14,8272.0
2020-10-15,8209.0
2020-10-16,8246.0
2020-10-19,8105.0
2020-10-20,8166.0
2020-10-21,8210.0
2020-10-22,8249.0
2020-10-23,8195.0
2020-10-26,8298.0
2020-10-27,8328.0
2020-10-28,8363.0
2020-10-29,8455.0
2020-10-30,8490.0
2020-11-02,8606.0
2020-11-03,8670.0
2020-11-04,8761.0
2020-11-05,8665.0
2020-11-06,8721.0
2020-11-09,8515.0
2020-11-10,8555.0
2020-11-11,8616.0
2020-11-12,8654.0
2020-11-13,8657.0
2020-11-16,8631.0
2020-11-17,8740.0
2020-11-18,8741.0
2020-11-19,8897.0
2020-11-20,8924.0
2020-11-23,8824.0
2020-11-24,8842.0
2020-11-25,8925.0
2020-11-26,8860.0
2020-11-27,8865.0
2020-11-30,8810.0
2020-12-01,8851.0
2020-12-02,8706.0
2020-12-03,8811.0
2020-12-04,8792.0
2020-12-07,8814.0
2020-12-08,8722.0
2020-12-09,8709.0
2020-12-10,8674.0
2020-12-11,8811.0
2020-12-14,8822.0
2020-12-15,8852.0
2020-12-16,8916.0
2020-12-17,8995.0
2020-12-18,9081.0
2020-12-21,8987.0
2020-12-22,8849.0
2020-12-23,8931.0
2020-12-24,9150.0
2020-12-25,9270.0
2020-12-28,9192.0
2020-12-29,9134.0
2020-12-30,9227.0
2020-12-31,9285.0
2021-01-04,9493.0
2021-01-05,9503.0
2021-01-06,9642.0
2021-01-07,9727.0
2021-01-08,9752.0
2021-01-11,9690.0
2021-01-12,9653.0
2021-01-13,9621.0
2021-01-14,9488.0
2021-01-15,9418.0
2021-01-18,9469.0
2021-01-19,9411.0
2021-01-20,9213.0
2021-01-21,9350.0
2021-01-22,9271.0
2021-01-25,9276.0
2021-01-26,9209.0
2021-01-27,9365.0
2021-01-28,9373.0
2021-01-29,9317.0
2021-02-01,9234.0
2021-02-02,9132.0
2021-02-03,8931.0
2021-02-04,8988.0
2021-02-05,9150.0
2021-02-08,9157.0
2021-02-09,9284.0
2021-02-10,9361.0
2021-02-18,9595.0
2021-02-19,9632.0
2021-02-22,9714.0
2021-02-23,9789.0
2021-02-24,9993.0
2021-02-25,10047.0
2021-02-26,9902.0
2021-03-01,9989.0
2021-03-02,9906.0
2021-03-03,9947.0
2021-03-04,10026.0
2021-03-05,10049.0
2021-03-08,10486.0
2021-03-09,10405.0
2021-03-10,10368.0
2021-03-11,10249.0
2021-03-12,10272.0
2021-03-15,10376.0
2021-03-16,10308.0
2021-03-17,10294.0
2021-03-18,10124.0
2021-03-19,10008.0
2021-03-22,10104.0
2021-03-23,10318.0
2021-03-24,10374.0
2021-03-25,10376.0
2021-03-26,10006.0
2021-03-29,9936.0
2021-03-30,9831.0
2021-03-31,9753.0
2021-04-01,9992.0
2021-04-02,10108.0
2021-04-06,10222.0
2021-04-07,10302.0
2021-04-08,10209.0
2021-04-09,10254.0
2021-04-12,10168.0
