datetime,PP2205
2021-05-20,8310.0
2021-05-21,8230.0
2021-05-24,8240.0
2021-05-25,8243.0
2021-05-26,8335.0
2021-05-27,8200.0
2021-05-28,8175.0
2021-05-31,8202.0
2021-06-01,8290.0
2021-06-02,8250.0
2021-06-03,8220.0
2021-06-04,8155.0
2021-06-07,8024.0
2021-06-08,7973.0
2021-06-09,8034.0
2021-06-10,8002.0
2021-06-11,8053.0
2021-06-15,8087.0
2021-06-16,8128.0
2021-06-17,8080.0
2021-06-18,8069.0
2021-06-21,8080.0
2021-06-22,8200.0
2021-06-23,8231.0
2021-06-24,8262.0
2021-06-25,8331.0
2021-06-28,8374.0
2021-06-29,8292.0
2021-06-30,8320.0
2021-07-01,8350.0
2021-07-02,8355.0
2021-07-05,8446.0
2021-07-06,8480.0
2021-07-07,8307.0
2021-07-08,8274.0
2021-07-09,8386.0
2021-07-12,8418.0
2021-07-13,8433.0
2021-07-14,8390.0
2021-07-15,8286.0
2021-07-16,8360.0
2021-07-19,8507.0
2021-07-20,8488.0
2021-07-21,8516.0
2021-07-22,8532.0
2021-07-23,8531.0
2021-07-26,8370.0
2021-07-27,8318.0
2021-07-28,8397.0
2021-07-29,8460.0
2021-07-30,8512.0
2021-08-02,8366.0
2021-08-03,8239.0
2021-08-04,8278.0
2021-08-05,8222.0
2021-08-06,8253.0
2021-08-09,8229.0
2021-08-10,8357.0
2021-08-11,8400.0
2021-08-12,8419.0
2021-08-13,8425.0
2021-08-16,8430.0
2021-08-17,8438.0
2021-08-18,8440.0
2021-08-19,8223.0
2021-08-20,8204.0
2021-08-23,8243.0
2021-08-24,8280.0
2021-08-25,8250.0
2021-08-26,8055.0
2021-08-27,8099.0
2021-08-30,8118.0
2021-08-31,8060.0
2021-09-01,8093.0
2021-09-02,8234.0
2021-09-03,8276.0
2021-09-06,8266.0
2021-09-07,8402.0
2021-09-08,8430.0
2021-09-09,8370.0
2021-09-10,8377.0
2021-09-13,8445.0
2021-09-14,8504.0
2021-09-15,8920.0
2021-09-16,8860.0
2021-09-17,8717.0
2021-09-22,8935.0
2021-09-23,9139.0
2021-09-24,9140.0
2021-09-27,9361.0
2021-09-28,9624.0
2021-09-29,9490.0
2021-09-30,9656.0
2021-10-08,9716.0
2021-10-11,9838.0
2021-10-12,9714.0
2021-10-13,9490.0
2021-10-14,9476.0
2021-10-15,9519.0
2021-10-18,9520.0
2021-10-19,9486.0
2021-10-20,9080.0
2021-10-21,9121.0
2021-10-22,8927.0
2021-10-25,8855.0
2021-10-26,8858.0
2021-10-27,8532.0
2021-10-28,8619.0
2021-10-29,8650.0
2021-11-01,8587.0
2021-11-02,8503.0
2021-11-03,8677.0
2021-11-04,8493.0
2021-11-05,8538.0
2021-11-08,8518.0
2021-11-09,8515.0
2021-11-10,8513.0
2021-11-11,8580.0
2021-11-12,8574.0
2021-11-15,8329.0
2021-11-16,8222.0
2021-11-17,8272.0
2021-11-18,8231.0
2021-11-19,8284.0
2021-11-22,8194.0
2021-11-23,8225.0
2021-11-24,8341.0
2021-11-25,8258.0
2021-11-26,8164.0
2021-11-29,8103.0
2021-11-30,7949.0
2021-12-01,8072.0
2021-12-02,7946.0
2021-12-03,7915.0
2021-12-06,8010.0
2021-12-07,8041.0
2021-12-08,7971.0
2021-12-09,7939.0
2021-12-10,7838.0
2021-12-13,8040.0
2021-12-14,8050.0
2021-12-15,7903.0
2021-12-16,8044.0
2021-12-17,8137.0
2021-12-20,8102.0
2021-12-21,8097.0
2021-12-22,8062.0
2021-12-23,8163.0
2021-12-24,8232.0
2021-12-27,7951.0
2021-12-28,7986.0
2021-12-29,8139.0
2021-12-30,8157.0
2021-12-31,8143.0
2022-01-04,8287.0
2022-01-05,8226.0
2022-01-06,8281.0
2022-01-07,8370.0
2022-01-10,8223.0
2022-01-11,8224.0
2022-01-12,8307.0
2022-01-13,8332.0
2022-01-14,8447.0
2022-01-17,8340.0
2022-01-18,8450.0
2022-01-19,8516.0
2022-01-20,8576.0
2022-01-21,8535.0
2022-01-24,8461.0
2022-01-25,8463.0
2022-01-26,8641.0
2022-01-27,8608.0
2022-01-28,8469.0
2022-02-07,8952.0
2022-02-08,8837.0
2022-02-09,8582.0
2022-02-10,8602.0
