d,c
2019-01-18,2100.0
2019-01-21,2122.0
2019-01-22,2124.0
2019-01-23,2121.0
2019-01-24,2129.0
2019-01-25,2119.0
2019-01-28,2120.0
2019-01-29,2102.0
2019-01-30,2093.0
2019-01-31,2108.0
2019-02-01,2113.0
2019-02-11,2139.0
2019-02-12,2149.0
2019-02-13,2152.0
2019-02-14,2148.0
2019-02-15,2134.0
2019-02-18,2133.0
2019-02-19,2139.0
2019-02-20,2112.0
2019-02-21,2115.0
2019-02-22,2116.0
2019-02-25,2116.0
2019-02-26,2117.0
2019-02-27,2106.0
2019-02-28,2110.0
2019-03-01,2141.0
2019-03-04,2133.0
2019-03-05,2133.0
2019-03-06,2137.0
2019-03-07,2139.0
2019-03-08,2135.0
2019-03-11,2137.0
2019-03-12,2135.0
2019-03-13,2130.0
2019-03-14,2139.0
2019-03-15,2140.0
2019-03-18,2147.0
2019-03-19,2145.0
2019-03-20,2139.0
2019-03-21,2138.0
2019-03-22,2149.0
2019-03-25,2147.0
2019-03-26,2146.0
2019-03-27,2150.0
2019-03-28,2113.0
2019-03-29,2115.0
2019-04-01,2116.0
2019-04-02,2149.0
2019-04-03,2155.0
2019-04-04,2163.0
2019-04-08,2167.0
2019-04-09,2141.0
2019-04-10,2142.0
2019-04-11,2149.0
2019-04-12,2127.0
2019-04-15,2150.0
2019-04-16,2155.0
2019-04-17,2139.0
2019-04-18,2135.0
2019-04-19,2143.0
2019-04-23,2130.0
2019-04-24,2123.0
2019-04-25,2100.0
2019-04-26,2092.0
2019-04-29,2104.0
2019-04-30,2105.0
2019-05-06,2096.0
2019-05-07,2114.0
2019-05-08,2118.0
2019-05-09,2146.0
2019-05-10,2148.0
2019-05-13,2123.0
2019-05-14,2118.0
2019-05-15,2135.0
2019-05-16,2158.0
2019-05-17,2139.0
2019-05-20,2153.0
2019-05-21,2192.0
2019-05-22,2173.0
2019-05-23,2181.0
2019-05-24,2188.0
2019-05-27,2231.0
2019-05-28,2285.0
2019-05-29,2371.0
2019-05-30,2326.0
2019-05-31,2353.0
2019-06-03,2351.0
2019-06-04,2380.0
2019-06-05,2355.0
2019-06-06,2306.0
2019-06-10,2306.0
2019-06-11,2308.0
2019-06-12,2292.0
2019-06-13,2334.0
2019-06-14,2331.0
2019-06-17,2367.0
2019-06-18,2345.0
2019-06-19,2309.0
2019-06-20,2296.0
2019-06-21,2298.0
2019-06-24,2321.0
2019-06-25,2338.0
2019-06-26,2311.0
2019-06-27,2334.0
2019-06-28,2337.0
2019-07-01,2312.0
2019-07-02,2282.0
2019-07-03,2266.0
2019-07-04,2261.0
2019-07-05,2261.0
2019-07-08,2255.0
2019-07-09,2229.0
2019-07-10,2253.0
2019-07-11,2249.0
2019-07-12,2268.0
2019-07-15,2306.0
2019-07-16,2257.0
2019-07-17,2259.0
2019-07-18,2264.0
2019-07-19,2270.0
2019-07-22,2267.0
2019-07-23,2272.0
2019-07-24,2250.0
2019-07-25,2248.0
2019-07-26,2237.0
2019-07-29,2241.0
2019-07-30,2243.0
2019-07-31,2243.0
2019-08-01,2220.0
2019-08-02,2245.0
2019-08-05,2300.0
2019-08-06,2299.0
2019-08-07,2323.0
2019-08-08,2311.0
2019-08-09,2330.0
2019-08-12,2327.0
2019-08-13,2375.0
2019-08-14,2321.0
2019-08-15,2309.0
2019-08-16,2302.0
2019-08-19,2307.0
2019-08-20,2320.0
2019-08-21,2333.0
2019-08-22,2364.0
2019-08-23,2378.0
2019-08-26,2403.0
2019-08-27,2365.0
2019-08-28,2384.0
2019-08-29,2396.0
2019-08-30,2354.0
