datetime,J2209
2021-09-15,2750.0
2021-09-16,2720.0
2021-09-17,2608.5
2021-09-22,2825.0
2021-09-23,2889.0
2021-09-24,2745.0
2021-09-27,2786.0
2021-09-28,2860.5
2021-09-29,2864.0
2021-09-30,3049.5
2021-10-08,3030.0
2021-10-11,3105.5
2021-10-12,3190.5
2021-10-13,3192.5
2021-10-14,3201.0
2021-10-15,3350.0
2021-10-18,3540.0
2021-10-19,3452.5
2021-10-20,3181.0
2021-10-21,2878.0
2021-10-22,2739.0
2021-10-25,2761.0
2021-10-26,2680.0
2021-10-27,2456.5
2021-10-28,2398.0
2021-10-29,2410.0
2021-11-01,2378.5
2021-11-02,2305.0
2021-11-03,2436.0
2021-11-04,2320.0
2021-11-05,2307.0
2021-11-08,2330.5
2021-11-09,2303.0
2021-11-10,2255.0
2021-11-11,2381.0
2021-11-12,2333.0
2021-11-15,2264.5
2021-11-16,2280.0
2021-11-17,2315.0
2021-11-18,2285.0
2021-11-19,2343.0
2021-11-22,2404.0
2021-11-23,2480.0
2021-11-24,2650.0
2021-11-25,2669.5
2021-11-26,2486.5
2021-11-29,2485.0
2021-11-30,2550.0
2021-12-01,2680.0
2021-12-02,2630.0
2021-12-03,2751.0
2021-12-06,2736.0
2021-12-07,2835.0
2021-12-08,2799.0
2021-12-09,2767.5
2021-12-10,2745.0
2021-12-13,2818.0
2021-12-14,2805.0
2021-12-15,2814.5
2021-12-16,2864.0
2021-12-17,2876.5
2021-12-20,2825.0
2021-12-21,2892.0
2021-12-22,2899.0
2021-12-23,2924.0
2021-12-24,3003.0
2021-12-27,2779.0
2021-12-28,2729.5
2021-12-29,2763.5
2021-12-30,2739.5
2021-12-31,2764.5
2022-01-04,2860.0
2022-01-05,2970.0
2022-01-06,3012.5
2022-01-07,2999.0
2022-01-10,3026.5
2022-01-11,3015.0
2022-01-12,3018.0
2022-01-13,2964.0
2022-01-14,2945.0
2022-01-17,2781.0
2022-01-18,2856.0
2022-01-19,2830.0
2022-01-20,2894.0
2022-01-21,2802.0
2022-01-24,2786.5
2022-01-25,2831.0
2022-01-26,2840.0
2022-01-27,2822.5
2022-01-28,2965.5
2022-02-07,2886.0
2022-02-08,3001.0
2022-02-09,2920.0
2022-02-10,2967.0
2022-02-11,2985.0
2022-02-14,3035.0
2022-02-15,2983.0
2022-02-16,3022.0
2022-02-17,3025.5
2022-02-18,3119.0
2022-02-21,3203.5
2022-02-22,3180.5
2022-02-23,3254.5
2022-02-24,3191.0
2022-02-25,3006.0
2022-02-28,3106.5
2022-03-01,3259.0
2022-03-02,3291.5
2022-03-03,3355.0
2022-03-04,3340.0
2022-03-07,3567.5
2022-03-08,3428.0
2022-03-09,3469.0
2022-03-10,3417.0
2022-03-11,3356.0
2022-03-14,3160.0
2022-03-15,3205.5
2022-03-16,3325.0
2022-03-17,3370.0
2022-03-18,3496.5
2022-03-21,3468.0
2022-03-22,3443.0
2022-03-23,3482.0
2022-03-24,3530.0
2022-03-25,3681.0
2022-03-28,3674.0
2022-03-29,3724.0
2022-03-30,3718.5
2022-03-31,3747.0
2022-04-01,3806.5
2022-04-06,3814.0
2022-04-07,3719.5
2022-04-08,3705.0
2022-04-11,3609.5
2022-04-12,3851.0
2022-04-13,3836.0
2022-04-14,3959.0
2022-04-15,3998.0
2022-04-18,4044.5
2022-04-19,3898.5
2022-04-20,3905.0
2022-04-21,3964.5
2022-04-22,3830.0
2022-04-25,3617.0
2022-04-26,3634.0
2022-04-27,3551.0
2022-04-28,3560.5
2022-04-29,3625.0
2022-05-05,3560.0
2022-05-06,3458.0
2022-05-09,3395.0
2022-05-10,3343.0
2022-05-11,3418.0
2022-05-12,3280.5
2022-05-13,3340.0
2022-05-16,3468.5
2022-05-17,3447.0
2022-05-18,3333.0
2022-05-19,3359.5
2022-05-20,3476.0
2022-05-23,3370.0
