datetime,OI2009
2019-09-17,7388.0
2019-09-18,7350.0
2019-09-19,7387.0
2019-09-20,7349.0
2019-09-23,7370.0
2019-09-24,7285.0
2019-09-25,7271.0
2019-09-26,7294.0
2019-09-27,7200.0
2019-09-30,7177.0
2019-10-08,7207.0
2019-10-09,7295.0
2019-10-10,7319.0
2019-10-11,7347.0
2019-10-14,7243.0
2019-10-15,7220.0
2019-10-16,7249.0
2019-10-17,7240.0
2019-10-18,7229.0
2019-10-21,7238.0
2019-10-22,7224.0
2019-10-23,7266.0
2019-10-24,7252.0
2019-10-25,7239.0
2019-10-28,7274.0
2019-10-29,7272.0
2019-10-30,7308.0
2019-10-31,7282.0
2019-11-01,7340.0
2019-11-04,7372.0
2019-11-05,7403.0
2019-11-06,7301.0
2019-11-07,7293.0
2019-11-08,7286.0
2019-11-11,7384.0
2019-11-12,7355.0
2019-11-13,7303.0
2019-11-14,7274.0
2019-11-15,7215.0
2019-11-18,7234.0
2019-11-19,7228.0
2019-11-20,7338.0
2019-11-21,7327.0
2019-11-22,7333.0
2019-11-25,7339.0
2019-11-26,7300.0
2019-11-27,7314.0
2019-11-28,7352.0
2019-11-29,7412.0
2019-12-02,7320.0
2019-12-03,7333.0
2019-12-04,7323.0
2019-12-05,7331.0
2019-12-06,7306.0
2019-12-09,7345.0
2019-12-10,7312.0
2019-12-11,7289.0
2019-12-12,7321.0
2019-12-13,7342.0
2019-12-16,7279.0
2019-12-17,7323.0
2019-12-18,7352.0
2019-12-19,7467.0
2019-12-20,7460.0
2019-12-23,7440.0
2019-12-24,7457.0
2019-12-25,7451.0
2019-12-26,7519.0
2019-12-27,7615.0
2019-12-30,7591.0
2019-12-31,7588.0
2020-01-02,7605.0
2020-01-03,7633.0
2020-01-06,7626.0
2020-01-07,7644.0
2020-01-08,7598.0
2020-01-09,7650.0
2020-01-10,7656.0
2020-01-13,7698.0
2020-01-14,7652.0
2020-01-15,7603.0
2020-01-16,7593.0
2020-01-17,7595.0
2020-01-20,7608.0
