datetime,PF2209
2021-09-17,7150.0
2021-09-27,7514.0
2021-09-28,7566.0
2021-09-29,7436.0
2021-09-30,7548.0
2021-10-08,7908.0
2021-10-11,8124.0
2021-10-12,8168.0
2021-10-13,8016.0
2021-10-14,8008.0
2021-10-15,8328.0
2021-10-18,8312.0
2021-10-19,8302.0
2021-10-20,7998.0
2021-10-21,7998.0
2021-10-25,8018.0
2021-10-27,7732.0
2021-10-28,7356.0
2021-10-29,7520.0
2021-11-01,7432.0
2021-11-02,7496.0
2021-11-04,7332.0
2021-11-05,7290.0
2021-11-08,7474.0
2021-11-09,7364.0
2021-11-10,7388.0
2021-11-11,7438.0
2021-11-12,7394.0
2021-11-16,7386.0
2021-11-18,7202.0
2021-11-19,7208.0
2021-11-22,7220.0
2021-11-23,7228.0
2021-11-24,7316.0
2021-11-25,7332.0
2021-11-26,7206.0
2021-11-29,7028.0
2021-11-30,6864.0
2021-12-01,6946.0
2021-12-02,6884.0
2021-12-03,6930.0
2021-12-06,6874.0
2021-12-07,6936.0
2021-12-08,6908.0
2021-12-09,6932.0
2021-12-10,6838.0
2021-12-13,6888.0
2021-12-14,6834.0
2021-12-15,6806.0
2021-12-16,6912.0
2021-12-17,6942.0
2021-12-20,6754.0
2021-12-21,6800.0
2021-12-22,6856.0
2021-12-23,6908.0
2021-12-24,7022.0
2021-12-27,6982.0
2021-12-28,7120.0
2021-12-29,7126.0
2021-12-30,7142.0
2021-12-31,7140.0
2022-01-04,7194.0
2022-01-05,7258.0
2022-01-06,7274.0
2022-01-07,7460.0
2022-01-10,7400.0
2022-01-11,7352.0
2022-01-12,7412.0
2022-01-13,7416.0
2022-01-14,7572.0
2022-01-17,7534.0
2022-01-18,7608.0
2022-01-19,7650.0
2022-01-20,7622.0
2022-01-21,7440.0
2022-01-24,7578.0
2022-01-25,7486.0
2022-01-26,7640.0
2022-01-27,7726.0
2022-01-28,7708.0
2022-02-07,8022.0
2022-02-08,8030.0
2022-02-09,7836.0
2022-02-10,7824.0
2022-02-11,7704.0
2022-02-14,7866.0
2022-02-15,7836.0
2022-02-16,7584.0
2022-02-17,7450.0
2022-02-18,7460.0
2022-02-21,7440.0
2022-02-22,7544.0
2022-02-23,7480.0
2022-02-24,7682.0
2022-02-25,7698.0
2022-02-28,7544.0
2022-03-01,7612.0
2022-03-02,7896.0
2022-03-03,8110.0
2022-03-04,7916.0
2022-03-07,8290.0
2022-03-08,8148.0
2022-03-09,8466.0
2022-03-10,8000.0
2022-03-11,7960.0
2022-03-14,7768.0
2022-03-15,7556.0
2022-03-16,7596.0
2022-03-17,7552.0
2022-03-18,7836.0
2022-03-21,7844.0
2022-03-22,7906.0
2022-03-23,7860.0
2022-03-24,7880.0
2022-03-25,8002.0
2022-03-28,7878.0
2022-03-29,7806.0
2022-03-30,7816.0
2022-03-31,7806.0
2022-04-01,7680.0
2022-04-06,7886.0
2022-04-07,7818.0
2022-04-08,7764.0
2022-04-11,7616.0
2022-04-12,7806.0
2022-04-13,7760.0
2022-04-14,7824.0
2022-04-15,7836.0
2022-04-18,7924.0
2022-04-19,7994.0
2022-04-20,7970.0
2022-04-21,7992.0
2022-04-22,7900.0
2022-04-25,7656.0
2022-04-26,7782.0
2022-04-27,7754.0
2022-04-28,7814.0
2022-04-29,8036.0
2022-05-05,8124.0
2022-05-06,8190.0
2022-05-09,8150.0
2022-05-10,7990.0
2022-05-11,8068.0
2022-05-12,8256.0
2022-05-13,8386.0
2022-05-16,8372.0
2022-05-17,8418.0
2022-05-18,8278.0
2022-05-19,8294.0
2022-05-20,8338.0
2022-05-23,8262.0
2022-05-24,8170.0
2022-05-25,8302.0
2022-05-26,8258.0
2022-05-27,8212.0
2022-05-30,8304.0
2022-05-31,8450.0
2022-06-01,8284.0
2022-06-02,8260.0
2022-06-06,8646.0
2022-06-07,8802.0
2022-06-08,8990.0
2022-06-09,8990.0
2022-06-10,9036.0
2022-06-13,8816.0
2022-06-14,8822.0
2022-06-15,8754.0
2022-06-16,8676.0
2022-06-17,8604.0
2022-06-20,8432.0
2022-06-21,8392.0
2022-06-22,8234.0
2022-06-23,8208.0
2022-06-24,7868.0
2022-06-27,8008.0
2022-06-28,8160.0
2022-06-29,7924.0
2022-06-30,7978.0
2022-07-01,7786.0
2022-07-04,7914.0
2022-07-05,7810.0
2022-07-06,7648.0
2022-07-07,7590.0
2022-07-08,7676.0
2022-07-11,7624.0
2022-07-12,7354.0
2022-07-13,7080.0
2022-07-14,6930.0
2022-07-15,6754.0
2022-07-18,7156.0
2022-07-19,7030.0
2022-07-20,7068.0
2022-07-21,7024.0
2022-07-22,7150.0
2022-07-25,7136.0
2022-07-26,7354.0
2022-07-27,7320.0
2022-07-28,7476.0
2022-07-29,7414.0
2022-08-01,7398.0
2022-08-02,7416.0
2022-08-03,7396.0
2022-08-04,7286.0
2022-08-05,7146.0
2022-08-08,7342.0
2022-08-09,7322.0
2022-08-10,7266.0
2022-08-11,7334.0
2022-08-12,7480.0
2022-08-15,7502.0
2022-08-16,7334.0
2022-08-17,7240.0
2022-08-18,7228.0
2022-08-19,7138.0
2022-08-22,7308.0
2022-08-23,7412.0
2022-08-24,7546.0
2022-08-25,7580.0
2022-08-26,7520.0
2022-08-29,7440.0
2022-08-30,7364.0
2022-08-31,7408.0
2022-09-01,7412.0
2022-09-02,7250.0
2022-09-05,7600.0
2022-09-06,7610.0
2022-09-07,7600.0
2022-09-08,7750.0
2022-09-09,7800.0
2022-09-13,7800.0
2022-09-14,7650.0
