datetime,Y2205
2021-05-20,8438.0
2021-05-21,8136.0
2021-05-24,8054.0
2021-05-25,8034.0
2021-05-26,8034.0
2021-05-27,7860.0
2021-05-28,7972.0
2021-05-31,7970.0
2021-06-01,8028.0
2021-06-02,8150.0
2021-06-03,8388.0
2021-06-04,8278.0
2021-06-07,8520.0
2021-06-08,8306.0
2021-06-09,8292.0
2021-06-10,8414.0
2021-06-11,8300.0
2021-06-15,7920.0
2021-06-16,7766.0
2021-06-17,7700.0
2021-06-18,7468.0
2021-06-21,7562.0
2021-06-22,7698.0
2021-06-23,7726.0
2021-06-24,7658.0
2021-06-25,7738.0
2021-06-28,7730.0
2021-06-29,7702.0
2021-06-30,7800.0
2021-07-01,8048.0
2021-07-02,8088.0
2021-07-05,8060.0
2021-07-06,8104.0
2021-07-07,7938.0
2021-07-08,7920.0
2021-07-09,8038.0
2021-07-12,8098.0
2021-07-13,8206.0
2021-07-14,8290.0
2021-07-15,8324.0
2021-07-16,8336.0
2021-07-19,8406.0
2021-07-20,8424.0
2021-07-21,8348.0
2021-07-22,8308.0
2021-07-23,8362.0
2021-07-26,8312.0
2021-07-27,8500.0
2021-07-28,8360.0
2021-07-29,8370.0
2021-07-30,8354.0
2021-08-02,8080.0
2021-08-03,8070.0
2021-08-04,8202.0
2021-08-05,8220.0
2021-08-06,8278.0
2021-08-09,8336.0
2021-08-10,8370.0
2021-08-11,8600.0
2021-08-12,8564.0
2021-08-13,8534.0
2021-08-16,8678.0
2021-08-17,8812.0
2021-08-18,8630.0
2021-08-19,8640.0
2021-08-20,8572.0
2021-08-23,8492.0
2021-08-24,8526.0
2021-08-25,8606.0
2021-08-26,8602.0
2021-08-27,8564.0
2021-08-30,8514.0
2021-08-31,8582.0
2021-09-01,8360.0
2021-09-02,8318.0
2021-09-03,8492.0
2021-09-06,8518.0
2021-09-07,8538.0
2021-09-08,8532.0
2021-09-09,8550.0
2021-09-10,8336.0
2021-09-13,8376.0
2021-09-14,8408.0
2021-09-15,8460.0
2021-09-16,8540.0
2021-09-17,8314.0
2021-09-22,8352.0
2021-09-23,8592.0
2021-09-24,8604.0
2021-09-27,8588.0
2021-09-28,8644.0
2021-09-29,8624.0
2021-09-30,8874.0
2021-10-08,9170.0
2021-10-11,9166.0
2021-10-12,9042.0
2021-10-13,9088.0
2021-10-14,8972.0
2021-10-15,9126.0
2021-10-18,9268.0
2021-10-19,9386.0
2021-10-20,9482.0
2021-10-21,9450.0
2021-10-22,9130.0
2021-10-25,9168.0
2021-10-26,9300.0
2021-10-27,9156.0
2021-10-28,8994.0
2021-10-29,9180.0
2021-11-01,8978.0
2021-11-02,9068.0
2021-11-03,9236.0
2021-11-04,8932.0
2021-11-05,8854.0
2021-11-08,8650.0
2021-11-09,8388.0
2021-11-10,8642.0
2021-11-11,8694.0
2021-11-12,8682.0
2021-11-15,8690.0
2021-11-16,8692.0
2021-11-17,8818.0
2021-11-18,8914.0
2021-11-19,8990.0
2021-11-22,8770.0
2021-11-23,8656.0
2021-11-24,8764.0
2021-11-25,8894.0
2021-11-26,8842.0
2021-11-29,8736.0
2021-11-30,8418.0
2021-12-01,8436.0
2021-12-02,8260.0
2021-12-03,8520.0
2021-12-06,8588.0
2021-12-07,8742.0
2021-12-08,8570.0
2021-12-09,8474.0
2021-12-10,8394.0
2021-12-13,8380.0
2021-12-14,8264.0
2021-12-15,8190.0
2021-12-16,8286.0
2021-12-17,8410.0
2021-12-20,8222.0
2021-12-21,8376.0
2021-12-22,8470.0
2021-12-23,8566.0
2021-12-24,8792.0
2021-12-27,8776.0
2021-12-28,8878.0
2021-12-29,8764.0
2021-12-30,8844.0
2021-12-31,8880.0
2022-01-04,8914.0
2022-01-05,9044.0
2022-01-06,8930.0
2022-01-07,9046.0
2022-01-10,9162.0
2022-01-11,9114.0
2022-01-12,9058.0
2022-01-13,9118.0
2022-01-14,9164.0
2022-01-17,9124.0
2022-01-18,9196.0
2022-01-19,9234.0
2022-01-20,9416.0
2022-01-21,9550.0
2022-01-24,9436.0
2022-01-25,9322.0
2022-01-26,9388.0
2022-01-27,9556.0
2022-01-28,9836.0
2022-02-07,10042.0
2022-02-08,9930.0
2022-02-09,9864.0
2022-02-10,9870.0
2022-02-11,9754.0
2022-02-14,9894.0
2022-02-15,9950.0
2022-02-16,9942.0
2022-02-17,9946.0
2022-02-18,10116.0
2022-02-21,10182.0
2022-02-22,10216.0
2022-02-23,10296.0
2022-02-24,10724.0
2022-02-25,10458.0
2022-02-28,10590.0
2022-03-01,10880.0
2022-03-02,11016.0
2022-03-03,11224.0
2022-03-04,10798.0
2022-03-07,10830.0
2022-03-08,10834.0
2022-03-09,11118.0
2022-03-10,10694.0
2022-03-11,10590.0
2022-03-14,10402.0
2022-03-15,10230.0
2022-03-16,10466.0
2022-03-17,10294.0
2022-03-18,10436.0
2022-03-21,10290.0
2022-03-22,10408.0
2022-03-23,10304.0
2022-03-24,10348.0
2022-03-25,10302.0
2022-03-28,10284.0
2022-03-29,10274.0
2022-03-30,10210.0
2022-03-31,10314.0
2022-04-01,10080.0
2022-04-06,10480.0
2022-04-07,10430.0
2022-04-08,10614.0
2022-04-11,10598.0
2022-04-12,10796.0
2022-04-13,10752.0
2022-04-14,10914.0
2022-04-15,11050.0
2022-04-18,11034.0
2022-04-19,11210.0
2022-04-20,11080.0
2022-04-21,11206.0
2022-04-22,11214.0
2022-04-25,11114.0
2022-04-26,11248.0
2022-04-27,11386.0
2022-04-28,11510.0
2022-04-29,11654.0
2022-05-05,11404.0
2022-05-06,11246.0
2022-05-09,11220.0
2022-05-10,11118.0
2022-05-11,11070.0
2022-05-12,11286.0
2022-05-16,11580.0
2022-05-18,11478.0
