datetime,J2109
2020-09-15,1862.5
2020-09-16,1837.0
2020-09-17,1834.5
2020-09-18,1848.0
2020-09-21,1834.0
2020-09-22,1837.0
2020-09-23,1805.5
2020-09-24,1812.0
2020-09-25,1795.0
2020-09-28,1792.5
2020-09-29,1820.0
2020-09-30,1823.5
2020-10-09,1905.0
2020-10-12,1890.5
2020-10-13,1896.0
2020-10-14,1885.0
2020-10-15,1889.0
2020-10-16,1891.0
2020-10-19,1864.5
2020-10-20,1872.5
2020-10-21,1886.0
2020-10-22,1879.5
2020-10-23,1856.5
2020-10-26,1878.0
2020-10-27,1898.0
2020-10-28,1910.5
2020-10-29,1903.0
2020-10-30,1904.0
2020-11-02,1942.5
2020-11-03,1949.0
2020-11-04,1957.0
2020-11-05,1960.5
2020-11-06,2022.0
2020-11-09,2046.5
2020-11-10,2015.0
2020-11-11,2026.0
2020-11-12,2007.0
2020-11-13,2069.0
2020-11-16,2118.5
2020-11-17,2118.0
2020-11-18,2115.0
2020-11-19,2108.0
2020-11-20,2103.0
2020-11-23,2080.5
2020-11-24,2089.0
2020-11-25,2103.0
2020-11-26,2140.5
2020-11-27,2170.0
2020-11-30,2200.0
2020-12-01,2229.0
2020-12-02,2244.0
2020-12-03,2202.5
2020-12-04,2240.0
2020-12-07,2288.5
2020-12-08,2276.0
2020-12-09,2321.5
2020-12-10,2368.0
2020-12-11,2350.5
2020-12-14,2305.5
2020-12-15,2372.0
2020-12-16,2391.0
2020-12-17,2408.5
2020-12-18,2477.0
2020-12-21,2624.5
2020-12-22,2530.0
2020-12-23,2503.5
2020-12-24,2533.5
2020-12-25,2619.5
2020-12-28,2606.0
2020-12-29,2581.0
2020-12-30,2592.5
2020-12-31,2595.0
2021-01-04,2665.0
2021-01-05,2715.5
2021-01-06,2716.5
2021-01-07,2751.5
2021-01-08,2698.5
2021-01-11,2632.0
2021-01-12,2571.5
2021-01-13,2516.5
2021-01-14,2530.0
2021-01-15,2552.5
2021-01-18,2568.0
2021-01-19,2472.0
2021-01-20,2505.5
2021-01-21,2569.0
2021-01-22,2533.0
2021-01-25,2489.0
2021-01-26,2416.5
2021-01-27,2455.0
2021-01-28,2400.5
2021-01-29,2370.0
2021-02-01,2366.0
2021-02-02,2307.5
2021-02-03,2321.5
2021-02-04,2360.0
2021-02-05,2361.0
2021-02-08,2400.0
2021-02-09,2415.5
2021-02-10,2401.5
2021-02-18,2508.5
2021-02-19,2465.0
2021-02-22,2413.5
2021-02-23,2381.5
2021-02-24,2392.5
2021-02-25,2424.5
2021-02-26,2342.5
2021-03-01,2288.0
2021-03-02,2341.5
2021-03-03,2344.0
2021-03-04,2338.5
2021-03-05,2246.0
2021-03-08,2245.5
2021-03-09,2213.5
2021-03-10,2250.0
2021-03-11,2282.5
2021-03-12,2177.0
2021-03-15,2191.5
2021-03-16,2219.0
2021-03-17,2267.5
2021-03-18,2282.0
2021-03-19,2209.5
2021-03-22,2156.0
2021-03-23,2174.5
2021-03-24,2177.0
2021-03-25,2182.0
2021-03-26,2231.5
2021-03-29,2305.0
2021-03-30,2301.0
2021-03-31,2331.0
2021-04-01,2342.5
2021-04-02,2388.5
2021-04-06,2389.0
2021-04-07,2399.0
2021-04-08,2395.0
2021-04-09,2378.0
2021-04-12,2392.5
2021-04-13,2431.0
2021-04-14,2485.0
2021-04-15,2458.5
2021-04-16,2540.0
2021-04-19,2522.0
2021-04-20,2585.5
2021-04-21,2578.5
2021-04-22,2604.5
2021-04-23,2591.5
2021-04-26,2679.0
2021-04-27,2682.5
2021-04-28,2683.0
2021-04-29,2705.0
2021-04-30,2606.5
2021-05-06,2799.0
2021-05-07,2838.5
2021-05-10,2953.5
2021-05-11,2828.0
2021-05-12,2865.0
2021-05-13,2729.0
2021-05-14,2614.5
2021-05-17,2634.0
2021-05-18,2659.0
2021-05-19,2571.5
2021-05-20,2492.5
2021-05-21,2371.0
2021-05-24,2381.5
2021-05-25,2371.5
2021-05-26,2352.5
2021-05-27,2418.5
2021-05-28,2430.5
2021-05-31,2479.0
2021-06-01,2585.5
2021-06-02,2580.0
2021-06-03,2694.5
2021-06-04,2536.0
2021-06-07,2499.5
2021-06-08,2555.5
2021-06-09,2624.0
2021-06-10,2578.0
2021-06-11,2721.5
2021-06-15,2724.5
2021-06-16,2688.5
2021-06-17,2753.5
2021-06-18,2693.5
2021-06-21,2616.0
2021-06-22,2681.5
2021-06-23,2784.0
2021-06-24,2790.0
2021-06-25,2827.0
2021-06-28,2713.5
2021-06-29,2632.0
2021-06-30,2633.5
2021-07-01,2573.0
2021-07-02,2641.0
2021-07-05,2681.5
2021-07-06,2641.5
2021-07-07,2619.0
2021-07-08,2471.5
2021-07-09,2494.5
2021-07-12,2514.0
2021-07-13,2557.0
2021-07-14,2589.0
2021-07-15,2634.0
2021-07-16,2693.0
2021-07-19,2662.5
2021-07-20,2738.0
2021-07-21,2736.0
2021-07-22,2737.5
2021-07-23,2769.5
2021-07-26,2867.5
2021-07-27,2863.0
2021-07-28,2951.0
2021-07-29,2969.0
2021-07-30,2943.0
2021-08-02,2900.0
2021-08-03,2820.5
2021-08-04,2953.0
2021-08-05,2944.5
2021-08-06,2980.0
2021-08-09,3005.5
2021-08-10,3076.0
2021-08-11,3127.0
2021-08-12,3103.5
2021-08-13,3145.0
2021-08-16,3198.0
2021-08-17,3275.0
2021-08-18,3317.0
2021-08-19,3468.0
2021-08-20,3475.0
2021-08-23,3645.0
2021-08-24,3512.5
2021-08-25,3656.0
2021-08-26,3586.0
2021-08-27,3562.0
2021-08-30,3631.5
2021-08-31,3750.0
2021-09-01,3828.5
2021-09-02,3930.0
2021-09-03,3826.0
2021-09-06,4065.0
2021-09-07,4164.5
2021-09-08,4124.5
2021-09-09,4325.0
2021-09-10,4500.0
2021-09-13,4499.5
2021-09-14,4499.5
