datetime,SA2201
2021-01-18,1730.0
2021-01-19,1735.0
2021-01-20,1780.0
2021-01-21,1772.0
2021-01-22,1772.0
2021-01-25,1790.0
2021-01-26,1781.0
2021-01-27,1773.0
2021-01-28,1793.0
2021-01-29,1785.0
2021-02-01,1782.0
2021-02-02,1787.0
2021-02-03,1784.0
2021-02-04,1789.0
2021-02-05,1790.0
2021-02-08,1795.0
2021-02-09,1800.0
2021-02-10,1792.0
2021-02-18,1818.0
2021-02-19,1829.0
2021-02-22,1888.0
2021-02-23,1920.0
2021-02-24,1926.0
2021-02-25,1998.0
2021-02-26,1986.0
2021-03-01,2032.0
2021-03-02,2031.0
2021-03-03,2031.0
2021-03-04,2007.0
2021-03-05,2037.0
2021-03-08,2110.0
2021-03-09,2118.0
2021-03-10,2123.0
2021-03-11,2072.0
2021-03-12,2075.0
2021-03-15,2105.0
2021-03-16,2096.0
2021-03-17,2145.0
2021-03-18,2148.0
2021-03-19,2098.0
2021-03-22,2102.0
2021-03-23,2106.0
2021-03-24,2136.0
2021-03-25,2124.0
2021-03-26,2129.0
2021-03-29,2112.0
2021-03-30,2118.0
2021-03-31,2105.0
2021-04-01,2109.0
2021-04-02,2116.0
2021-04-06,2104.0
2021-04-07,2071.0
2021-04-08,2050.0
2021-04-09,2008.0
2021-04-12,1980.0
2021-04-13,1992.0
2021-04-14,1996.0
2021-04-15,1961.0
2021-04-16,1986.0
2021-04-19,2050.0
2021-04-20,2062.0
2021-04-21,2027.0
2021-04-22,2025.0
2021-04-23,2011.0
2021-04-26,2032.0
2021-04-27,2091.0
2021-04-28,2113.0
2021-04-29,2162.0
2021-04-30,2217.0
2021-05-06,2305.0
2021-05-07,2271.0
2021-05-10,2287.0
2021-05-11,2272.0
2021-05-12,2366.0
2021-05-13,2344.0
2021-05-14,2330.0
2021-05-17,2368.0
2021-05-18,2355.0
2021-05-19,2251.0
2021-05-20,2210.0
2021-05-21,2238.0
2021-05-24,2253.0
2021-05-25,2297.0
2021-05-26,2318.0
2021-05-27,2299.0
2021-05-28,2351.0
2021-05-31,2359.0
2021-06-01,2441.0
2021-06-02,2455.0
2021-06-03,2439.0
2021-06-04,2389.0
2021-06-07,2394.0
2021-06-08,2394.0
2021-06-09,2359.0
2021-06-10,2320.0
2021-06-11,2338.0
2021-06-15,2335.0
2021-06-16,2339.0
2021-06-17,2388.0
2021-06-18,2343.0
2021-06-21,2340.0
2021-06-22,2368.0
2021-06-23,2337.0
2021-06-24,2399.0
2021-06-25,2447.0
2021-06-28,2403.0
2021-06-29,2383.0
2021-06-30,2428.0
2021-07-01,2400.0
2021-07-02,2465.0
2021-07-05,2480.0
2021-07-06,2528.0
2021-07-07,2484.0
2021-07-08,2476.0
2021-07-09,2467.0
2021-07-12,2473.0
2021-07-13,2505.0
2021-07-14,2496.0
2021-07-15,2480.0
2021-07-16,2530.0
2021-07-19,2510.0
2021-07-20,2513.0
2021-07-21,2585.0
2021-07-22,2603.0
2021-07-23,2552.0
2021-07-26,2581.0
2021-07-27,2538.0
2021-07-28,2584.0
2021-07-29,2600.0
2021-07-30,2626.0
2021-08-02,2572.0
2021-08-03,2511.0
2021-08-04,2564.0
2021-08-05,2505.0
2021-08-06,2622.0
2021-08-09,2633.0
2021-08-10,2656.0
2021-08-11,2679.0
2021-08-12,2658.0
2021-08-13,2732.0
2021-08-16,2757.0
2021-08-17,2724.0
2021-08-18,2696.0
2021-08-19,2696.0
2021-08-20,2742.0
2021-08-23,2732.0
