d,c
2025-05-16,3126.0
2025-05-19,3115.0
2025-05-20,3095.0
2025-05-21,3101.0
2025-05-22,3097.0
2025-05-23,3078.0
2025-05-26,3031.0
2025-05-27,3013.0
2025-05-28,2996.0
2025-05-29,3003.0
2025-05-30,2973.0
2025-06-03,2910.0
2025-06-04,2966.0
2025-06-05,2952.0
2025-06-06,2975.0
2025-06-09,2980.0
2025-06-10,2973.0
2025-06-11,2989.0
2025-06-12,2967.0
2025-06-13,2976.0
2025-06-16,2989.0
2025-06-17,2974.0
2025-06-18,2980.0
2025-06-19,2979.0
2025-06-20,2987.0
2025-06-23,2992.0
2025-06-24,2975.0
2025-06-25,2978.0
2025-06-26,2978.0
2025-06-27,3009.0
2025-06-30,3020.0
2025-07-01,3022.0
2025-07-02,3087.0
2025-07-03,3099.0
2025-07-04,3098.0
2025-07-07,3089.0
2025-07-08,3092.0
2025-07-09,3098.0
2025-07-10,3161.0
2025-07-11,3172.0
2025-07-14,3176.0
2025-07-15,3170.0
2025-07-16,3162.0
2025-07-17,3196.0
2025-07-18,3207.0
2025-07-21,3293.0
2025-07-22,3386.0
2025-07-23,3350.0
2025-07-24,3378.0
2025-07-25,3418.0
2025-07-28,3311.0
2025-07-29,3399.0
2025-07-30,3393.0
2025-07-31,3289.0
2025-08-01,3285.0
2025-08-04,3300.0
2025-08-05,3335.0
2025-08-06,3337.0
2025-08-07,3330.0
2025-08-08,3317.0
2025-08-11,3350.0
2025-08-12,3365.0
2025-08-13,3331.0
2025-08-14,3302.0
2025-08-15,3314.0
2025-08-18,3280.0
2025-08-19,3259.0
2025-08-20,3245.0
2025-08-21,3239.0
2025-08-22,3230.0
2025-08-25,3261.0
2025-08-26,3223.0
2025-08-27,3214.0
2025-08-28,3246.0
2025-08-29,3208.0
2025-09-01,3165.0
2025-09-02,3165.0
2025-09-03,3155.0
2025-09-04,3167.0
2025-09-05,3191.0
2025-09-08,3176.0
2025-09-09,3170.0
2025-09-10,3156.0
2025-09-11,3145.0
2025-09-12,3189.0
2025-09-15,3205.0
2025-09-16,3236.0
2025-09-17,3237.0
2025-09-18,3204.0
2025-09-19,3232.0
2025-09-22,3244.0
2025-09-23,3212.0
2025-09-24,3227.0
2025-09-25,3225.0
2025-09-26,3171.0
2025-09-29,3155.0
2025-09-30,3128.0
2025-10-09,3159.0
2025-10-10,3159.0
2025-10-13,3139.0
2025-10-14,3114.0
2025-10-15,3090.0
2025-10-16,3102.0
2025-10-17,3093.0
2025-10-20,3101.0
2025-10-21,3104.0
2025-10-22,3120.0
2025-10-23,3128.0
2025-10-24,3109.0
2025-10-27,3159.0
2025-10-28,3154.0
2025-10-29,3186.0
2025-10-30,3170.0
2025-10-31,3166.0
2025-11-03,3145.0
2025-11-04,3108.0
2025-11-05,3094.0
2025-11-06,3102.0
2025-11-07,3095.0
2025-11-10,3102.0
2025-11-11,3089.0
2025-11-12,3096.0
2025-11-13,3100.0
2025-11-14,3105.0
2025-11-17,3147.0
2025-11-18,3139.0
2025-11-19,3116.0
2025-11-20,3099.0
2025-11-21,3098.0
2025-11-24,3118.0
2025-11-25,3125.0
2025-11-26,3116.0
2025-11-27,3105.0
2025-11-28,3117.0
2025-12-01,3167.0
2025-12-02,3169.0
2025-12-03,3169.0
2025-12-04,3175.0
2025-12-05,3157.0
2025-12-08,3123.0
2025-12-09,3079.0
2025-12-10,3117.0
2025-12-11,3069.0
2025-12-12,3060.0
2025-12-15,3074.0
2025-12-16,3081.0
2025-12-17,3084.0
2025-12-18,3125.0
2025-12-19,3119.0
2025-12-22,3126.0
2025-12-23,3128.0
2025-12-24,3136.0
2025-12-25,3127.0
2025-12-26,3118.0
2025-12-29,3130.0
