datetime,A2609
2025-09-15,4001.0
2025-09-16,3989.0
2025-09-17,3961.0
2025-09-18,3962.0
2025-09-19,3957.0
2025-09-22,3958.0
2025-09-23,3932.0
2025-09-24,3934.0
2025-09-25,3949.0
2025-09-26,3935.0
2025-09-29,3932.0
2025-09-30,3944.0
2025-10-09,4000.0
2025-10-10,3988.0
2025-10-13,4008.0
2025-10-14,4010.0
2025-10-15,4033.0
2025-10-16,4047.0
2025-10-17,4060.0
2025-10-20,4117.0
2025-10-21,4100.0
2025-10-22,4096.0
2025-10-23,4151.0
2025-10-24,4138.0
2025-10-27,4121.0
2025-10-28,4158.0
2025-10-29,4159.0
2025-10-30,4138.0
2025-10-31,4141.0
2025-11-03,4121.0
2025-11-04,4099.0
2025-11-05,4167.0
2025-11-06,4190.0
2025-11-07,4166.0
2025-11-10,4163.0
2025-11-11,4163.0
2025-11-12,4177.0
2025-11-13,4182.0
2025-11-14,4251.0
2025-11-17,4216.0
2025-11-18,4180.0
2025-11-19,4172.0
2025-11-20,4138.0
2025-11-21,4148.0
2025-11-24,4198.0
2025-11-25,4165.0
2025-11-26,4153.0
2025-11-27,4171.0
2025-11-28,4161.0
2025-12-01,4172.0
2025-12-02,4170.0
2025-12-03,4184.0
2025-12-04,4155.0
2025-12-05,4120.0
2025-12-08,4131.0
2025-12-09,4134.0
2025-12-10,4180.0
2025-12-11,4180.0
2025-12-12,4177.0
2025-12-15,4179.0
2025-12-16,4137.0
2025-12-17,4133.0
2025-12-18,4089.0
2025-12-19,4096.0
2025-12-22,4120.0
2025-12-23,4118.0
2025-12-24,4126.0
2025-12-25,4142.0
2025-12-26,4151.0
2025-12-29,4181.0
2025-12-30,4241.0
2025-12-31,4267.0
2026-01-05,4268.0
2026-01-06,4305.0
2026-01-07,4424.0
2026-01-08,4409.0
2026-01-09,4403.0
2026-01-12,4379.0
2026-01-13,4358.0
2026-01-14,4349.0
2026-01-15,4361.0
2026-01-16,4352.0
2026-01-19,4352.0
2026-01-20,4369.0
2026-01-21,4341.0
2026-01-22,4355.0
2026-01-23,4391.0
2026-01-26,4414.0
2026-01-27,4391.0
2026-01-28,4402.0
2026-01-29,4460.0
2026-01-30,4415.0
2026-02-02,4425.0
2026-02-03,4418.0
2026-02-04,4410.0
2026-02-05,4413.0
2026-02-06,4412.0
2026-02-09,4419.0
2026-02-10,4529.0
2026-02-11,4551.0
2026-02-12,4642.0
2026-02-13,4697.0
2026-02-24,4665.0
2026-02-25,4712.0
2026-02-26,4732.0
2026-02-27,4737.0
2026-03-02,4717.0
2026-03-03,4656.0
2026-03-04,4723.0
2026-03-05,4689.0
2026-03-06,4697.0
2026-03-09,4838.0
2026-03-10,4777.0
2026-03-11,4857.0
2026-03-12,4862.0
2026-03-13,4919.0
2026-03-16,4919.0
2026-03-17,4907.0
2026-03-18,4855.0
2026-03-19,4813.0
2026-03-20,4827.0
2026-03-23,4792.0
2026-03-24,4686.0
2026-03-25,4646.0
2026-03-26,4671.0
2026-03-27,4592.0
2026-03-30,4614.0
2026-03-31,4688.0
2026-04-01,4665.0
2026-04-02,4647.0
2026-04-03,4649.0
2026-04-07,4704.0
2026-04-08,4671.0
2026-04-09,4859.0
2026-04-10,4896.0
2026-04-13,4887.0
2026-04-14,4876.0
2026-04-15,4833.0
2026-04-16,4836.0
2026-04-17,4822.0
2026-04-20,4859.0
2026-04-21,4906.0
2026-04-22,4997.0
2026-04-23,5005.0
2026-04-24,4907.0
2026-04-27,4914.0
2026-04-28,4934.0
2026-04-29,4996.0
2026-04-30,4950.0
2026-05-06,4910.0
2026-05-07,4834.0
2026-05-08,4832.0
2026-05-11,4840.0
2026-05-12,4806.0
2026-05-13,4845.0
2026-05-14,4783.0
2026-05-15,4744.0
2026-05-18,4781.0
2026-05-19,4822.0
2026-05-20,4779.0
2026-05-21,4780.0
2026-05-22,4813.0
2026-05-25,4865.0
2026-05-26,4868.0
2026-05-27,4897.0
2026-05-28,4846.0
2026-05-29,4755.0
2026-06-01,4743.0
2026-06-02,4744.0
2026-06-03,4799.0
2026-06-04,4760.0
2026-06-05,4749.0
2026-06-08,4774.0
