datetime,FG2001
2019-01-16,1270.0
2019-01-17,1262.0
2019-01-18,1264.0
2019-01-21,1280.0
2019-01-22,1271.0
2019-01-23,1277.0
2019-01-24,1277.0
2019-01-25,1276.0
2019-01-28,1276.0
2019-01-29,1280.0
2019-01-30,1286.0
2019-01-31,1288.0
2019-02-01,1300.0
2019-02-11,1307.0
2019-02-12,1301.0
2019-02-13,1289.0
2019-02-14,1283.0
2019-02-15,1273.0
2019-02-18,1271.0
2019-02-19,1290.0
2019-02-20,1287.0
2019-02-21,1284.0
2019-02-22,1283.0
2019-02-25,1285.0
2019-02-26,1286.0
2019-02-27,1286.0
2019-02-28,1264.0
2019-03-01,1270.0
2019-03-04,1268.0
2019-03-05,1255.0
2019-03-06,1254.0
2019-03-07,1256.0
2019-03-08,1252.0
2019-03-11,1246.0
2019-03-12,1249.0
2019-03-13,1244.0
2019-03-14,1250.0
2019-03-15,1250.0
2019-03-18,1243.0
2019-03-19,1235.0
2019-03-20,1241.0
2019-03-21,1244.0
2019-03-22,1246.0
2019-03-25,1241.0
2019-03-26,1241.0
2019-03-27,1243.0
2019-03-28,1241.0
2019-03-29,1253.0
2019-04-01,1259.0
2019-04-02,1254.0
2019-04-03,1261.0
2019-04-04,1269.0
2019-04-08,1280.0
2019-04-09,1282.0
2019-04-10,1295.0
2019-04-11,1300.0
2019-04-12,1297.0
2019-04-15,1297.0
2019-04-16,1303.0
2019-04-17,1301.0
2019-04-18,1288.0
2019-04-19,1307.0
2019-04-23,1322.0
2019-04-24,1323.0
2019-04-25,1322.0
2019-04-26,1326.0
2019-04-29,1318.0
2019-04-30,1321.0
2019-05-06,1304.0
2019-05-07,1291.0
2019-05-08,1293.0
2019-05-09,1309.0
2019-05-10,1310.0
2019-05-13,1319.0
2019-05-14,1306.0
2019-05-15,1332.0
2019-05-16,1342.0
2019-05-17,1353.0
2019-05-20,1351.0
2019-05-21,1357.0
2019-05-22,1375.0
2019-05-23,1349.0
2019-05-24,1353.0
2019-05-27,1355.0
2019-05-28,1343.0
2019-05-29,1339.0
2019-05-30,1338.0
2019-05-31,1326.0
2019-06-03,1321.0
2019-06-04,1316.0
2019-06-05,1316.0
2019-06-06,1344.0
2019-06-10,1356.0
2019-06-11,1411.0
2019-06-12,1395.0
2019-06-13,1409.0
2019-06-14,1413.0
2019-06-17,1407.0
2019-06-18,1411.0
2019-06-19,1414.0
2019-06-20,1419.0
2019-06-21,1424.0
2019-06-24,1431.0
2019-06-25,1430.0
2019-06-26,1449.0
2019-06-27,1439.0
2019-06-28,1435.0
2019-07-01,1443.0
2019-07-02,1450.0
2019-07-03,1430.0
2019-07-04,1430.0
2019-07-05,1427.0
2019-07-08,1432.0
2019-07-09,1447.0
2019-07-10,1424.0
2019-07-11,1424.0
2019-07-12,1414.0
2019-07-15,1423.0
2019-07-16,1425.0
2019-07-18,1434.0
2019-07-19,1451.0
2019-07-22,1426.0
2019-07-23,1430.0
2019-07-24,1439.0
2019-07-25,1439.0
2019-07-26,1444.0
2019-07-29,1421.0
2019-07-30,1422.0
2019-07-31,1417.0
2019-08-01,1417.0
2019-08-02,1392.0
2019-08-05,1412.0
2019-08-06,1416.0
2019-08-07,1377.0
2019-08-08,1377.0
2019-08-09,1384.0
2019-08-12,1412.0
2019-08-13,1400.0
2019-08-14,1416.0
2019-08-15,1426.0
2019-08-16,1426.0
2019-08-19,1430.0
2019-08-20,1432.0
2019-08-21,1424.0
2019-08-22,1420.0
2019-08-23,1405.0
2019-08-26,1388.0
2019-08-27,1386.0
2019-08-28,1391.0
2019-08-29,1379.0
2019-08-30,1376.0
2019-09-02,1394.0
2019-09-03,1387.0
2019-09-04,1414.0
2019-09-05,1408.0
2019-09-06,1409.0
2019-09-09,1420.0
2019-09-10,1425.0
2019-09-11,1424.0
2019-09-12,1452.0
2019-09-16,1465.0
2019-09-17,1453.0
2019-09-18,1454.0
2019-09-19,1440.0
2019-09-20,1434.0
2019-09-23,1436.0
2019-09-24,1399.0
2019-09-25,1410.0
