datetime,SM2105
2020-05-22,6958.0
2020-05-25,6572.0
2020-05-26,6558.0
2020-05-27,6510.0
2020-05-28,6530.0
2020-05-29,6530.0
2020-06-01,6578.0
2020-06-02,6520.0
2020-06-03,6506.0
2020-06-04,6450.0
2020-06-05,6486.0
2020-06-08,6492.0
2020-06-09,6384.0
2020-06-10,6344.0
2020-06-11,6440.0
2020-06-12,6442.0
2020-06-15,6560.0
2020-06-16,6512.0
2020-06-17,6504.0
2020-06-18,6492.0
2020-06-19,6510.0
2020-06-22,6464.0
2020-06-23,6456.0
2020-06-24,6448.0
2020-06-29,6366.0
2020-06-30,6380.0
2020-07-01,6424.0
2020-07-02,6430.0
2020-07-03,6392.0
2020-07-06,6480.0
2020-07-07,6396.0
2020-07-08,6504.0
2020-07-09,6500.0
2020-07-10,6496.0
2020-07-13,6478.0
2020-07-14,6372.0
2020-07-15,6378.0
2020-07-16,6266.0
2020-07-17,6264.0
2020-07-20,6288.0
2020-07-21,6260.0
2020-07-22,6268.0
2020-07-23,6266.0
2020-07-24,6200.0
2020-07-27,6164.0
2020-07-28,6126.0
2020-07-29,6134.0
2020-07-30,6140.0
2020-07-31,6150.0
2020-08-03,6174.0
2020-08-04,6242.0
2020-08-05,6238.0
2020-08-06,6228.0
2020-08-07,6276.0
2020-08-10,6340.0
2020-08-11,6280.0
2020-08-12,6366.0
2020-08-13,6356.0
2020-08-14,6372.0
2020-08-17,6328.0
2020-08-18,6240.0
2020-08-19,6244.0
2020-08-20,6178.0
2020-08-21,6150.0
2020-08-24,6158.0
2020-08-25,6188.0
2020-08-26,6166.0
2020-08-27,6186.0
2020-08-28,6198.0
2020-08-31,6284.0
2020-09-01,6354.0
2020-09-02,6420.0
2020-09-03,6406.0
2020-09-04,6430.0
2020-09-07,6384.0
2020-09-08,6430.0
2020-09-09,6350.0
2020-09-10,6260.0
2020-09-11,6222.0
2020-09-14,6270.0
2020-09-15,6260.0
2020-09-16,6296.0
2020-09-17,6238.0
2020-09-18,6212.0
2020-09-21,6150.0
2020-09-22,6164.0
2020-09-23,6070.0
2020-09-24,6060.0
2020-09-25,6092.0
2020-09-28,6138.0
2020-09-29,6104.0
2020-09-30,6044.0
2020-10-09,6044.0
2020-10-12,6200.0
2020-10-13,6168.0
2020-10-14,6154.0
2020-10-15,6146.0
2020-10-16,6252.0
2020-10-19,6218.0
2020-10-20,6204.0
2020-10-21,6222.0
2020-10-22,6088.0
2020-10-23,6058.0
2020-10-26,6036.0
2020-10-27,6060.0
2020-10-28,6086.0
2020-10-29,6062.0
2020-10-30,6086.0
2020-11-02,6130.0
2020-11-03,6162.0
2020-11-04,6138.0
2020-11-05,6148.0
2020-11-06,6112.0
2020-11-09,6206.0
2020-11-10,6160.0
2020-11-11,6230.0
2020-11-12,6230.0
2020-11-13,6248.0
2020-11-16,6132.0
2020-11-17,6098.0
2020-11-18,6076.0
2020-11-19,6108.0
2020-11-20,6120.0
2020-11-23,6164.0
2020-11-24,6254.0
2020-11-25,6228.0
2020-11-26,6236.0
2020-11-27,6262.0
2020-11-30,6320.0
2020-12-01,6244.0
2020-12-02,6310.0
2020-12-03,6292.0
2020-12-04,6426.0
2020-12-07,6408.0
2020-12-08,6398.0
2020-12-09,6362.0
2020-12-10,6460.0
2020-12-11,6380.0
2020-12-14,6508.0
2020-12-15,6570.0
2020-12-16,6636.0
2020-12-17,6646.0
2020-12-18,6824.0
2020-12-21,6944.0
2020-12-22,6726.0
2020-12-23,6860.0
2020-12-24,6822.0
2020-12-25,6882.0
2020-12-28,6816.0
2020-12-29,6804.0
2020-12-30,6922.0
2020-12-31,6776.0
2021-01-04,6898.0
2021-01-05,7038.0
2021-01-06,7186.0
2021-01-07,7448.0
2021-01-08,7474.0
2021-01-11,7564.0
2021-01-12,7422.0
2021-01-13,7524.0
2021-01-14,7478.0
2021-01-15,7304.0
2021-01-18,7438.0
2021-01-19,7444.0
2021-01-20,7512.0
2021-01-21,7256.0
2021-01-22,7110.0
2021-01-25,7182.0
2021-01-26,7042.0
2021-01-27,7030.0
2021-01-28,6984.0
2021-01-29,6802.0
2021-02-01,6874.0
2021-02-02,6740.0
2021-02-03,6768.0
2021-02-04,6986.0
2021-02-05,6798.0
2021-02-08,6834.0
2021-02-09,6970.0
2021-02-10,7240.0
2021-02-18,7482.0
2021-02-19,7344.0
2021-02-22,7496.0
2021-02-23,7552.0
2021-02-24,7628.0
2021-02-25,7518.0
2021-02-26,7632.0
2021-03-01,7726.0
2021-03-02,7648.0
2021-03-03,7584.0
2021-03-04,7506.0
2021-03-05,7814.0
2021-03-08,7758.0
2021-03-09,7564.0
2021-03-10,7558.0
2021-03-11,7416.0
2021-03-12,7270.0
2021-03-15,7140.0
2021-03-16,7038.0
2021-03-17,6978.0
2021-03-18,7112.0
2021-03-19,6910.0
2021-03-22,7054.0
2021-03-23,6920.0
2021-03-24,6834.0
2021-03-25,6942.0
2021-03-26,6910.0
2021-03-29,6832.0
2021-03-30,6788.0
2021-03-31,6784.0
2021-04-01,6792.0
2021-04-02,6854.0
2021-04-06,6834.0
2021-04-07,6830.0
2021-04-08,6766.0
2021-04-09,6712.0
2021-04-12,6708.0
2021-04-13,6778.0
