datetime,SM2501
2024-01-16,6456.0
2024-01-17,6460.0
2024-01-18,6360.0
2024-01-19,6500.0
2024-01-22,6468.0
2024-01-23,6446.0
2024-01-24,6470.0
2024-01-25,6482.0
2024-01-26,6534.0
2024-01-29,6550.0
2024-01-30,6550.0
2024-01-31,6398.0
2024-02-01,6396.0
2024-02-02,6380.0
2024-02-05,6344.0
2024-02-06,6350.0
2024-02-07,6360.0
2024-02-08,6420.0
2024-02-19,6398.0
2024-02-20,6404.0
2024-02-21,6424.0
2024-02-22,6458.0
2024-02-23,6456.0
2024-02-26,6444.0
2024-02-27,6422.0
2024-02-28,6448.0
2024-02-29,6448.0
2024-03-01,6450.0
2024-03-04,6392.0
2024-03-05,6400.0
2024-03-06,6392.0
2024-03-07,6400.0
2024-03-08,6400.0
2024-03-11,6370.0
2024-03-12,6384.0
2024-03-13,6364.0
2024-03-14,6344.0
2024-03-15,6290.0
2024-03-18,6334.0
2024-03-19,6330.0
2024-03-20,6312.0
2024-03-21,6324.0
2024-03-22,6312.0
2024-03-25,6310.0
2024-03-26,6210.0
2024-03-27,6198.0
2024-03-28,6204.0
2024-03-29,6206.0
2024-04-01,6200.0
2024-04-02,6226.0
2024-04-03,6244.0
2024-04-08,6324.0
2024-04-09,6350.0
2024-04-10,6314.0
2024-04-11,6346.0
2024-04-12,6386.0
2024-04-15,6396.0
2024-04-16,6400.0
2024-04-17,6442.0
2024-04-18,6560.0
2024-04-19,6584.0
2024-04-22,6784.0
2024-04-23,6754.0
2024-04-24,7106.0
2024-04-25,7164.0
2024-04-26,7218.0
2024-04-29,7474.0
2024-04-30,7544.0
2024-05-06,7512.0
2024-05-07,7690.0
2024-05-08,7876.0
2024-05-09,7990.0
2024-05-10,8404.0
2024-05-13,8832.0
2024-05-14,8506.0
2024-05-15,8222.0
2024-05-16,8326.0
2024-05-17,8370.0
2024-05-20,9038.0
2024-05-21,8880.0
2024-05-22,9020.0
2024-05-23,9020.0
2024-05-24,9254.0
2024-05-27,9682.0
2024-05-28,9656.0
2024-05-29,9796.0
2024-05-30,9832.0
2024-05-31,9566.0
2024-06-03,8812.0
2024-06-04,8820.0
2024-06-05,8534.0
2024-06-06,8536.0
2024-06-07,8752.0
2024-06-11,8682.0
2024-06-12,8670.0
2024-06-13,8078.0
2024-06-14,7816.0
2024-06-17,7816.0
2024-06-18,8244.0
2024-06-19,8190.0
2024-06-20,8232.0
2024-06-21,8172.0
2024-06-24,7966.0
2024-06-25,8044.0
2024-06-26,7906.0
2024-06-27,7670.0
2024-06-28,7862.0
2024-07-01,7768.0
2024-07-02,7754.0
2024-07-03,7830.0
2024-07-04,7866.0
2024-07-05,7832.0
2024-07-08,7698.0
2024-07-09,7568.0
2024-07-10,7324.0
2024-07-11,7400.0
2024-07-12,7300.0
2024-07-15,7254.0
2024-07-16,7276.0
2024-07-17,7126.0
2024-07-18,7168.0
2024-07-19,7314.0
2024-07-22,7258.0
2024-07-23,7140.0
2024-07-24,7286.0
2024-07-25,7240.0
2024-07-26,7122.0
2024-07-29,6952.0
2024-07-30,6772.0
2024-07-31,6776.0
2024-08-01,6744.0
2024-08-02,6790.0
2024-08-05,6772.0
2024-08-06,6626.0
2024-08-07,6580.0
2024-08-08,6424.0
2024-08-09,6548.0
2024-08-12,6498.0
2024-08-13,6576.0
2024-08-14,6534.0
2024-08-15,6442.0
2024-08-16,6450.0
2024-08-19,6350.0
2024-08-20,6334.0
2024-08-21,6410.0
2024-08-22,6302.0
2024-08-23,6230.0
2024-08-26,6332.0
