datetime,V2501
2024-01-16,6031.0
2024-01-17,6035.0
2024-01-18,6056.0
2024-01-19,6029.0
2024-01-22,6021.0
2024-01-23,6100.0
2024-01-24,6115.0
2024-01-25,6118.0
2024-01-26,6091.0
2024-01-29,6118.0
2024-01-30,6040.0
2024-01-31,5982.0
2024-02-01,5995.0
2024-02-02,6011.0
2024-02-05,5978.0
2024-02-06,6034.0
2024-02-07,6065.0
2024-02-08,6078.0
2024-02-19,5984.0
2024-02-20,6020.0
2024-02-21,6035.0
2024-02-22,6038.0
2024-02-23,6062.0
2024-02-26,6036.0
2024-02-27,6100.0
2024-02-28,6100.0
2024-02-29,6137.0
2024-03-01,6150.0
2024-03-04,6169.0
2024-03-05,6112.0
2024-03-06,6139.0
2024-03-07,6091.0
2024-03-08,6115.0
2024-03-11,6088.0
2024-03-12,6140.0
2024-03-13,6112.0
2024-03-14,6107.0
2024-03-15,6147.0
2024-03-18,6160.0
2024-03-19,6196.0
2024-03-20,6268.0
2024-03-21,6217.0
2024-03-22,6173.0
2024-03-25,6121.0
2024-03-26,6062.0
2024-03-27,6059.0
2024-03-28,6062.0
2024-03-29,6040.0
2024-04-01,6067.0
2024-04-02,6042.0
2024-04-03,6013.0
2024-04-08,6062.0
2024-04-09,6071.0
2024-04-10,6089.0
2024-04-11,6106.0
2024-04-12,6090.0
2024-04-15,6155.0
2024-04-16,6032.0
2024-04-17,6065.0
2024-04-18,6062.0
2024-04-19,6030.0
2024-04-22,6058.0
2024-04-23,6034.0
2024-04-24,6048.0
2024-04-25,6067.0
2024-04-26,6128.0
2024-04-29,6121.0
2024-04-30,6083.0
2024-05-06,6095.0
2024-05-07,6185.0
2024-05-08,6179.0
2024-05-09,6176.0
2024-05-10,6151.0
2024-05-13,6201.0
2024-05-14,6190.0
2024-05-15,6229.0
2024-05-16,6243.0
2024-05-17,6448.0
2024-05-20,6544.0
2024-05-21,6487.0
2024-05-22,6550.0
2024-05-23,6563.0
2024-05-24,6633.0
2024-05-27,6616.0
2024-05-28,6570.0
2024-05-29,6612.0
2024-05-30,6673.0
2024-05-31,6719.0
2024-06-03,6445.0
2024-06-04,6483.0
2024-06-05,6440.0
2024-06-06,6425.0
2024-06-07,6447.0
2024-06-11,6387.0
2024-06-12,6401.0
2024-06-13,6359.0
2024-06-14,6374.0
2024-06-17,6284.0
2024-06-18,6270.0
2024-06-19,6322.0
2024-06-20,6313.0
2024-06-21,6255.0
2024-06-24,6186.0
2024-06-25,6240.0
2024-06-26,6229.0
2024-06-27,6189.0
2024-06-28,6215.0
2024-07-01,6255.0
2024-07-02,6285.0
2024-07-03,6293.0
2024-07-04,6213.0
2024-07-05,6183.0
2024-07-08,6123.0
2024-07-09,6140.0
2024-07-10,6072.0
2024-07-11,6094.0
2024-07-12,6097.0
2024-07-15,6005.0
2024-07-16,6025.0
2024-07-17,6079.0
2024-07-18,6061.0
2024-07-19,6029.0
2024-07-22,6029.0
2024-07-23,5930.0
2024-07-24,5962.0
2024-07-25,5904.0
2024-07-26,5905.0
2024-07-29,5862.0
2024-07-30,5803.0
2024-07-31,5879.0
2024-08-01,5866.0
2024-08-02,5887.0
2024-08-05,5861.0
2024-08-06,5796.0
2024-08-07,5792.0
2024-08-08,5748.0
2024-08-09,5728.0
2024-08-12,5663.0
2024-08-13,5575.0
2024-08-14,5605.0
2024-08-15,5513.0
2024-08-16,5518.0
2024-08-19,5589.0
2024-08-20,5601.0
2024-08-21,5709.0
2024-08-22,5623.0
2024-08-23,5542.0
2024-08-26,5661.0
2024-08-27,5669.0
2024-08-28,5626.0
2024-08-29,5621.0
2024-08-30,5586.0
2024-09-02,5470.0
2024-09-03,5410.0
2024-09-04,5367.0
2024-09-05,5330.0
2024-09-06,5358.0
2024-09-09,5398.0
2024-09-10,5339.0
2024-09-11,5390.0
2024-09-12,5397.0
2024-09-13,5326.0
2024-09-18,5202.0
2024-09-19,5289.0
2024-09-20,5229.0
