datetime,B2209
2021-09-16,4024.0
2021-09-23,4000.0
2021-09-24,3987.0
2021-09-27,4042.0
2021-10-11,4052.0
2021-10-12,4047.0
2021-10-14,4003.0
2021-10-18,4052.0
2021-10-19,3980.0
2021-10-21,4061.0
2021-10-25,3951.0
2021-10-26,4030.0
2021-10-27,3989.0
2021-10-28,3969.0
2021-10-29,3974.0
2021-11-03,3961.0
2021-11-08,3836.0
2021-11-09,3720.0
2021-11-10,3808.0
2021-11-15,3879.0
2021-11-19,3952.0
2021-11-25,3950.0
2021-12-01,3816.0
2021-12-06,3883.0
2021-12-09,3883.0
2021-12-13,3886.0
2021-12-14,3833.0
2021-12-17,3924.0
2021-12-21,3906.0
2021-12-22,3930.0
2021-12-23,3975.0
2021-12-24,3997.0
2021-12-27,4011.0
2021-12-28,4031.0
2021-12-31,4008.0
2022-01-04,4020.0
2022-01-05,4083.0
2022-01-06,4058.0
2022-01-07,4032.0
2022-01-10,4083.0
2022-01-11,4074.0
2022-01-13,4058.0
2022-01-14,4037.0
2022-01-17,4031.0
2022-01-19,4095.0
2022-01-20,4135.0
2022-01-21,4135.0
2022-01-24,4135.0
2022-01-25,4135.0
2022-01-26,4174.0
2022-01-27,4160.0
2022-01-28,4306.0
2022-02-07,4608.0
2022-02-08,4574.0
2022-02-09,4574.0
2022-02-10,4592.0
2022-02-11,4528.0
2022-02-14,4590.0
2022-02-15,4537.0
2022-02-16,4509.0
2022-02-17,4588.0
2022-02-18,4615.0
2022-02-21,4608.0
2022-02-22,4618.0
2022-02-23,4704.0
2022-02-24,4950.0
2022-02-25,4811.0
2022-02-28,4792.0
2022-03-01,4843.0
2022-03-02,4881.0
2022-03-03,4912.0
2022-03-04,4828.0
2022-03-07,4968.0
2022-03-08,4986.0
2022-03-09,5084.0
2022-03-10,4995.0
2022-03-11,5010.0
2022-03-14,4997.0
2022-03-15,4901.0
2022-03-16,5016.0
2022-03-17,4973.0
2022-03-18,5072.0
2022-03-21,5073.0
2022-03-22,5189.0
2022-03-23,5169.0
2022-03-24,5191.0
2022-03-25,5148.0
2022-03-28,5130.0
2022-03-29,5055.0
2022-03-30,4955.0
2022-03-31,5026.0
2022-04-01,4794.0
2022-04-06,4889.0
2022-04-07,4855.0
2022-04-08,4910.0
2022-04-11,4968.0
2022-04-12,4999.0
2022-04-13,4970.0
2022-04-14,5025.0
2022-04-15,5044.0
2022-04-18,5047.0
2022-04-19,5155.0
2022-04-20,5162.0
2022-04-21,5219.0
2022-04-22,5189.0
2022-04-25,5078.0
2022-04-26,5122.0
2022-04-27,5175.0
2022-04-28,5256.0
2022-04-29,5269.0
2022-05-05,5225.0
2022-05-06,5129.0
2022-05-09,5054.0
2022-05-10,5066.0
2022-05-11,5073.0
2022-05-12,5075.0
2022-05-13,5225.0
2022-05-16,5312.0
2022-05-17,5280.0
2022-05-18,5279.0
2022-05-19,5266.0
2022-05-20,5335.0
2022-05-23,5354.0
2022-05-24,5289.0
2022-05-25,5305.0
2022-05-26,5325.0
2022-05-27,5430.0
2022-05-30,5412.0
2022-05-31,5448.0
2022-06-01,5357.0
2022-06-02,5373.0
2022-06-06,5419.0
2022-06-07,5403.0
2022-06-08,5499.0
2022-06-09,5428.0
2022-06-10,5507.0
2022-06-13,5383.0
2022-06-14,5372.0
2022-06-15,5298.0
2022-06-16,5275.0
2022-06-17,5329.0
2022-06-20,5206.0
2022-06-21,5127.0
2022-06-22,4986.0
2022-06-23,4827.0
2022-06-24,4707.0
2022-06-27,4798.0
2022-06-28,4917.0
2022-06-29,4867.0
2022-06-30,4893.0
2022-07-01,4752.0
2022-07-04,4690.0
2022-07-05,4591.0
2022-07-06,4501.0
2022-07-07,4573.0
2022-07-08,4669.0
2022-07-11,4739.0
2022-07-12,4719.0
2022-07-13,4592.0
2022-07-14,4666.0
2022-07-15,4632.0
2022-07-18,4760.0
2022-07-19,4727.0
2022-07-20,4661.0
2022-07-21,4651.0
2022-07-22,4592.0
2022-07-25,4630.0
2022-07-26,4775.0
2022-07-27,4774.0
2022-07-28,4916.0
2022-07-29,4954.0
2022-08-01,4932.0
2022-08-02,4860.0
2022-08-03,4905.0
2022-08-04,4776.0
2022-08-05,4925.0
2022-08-08,4938.0
2022-08-09,4923.0
2022-08-10,4949.0
2022-08-11,4951.0
2022-08-12,5043.0
2022-08-15,4939.0
2022-08-16,4946.0
2022-08-17,4978.0
2022-08-18,4932.0
2022-08-19,5005.0
2022-08-22,5044.0
2022-08-23,5216.0
2022-08-24,5252.0
2022-08-25,5269.0
2022-08-26,5200.0
2022-08-29,5192.0
2022-08-30,5180.0
2022-08-31,5340.0
2022-09-01,5189.0
