datetime,TA2109
2020-09-15,3860.0
2020-09-16,3866.0
2020-09-17,3838.0
2020-09-18,3858.0
2020-09-21,3812.0
2020-09-22,3798.0
2020-09-23,3746.0
2020-09-24,3760.0
2020-09-25,3746.0
2020-09-28,3680.0
2020-09-29,3682.0
2020-09-30,3644.0
2020-10-09,3676.0
2020-10-12,3704.0
2020-10-13,3706.0
2020-10-14,3736.0
2020-10-15,3774.0
2020-10-16,3796.0
2020-10-19,3798.0
2020-10-20,3800.0
2020-10-21,3832.0
2020-10-22,3790.0
2020-10-23,3746.0
2020-10-26,3706.0
2020-10-27,3694.0
2020-10-28,3662.0
2020-10-29,3658.0
2020-10-30,3590.0
2020-11-02,3578.0
2020-11-03,3608.0
2020-11-04,3600.0
2020-11-05,3532.0
2020-11-06,3470.0
2020-11-09,3492.0
2020-11-10,3516.0
2020-11-11,3612.0
2020-11-12,3612.0
2020-11-13,3604.0
2020-11-16,3618.0
2020-11-17,3616.0
2020-11-18,3658.0
2020-11-19,3674.0
2020-11-20,3716.0
2020-11-23,3704.0
2020-11-24,3716.0
2020-11-25,3720.0
2020-11-26,3710.0
2020-11-27,3732.0
2020-11-30,3654.0
2020-12-01,3672.0
2020-12-02,3660.0
2020-12-03,3704.0
2020-12-04,3822.0
2020-12-07,3884.0
2020-12-08,3836.0
2020-12-09,3798.0
2020-12-10,3784.0
2020-12-11,3858.0
2020-12-14,3948.0
2020-12-15,3916.0
2020-12-16,3928.0
2020-12-17,3980.0
2020-12-18,3952.0
2020-12-21,3924.0
2020-12-22,3888.0
2020-12-23,3882.0
2020-12-24,3918.0
2020-12-25,3932.0
2020-12-28,3884.0
2020-12-29,3876.0
2020-12-30,3890.0
2020-12-31,3926.0
2021-01-04,4030.0
2021-01-05,3996.0
2021-01-06,4056.0
2021-01-07,4158.0
2021-01-08,4124.0
2021-01-11,4002.0
2021-01-12,4052.0
2021-01-13,4148.0
2021-01-14,4130.0
2021-01-15,4128.0
2021-01-18,4076.0
2021-01-19,4068.0
2021-01-20,4070.0
2021-01-21,4058.0
2021-01-22,3990.0
2021-01-25,4018.0
2021-01-26,3986.0
2021-01-27,4036.0
2021-01-28,4006.0
2021-01-29,4122.0
2021-02-01,4198.0
2021-02-02,4214.0
2021-02-03,4184.0
2021-02-04,4236.0
2021-02-05,4220.0
2021-02-08,4246.0
2021-02-09,4254.0
2021-02-10,4230.0
2021-02-18,4388.0
2021-02-19,4384.0
2021-02-22,4506.0
2021-02-23,4652.0
2021-02-24,4800.0
2021-02-25,4970.0
2021-02-26,4858.0
2021-03-01,4840.0
2021-03-02,4650.0
2021-03-03,4642.0
2021-03-04,4702.0
2021-03-05,4794.0
2021-03-08,4862.0
2021-03-09,4668.0
2021-03-10,4526.0
2021-03-11,4620.0
2021-03-12,4642.0
2021-03-15,4642.0
2021-03-16,4546.0
2021-03-17,4638.0
2021-03-18,4642.0
2021-03-19,4388.0
2021-03-22,4450.0
2021-03-23,4448.0
2021-03-24,4416.0
2021-03-25,4402.0
2021-03-26,4518.0
2021-03-29,4490.0
2021-03-30,4484.0
2021-03-31,4470.0
2021-04-01,4462.0
2021-04-02,4564.0
2021-04-06,4618.0
