datetime,OI2309
2022-09-16,9807.0
2022-09-19,9736.0
2022-09-20,9717.0
2022-09-21,9823.0
2022-09-22,9866.0
2022-09-23,9766.0
2022-09-26,9456.0
2022-09-27,9777.0
2022-09-28,9715.0
2022-09-29,9696.0
2022-09-30,9780.0
2022-10-10,9717.0
2022-10-11,9733.0
2022-10-12,9741.0
2022-10-13,9774.0
2022-10-14,10033.0
2022-10-17,9829.0
2022-10-18,9902.0
2022-10-19,10084.0
2022-10-20,10061.0
2022-10-21,9980.0
2022-10-24,9875.0
2022-10-25,9999.0
2022-10-26,10060.0
2022-10-27,9987.0
2022-10-28,9826.0
2022-10-31,9718.0
2022-11-01,9990.0
2022-11-02,10144.0
2022-11-03,10141.0
2022-11-04,10276.0
2022-11-07,10326.0
2022-11-08,10267.0
2022-11-09,10145.0
2022-11-10,10302.0
2022-11-11,10334.0
2022-11-14,10197.0
2022-11-15,10205.0
2022-11-16,10073.0
2022-11-17,10002.0
2022-11-18,9851.0
2022-11-21,9780.0
2022-11-22,9786.0
2022-11-23,9796.0
2022-11-24,9860.0
2022-11-25,9790.0
2022-11-28,9821.0
2022-11-29,9940.0
2022-11-30,10026.0
2022-12-01,9860.0
2022-12-02,9839.0
2022-12-05,9862.0
2022-12-06,9919.0
2022-12-07,9775.0
2022-12-08,9828.0
2022-12-09,9977.0
2022-12-12,9779.0
2022-12-13,9998.0
2022-12-14,10085.0
2022-12-15,10141.0
2022-12-16,9957.0
2022-12-19,9811.0
2022-12-20,9803.0
2022-12-21,9891.0
2022-12-22,9911.0
2022-12-23,9936.0
2022-12-26,10028.0
2022-12-27,10356.0
2022-12-28,10427.0
2022-12-29,10446.0
2022-12-30,10484.0
2023-01-03,10498.0
2023-01-04,10489.0
2023-01-05,10314.0
2023-01-06,10284.0
2023-01-09,10121.0
2023-01-10,9980.0
2023-01-11,10002.0
2023-01-12,9988.0
2023-01-13,9894.0
2023-01-16,9907.0
2023-01-17,9906.0
2023-01-18,10022.0
2023-01-19,9935.0
2023-01-20,9962.0
2023-01-30,10011.0
2023-01-31,9960.0
2023-02-01,9974.0
2023-02-02,9740.0
2023-02-03,9960.0
2023-02-06,10008.0
2023-02-07,9982.0
2023-02-08,9964.0
2023-02-09,9970.0
2023-02-10,9825.0
2023-02-13,9890.0
2023-02-14,9901.0
2023-02-15,9865.0
2023-02-16,9946.0
2023-02-17,10071.0
2023-02-20,10017.0
2023-02-21,10013.0
2023-02-22,10003.0
2023-02-23,9911.0
2023-02-24,9938.0
2023-02-27,9905.0
2023-02-28,9910.0
2023-03-01,9897.0
2023-03-02,9958.0
2023-03-03,10041.0
2023-03-06,9860.0
2023-03-07,9806.0
2023-03-08,9698.0
2023-03-09,9599.0
2023-03-10,9305.0
2023-03-13,9259.0
2023-03-14,9193.0
2023-03-15,9090.0
2023-03-16,8841.0
2023-03-17,8875.0
2023-03-20,8813.0
2023-03-21,8712.0
2023-03-22,8629.0
2023-03-23,8370.0
2023-03-24,8338.0
2023-03-27,8361.0
2023-03-28,8437.0
2023-03-29,8366.0
2023-03-30,8449.0
2023-03-31,8555.0
2023-04-03,8628.0
2023-04-04,8672.0
2023-04-06,8619.0
2023-04-07,8643.0
2023-04-10,8548.0
2023-04-11,8624.0
2023-04-12,8508.0
2023-04-13,8455.0
2023-04-14,8481.0
2023-04-17,8505.0
2023-04-18,8665.0
2023-04-19,8648.0
2023-04-20,8517.0
2023-04-21,8357.0
2023-04-24,8226.0
2023-04-25,8238.0
2023-04-26,8149.0
2023-04-27,8063.0
2023-04-28,8047.0
2023-05-04,8127.0
2023-05-05,8161.0
2023-05-08,8322.0
2023-05-09,8239.0
2023-05-10,8248.0
2023-05-11,8075.0
2023-05-12,8003.0
2023-05-15,8110.0
2023-05-16,8076.0
2023-05-17,7976.0
2023-05-18,7926.0
2023-05-19,8015.0
2023-05-22,7675.0
2023-05-23,7642.0
2023-05-24,7676.0
2023-05-25,7758.0
2023-05-26,7817.0
2023-05-29,7789.0
2023-05-30,7759.0
2023-05-31,7469.0
2023-06-01,7612.0
2023-06-02,7715.0
2023-06-05,7723.0
2023-06-06,7732.0
2023-06-07,7686.0
2023-06-08,7660.0
2023-06-09,7943.0
2023-06-12,7858.0
2023-06-13,7954.0
2023-06-14,8098.0
2023-06-15,8169.0
2023-06-16,8473.0
2023-06-19,8484.0
2023-06-20,8591.0
2023-06-21,8500.0
2023-06-26,8630.0
2023-06-27,8583.0
2023-06-28,8684.0
2023-06-29,8672.0
2023-06-30,8768.0
2023-07-03,9310.0
2023-07-04,9219.0
2023-07-05,9187.0
2023-07-06,9372.0
2023-07-07,9265.0
2023-07-10,9365.0
2023-07-11,9463.0
2023-07-12,9632.0
2023-07-13,9734.0
2023-07-14,9703.0
2023-07-17,9573.0
2023-07-18,9650.0
2023-07-19,9645.0
2023-07-20,9850.0
2023-07-21,9844.0
2023-07-24,9640.0
2023-07-25,9689.0
2023-07-26,9822.0
2023-07-27,9711.0
2023-07-28,9664.0
2023-07-31,9383.0
2023-08-01,9437.0
2023-08-02,9389.0
2023-08-03,9199.0
2023-08-04,9275.0
2023-08-07,9276.0
2023-08-08,9186.0
2023-08-09,9303.0
2023-08-10,9152.0
2023-08-11,9086.0
2023-08-14,9143.0
2023-08-15,9187.0
2023-08-16,9174.0
2023-08-17,9360.0
2023-08-18,9319.0
2023-08-21,9465.0
2023-08-22,9346.0
2023-08-23,9322.0
2023-08-24,9478.0
2023-08-25,9518.0
2023-08-28,9537.0
2023-08-29,9617.0
2023-08-30,9656.0
2023-08-31,9707.0
2023-09-01,9670.0
2023-09-04,9500.0
2023-09-05,9539.0
2023-09-06,9528.0
2023-09-07,9352.0
2023-09-08,8996.0
2023-09-11,9254.0
