d,c
2020-09-15,2973.0
2020-09-16,2939.0
2020-09-17,2933.0
2020-09-18,2980.0
2020-09-21,2966.0
2020-09-22,2940.0
2020-09-23,2914.0
2020-09-24,2888.0
2020-09-25,2890.0
2020-09-28,2924.0
2020-09-29,2901.0
2020-09-30,2896.0
2020-10-09,2981.0
2020-10-12,3041.0
2020-10-13,3006.0
2020-10-14,3007.0
2020-10-15,3017.0
2020-10-16,3063.0
2020-10-19,3083.0
2020-10-20,3108.0
2020-10-21,3084.0
2020-10-22,3086.0
2020-10-23,3061.0
2020-10-26,3092.0
2020-10-27,3095.0
2020-10-28,3097.0
2020-10-29,3054.0
2020-10-30,3050.0
2020-11-02,3055.0
2020-11-03,3083.0
2020-11-04,3094.0
2020-11-05,3161.0
2020-11-06,3149.0
2020-11-09,3117.0
2020-11-10,3123.0
2020-11-11,3217.0
2020-11-12,3201.0
2020-11-13,3184.0
2020-11-16,3173.0
2020-11-17,3189.0
2020-11-18,3179.0
2020-11-19,3191.0
2020-11-20,3236.0
2020-11-23,3271.0
2020-11-24,3250.0
2020-11-25,3257.0
2020-11-26,3254.0
2020-11-27,3239.0
2020-11-30,3263.0
2020-12-01,3209.0
2020-12-02,3157.0
2020-12-03,3146.0
2020-12-04,3176.0
2020-12-07,3164.0
2020-12-08,3149.0
2020-12-09,3146.0
2020-12-10,3184.0
2020-12-11,3143.0
2020-12-14,3167.0
2020-12-15,3156.0
2020-12-16,3187.0
2020-12-17,3191.0
2020-12-18,3229.0
2020-12-21,3335.0
2020-12-22,3355.0
2020-12-23,3369.0
2020-12-24,3359.0
2020-12-25,3362.0
2020-12-28,3364.0
2020-12-29,3328.0
2020-12-30,3415.0
2020-12-31,3518.0
2021-01-04,3523.0
2021-01-05,3519.0
2021-01-06,3573.0
2021-01-07,3556.0
2021-01-08,3566.0
2021-01-11,3618.0
2021-01-12,3630.0
2021-01-13,3767.0
2021-01-14,3728.0
2021-01-15,3712.0
2021-01-18,3695.0
2021-01-19,3688.0
2021-01-20,3554.0
2021-01-21,3581.0
2021-01-22,3494.0
2021-01-25,3437.0
2021-01-26,3445.0
2021-01-27,3532.0
2021-01-28,3501.0
2021-01-29,3496.0
2021-02-01,3512.0
2021-02-02,3454.0
2021-02-03,3455.0
2021-02-04,3516.0
2021-02-05,3537.0
2021-02-08,3489.0
2021-02-09,3545.0
2021-02-10,3500.0
2021-02-18,3507.0
2021-02-19,3488.0
2021-02-22,3540.0
2021-02-23,3625.0
2021-02-24,3616.0
2021-02-25,3613.0
2021-02-26,3472.0
2021-03-01,3470.0
2021-03-02,3400.0
2021-03-03,3452.0
2021-03-04,3420.0
2021-03-05,3431.0
2021-03-08,3492.0
2021-03-09,3428.0
2021-03-10,3356.0
2021-03-11,3294.0
2021-03-12,3295.0
2021-03-15,3275.0
2021-03-16,3305.0
2021-03-17,3342.0
2021-03-18,3332.0
2021-03-19,3331.0
2021-03-22,3370.0
2021-03-23,3349.0
2021-03-24,3382.0
2021-03-25,3397.0
2021-03-26,3437.0
2021-03-29,3404.0
2021-03-30,3398.0
2021-03-31,3383.0
2021-04-01,3524.0
2021-04-02,3507.0
2021-04-06,3490.0
2021-04-07,3547.0
2021-04-08,3517.0
2021-04-09,3524.0
2021-04-12,3453.0
2021-04-13,3442.0
2021-04-14,3422.0
2021-04-15,3468.0
2021-04-16,3515.0
2021-04-19,3542.0
2021-04-20,3570.0
2021-04-21,3580.0
2021-04-22,3629.0
2021-04-23,3647.0
2021-04-26,3649.0
2021-04-27,3682.0
2021-04-28,3613.0
2021-04-29,3587.0
2021-04-30,3575.0
2021-05-06,3669.0
2021-05-07,3709.0
2021-05-10,3689.0
2021-05-11,3674.0
2021-05-12,3769.0
2021-05-13,3678.0
2021-05-14,3607.0
2021-05-17,3606.0
2021-05-18,3623.0
2021-05-19,3571.0
2021-05-20,3567.0
2021-05-21,3524.0
2021-05-24,3528.0
2021-05-25,3538.0
2021-05-26,3508.0
2021-05-27,3472.0
2021-05-28,3532.0
2021-05-31,3521.0
2021-06-01,3541.0
2021-06-02,3567.0
2021-06-03,3604.0
2021-06-04,3535.0
2021-06-07,3622.0
2021-06-08,3615.0
2021-06-09,3619.0
2021-06-10,3628.0
2021-06-11,3642.0
2021-06-15,3494.0
2021-06-16,3474.0
2021-06-17,3450.0
2021-06-18,3373.0
2021-06-21,3394.0
2021-06-22,3393.0
2021-06-23,3384.0
2021-06-24,3390.0
2021-06-25,3397.0
2021-06-28,3448.0
2021-06-29,3458.0
2021-06-30,3486.0
2021-07-01,3639.0
2021-07-02,3694.0
2021-07-05,3655.0
2021-07-06,3634.0
2021-07-07,3571.0
2021-07-08,3584.0
2021-07-09,3580.0
2021-07-12,3590.0
2021-07-13,3613.0
2021-07-14,3625.0
2021-07-15,3662.0
2021-07-16,3663.0
2021-07-19,3709.0
2021-07-20,3704.0
2021-07-21,3678.0
2021-07-22,3622.0
2021-07-23,3578.0
2021-07-26,3503.0
2021-07-27,3533.0
2021-07-28,3553.0
2021-07-29,3623.0
2021-07-30,3652.0
2021-08-02,3636.0
2021-08-03,3625.0
2021-08-04,3588.0
2021-08-05,3558.0
2021-08-06,3577.0
2021-08-09,3617.0
2021-08-10,3628.0
2021-08-11,3620.0
2021-08-12,3563.0
2021-08-13,3662.0
2021-08-16,3675.0
2021-08-17,3673.0
2021-08-18,3646.0
2021-08-19,3598.0
2021-08-20,3602.0
2021-08-23,3584.0
2021-08-24,3630.0
2021-08-25,3640.0
2021-08-26,3631.0
2021-08-27,3622.0
2021-08-30,3649.0
2021-08-31,3732.0
2021-09-01,3692.0
2021-09-02,3718.0
2021-09-03,3777.0
2021-09-06,3787.0
2021-09-07,3796.0
2021-09-08,3786.0
2021-09-09,3772.0
2021-09-10,3792.0
2021-09-13,3833.0
2021-09-14,3848.0
