datetime,PF2401
2023-01-30,7562.0
2023-01-31,7500.0
2023-02-01,7526.0
2023-02-02,7388.0
2023-02-09,7358.0
2023-02-10,7208.0
2023-02-13,7220.0
2023-02-14,7190.0
2023-02-15,7174.0
2023-02-16,7222.0
2023-02-17,7186.0
2023-02-20,7192.0
2023-02-21,7308.0
2023-02-22,7350.0
2023-02-23,7304.0
2023-02-24,7374.0
2023-02-27,7362.0
2023-02-28,7308.0
2023-03-01,7390.0
2023-03-02,7390.0
2023-03-03,7400.0
2023-03-07,7420.0
2023-03-08,7360.0
2023-03-09,7308.0
2023-03-14,7120.0
2023-03-15,7108.0
2023-03-16,6958.0
2023-03-17,7000.0
2023-03-20,6968.0
2023-03-21,6962.0
2023-03-22,6990.0
2023-03-23,7004.0
2023-03-24,7126.0
2023-03-27,7136.0
2023-03-28,7180.0
2023-03-29,7202.0
2023-03-30,7216.0
2023-03-31,7236.0
2023-04-03,7346.0
2023-04-04,7402.0
2023-04-06,7336.0
2023-04-07,7294.0
2023-04-10,7256.0
2023-04-11,7398.0
2023-04-12,7318.0
2023-04-13,7326.0
2023-04-14,7422.0
2023-04-17,7410.0
2023-04-18,7386.0
2023-04-19,7334.0
2023-04-20,7258.0
2023-04-21,7198.0
2023-04-24,7150.0
2023-04-25,7170.0
2023-04-26,7134.0
2023-04-27,7054.0
2023-04-28,7090.0
2023-05-04,7010.0
2023-05-05,6914.0
2023-05-08,7018.0
2023-05-09,6980.0
2023-05-10,6944.0
2023-05-11,6974.0
2023-05-12,6866.0
2023-05-15,6812.0
2023-05-16,6804.0
2023-05-17,6850.0
2023-05-18,6914.0
2023-05-19,6956.0
2023-05-22,6818.0
2023-05-23,6880.0
2023-05-24,6860.0
2023-05-25,6898.0
2023-05-26,6878.0
2023-05-29,6914.0
2023-05-30,6908.0
2023-05-31,6802.0
2023-06-01,6940.0
2023-06-02,6962.0
2023-06-05,6966.0
2023-06-06,6908.0
2023-06-07,6914.0
2023-06-08,6872.0
2023-06-09,6896.0
2023-06-12,6818.0
2023-06-13,6860.0
2023-06-14,6940.0
2023-06-15,6956.0
2023-06-16,6964.0
2023-06-19,6888.0
2023-06-20,6938.0
2023-06-21,6944.0
2023-06-26,6840.0
2023-06-27,6854.0
2023-06-28,6850.0
2023-06-29,6878.0
2023-06-30,6896.0
2023-07-03,6950.0
2023-07-04,6960.0
2023-07-05,6960.0
2023-07-06,7000.0
2023-07-07,7100.0
2023-07-10,7122.0
2023-07-11,7164.0
2023-07-12,7222.0
2023-07-13,7276.0
2023-07-14,7332.0
2023-07-17,7210.0
2023-07-18,7230.0
2023-07-19,7284.0
2023-07-20,7292.0
2023-07-21,7304.0
2023-07-24,7244.0
2023-07-25,7320.0
2023-07-26,7332.0
2023-07-27,7346.0
2023-07-28,7486.0
2023-07-31,7460.0
2023-08-01,7438.0
2023-08-02,7384.0
2023-08-03,7232.0
2023-08-04,7258.0
2023-08-07,7248.0
2023-08-08,7262.0
2023-08-09,7330.0
2023-08-10,7324.0
2023-08-11,7382.0
2023-08-14,7298.0
2023-08-15,7306.0
2023-08-16,7280.0
2023-08-17,7288.0
2023-08-18,7396.0
2023-08-21,7502.0
2023-08-22,7506.0
2023-08-23,7490.0
2023-08-24,7478.0
2023-08-25,7558.0
2023-08-28,7508.0
2023-08-29,7462.0
2023-08-30,7620.0
2023-08-31,7602.0
2023-09-01,7644.0
2023-09-04,7552.0
2023-09-05,7548.0
2023-09-06,7634.0
2023-09-07,7568.0
2023-09-08,7526.0
2023-09-11,7622.0
2023-09-12,7796.0
2023-09-13,7778.0
2023-09-14,7844.0
2023-09-15,7880.0
2023-09-18,7832.0
2023-09-19,7834.0
2023-09-20,7812.0
2023-09-21,7724.0
2023-09-22,7750.0
2023-09-25,7704.0
2023-09-26,7606.0
2023-09-27,7618.0
2023-09-28,7672.0
2023-10-09,7442.0
2023-10-10,7376.0
2023-10-11,7352.0
2023-10-12,7290.0
2023-10-13,7284.0
2023-10-16,7324.0
2023-10-17,7290.0
2023-10-18,7290.0
2023-10-19,7270.0
2023-10-20,7256.0
2023-10-23,7220.0
2023-10-24,7290.0
2023-10-25,7302.0
2023-10-26,7324.0
2023-10-27,7338.0
2023-10-30,7396.0
2023-10-31,7390.0
2023-11-01,7378.0
2023-11-02,7344.0
2023-11-03,7408.0
2023-11-06,7354.0
2023-11-07,7328.0
2023-11-08,7334.0
2023-11-09,7316.0
2023-11-10,7348.0
2023-11-13,7308.0
2023-11-14,7374.0
2023-11-15,7414.0
2023-11-16,7506.0
2023-11-17,7496.0
2023-11-20,7476.0
2023-11-21,7290.0
2023-11-22,7258.0
2023-11-23,7248.0
2023-11-24,7234.0
2023-11-27,7162.0
2023-11-28,7126.0
2023-11-29,7106.0
2023-11-30,7218.0
2023-12-01,7134.0
2023-12-04,7112.0
2023-12-05,7114.0
2023-12-06,7140.0
2023-12-07,7100.0
2023-12-08,7152.0
2023-12-11,7136.0
2023-12-12,7158.0
2023-12-13,7018.0
2023-12-14,6992.0
2023-12-15,7080.0
2023-12-18,7120.0
2023-12-19,7166.0
2023-12-20,7252.0
2023-12-21,7316.0
2023-12-22,7336.0
2023-12-25,7270.0
2023-12-26,7254.0
2023-12-27,7268.0
2023-12-28,7222.0
2023-12-29,7058.0
2024-01-02,7084.0
2024-01-03,6966.0
