datetime,SM2405
2023-05-18,6690.0
2023-05-19,6650.0
2023-05-22,6600.0
2023-05-23,6576.0
2023-05-24,6540.0
2023-05-25,6550.0
2023-05-26,6508.0
2023-05-29,6550.0
2023-05-30,6518.0
2023-05-31,6434.0
2023-06-01,6452.0
2023-06-02,6486.0
2023-06-05,6476.0
2023-06-06,6464.0
2023-06-07,6372.0
2023-06-08,6346.0
2023-06-09,6388.0
2023-06-12,6346.0
2023-06-13,6372.0
2023-06-14,6368.0
2023-06-15,6386.0
2023-06-16,6458.0
2023-06-19,6446.0
2023-06-20,6380.0
2023-06-21,6428.0
2023-06-26,6388.0
2023-06-27,6426.0
2023-06-28,6430.0
2023-06-29,6438.0
2023-06-30,6396.0
2023-07-03,6394.0
2023-07-04,6398.0
2023-07-05,6366.0
2023-07-06,6370.0
2023-07-07,6418.0
2023-07-10,6388.0
2023-07-11,6480.0
2023-07-12,6512.0
2023-07-13,6514.0
2023-07-14,6576.0
2023-07-17,6440.0
2023-07-18,6488.0
2023-07-19,6570.0
2023-07-20,6600.0
2023-07-21,6592.0
2023-07-24,6574.0
2023-07-25,6604.0
2023-07-26,6654.0
2023-07-27,6654.0
2023-07-28,6632.0
2023-07-31,6652.0
2023-08-01,6650.0
2023-08-02,6728.0
2023-08-03,6650.0
2023-08-04,6706.0
2023-08-07,6696.0
2023-08-08,6720.0
2023-08-09,6784.0
2023-08-10,6740.0
2023-08-11,6770.0
2023-08-14,6660.0
2023-08-15,6676.0
2023-08-16,6644.0
2023-08-17,6616.0
2023-08-18,6650.0
2023-08-21,6644.0
2023-08-22,6674.0
2023-08-23,6710.0
2023-08-24,6684.0
2023-08-25,6720.0
2023-08-28,6666.0
2023-08-29,6634.0
2023-08-30,6684.0
2023-08-31,6796.0
2023-09-01,6848.0
2023-09-04,6846.0
2023-09-05,6844.0
2023-09-06,6884.0
2023-09-07,6924.0
2023-09-08,6884.0
2023-09-11,6958.0
2023-09-12,7024.0
2023-09-13,6900.0
2023-09-14,6926.0
2023-09-15,6984.0
2023-09-18,7010.0
2023-09-19,6996.0
2023-09-20,6960.0
2023-09-21,6884.0
