datetime,J1909
2018-09-17,2155.0
2018-09-18,2141.0
2018-09-19,2164.0
2018-09-20,2170.0
2018-09-21,2215.0
2018-09-25,2162.5
2018-09-26,2142.5
2018-09-27,2100.0
2018-09-28,2116.0
2018-10-08,2140.0
2018-10-09,2202.0
2018-10-10,2242.5
2018-10-11,2231.5
2018-10-12,2284.0
2018-10-15,2250.0
2018-10-16,2228.0
2018-10-17,2259.0
2018-10-18,2180.0
2018-10-19,2152.0
2018-10-22,2171.0
2018-10-23,2172.0
2018-10-24,2205.5
2018-10-25,2222.5
2018-10-26,2200.0
2018-10-29,2146.0
2018-10-30,2150.0
2018-10-31,2141.0
2018-11-01,2097.0
2018-11-02,2117.0
2018-11-05,2148.0
2018-11-06,2117.5
2018-11-07,2066.5
2018-11-08,2033.0
2018-11-09,2010.0
2018-11-12,1909.5
2018-11-13,1896.5
2018-11-14,1942.0
2018-11-15,1970.0
2018-11-16,1976.5
2018-11-19,1991.0
2018-11-20,1952.5
2018-11-21,1976.0
2018-11-22,1952.0
2018-11-23,1920.0
2018-11-26,1828.0
2018-11-27,1750.0
2018-11-28,1758.5
2018-11-29,1773.0
2018-11-30,1767.0
2018-12-03,1832.5
2018-12-04,1850.0
2018-12-05,1891.0
2018-12-06,1847.5
2018-12-07,1945.0
2018-12-10,1887.0
2018-12-11,1859.5
2018-12-12,1867.0
2018-12-13,1913.5
2018-12-14,1900.0
2018-12-17,1910.0
2018-12-18,1869.5
2018-12-19,1868.0
2018-12-20,1883.0
2018-12-21,1895.0
2018-12-24,1882.0
2018-12-25,1796.0
2018-12-26,1798.0
2018-12-27,1787.5
2018-12-28,1794.0
2019-01-02,1770.0
2019-01-03,1817.0
2019-01-04,1835.5
2019-01-07,1861.5
2019-01-08,1851.0
2019-01-09,1850.0
2019-01-10,1844.0
2019-01-11,1895.5
2019-01-14,1934.5
2019-01-15,1946.0
2019-01-16,1975.0
2019-01-17,1959.0
2019-01-18,1981.0
2019-01-21,1960.5
2019-01-22,1953.5
2019-01-23,1975.0
2019-01-24,1972.0
2019-01-25,1975.5
2019-01-28,1972.0
2019-01-29,1962.5
2019-01-30,1961.0
2019-01-31,1997.0
2019-02-01,2028.5
2019-02-11,2024.5
2019-02-12,2038.0
2019-02-13,1999.0
2019-02-14,2010.0
2019-02-15,1971.0
2019-02-18,1994.0
2019-02-19,2010.0
2019-02-20,2029.0
2019-02-21,2042.0
2019-02-22,2080.0
2019-02-25,2060.5
2019-02-26,2065.5
2019-02-27,2052.0
2019-02-28,2050.0
2019-03-01,2088.0
2019-03-04,2042.0
2019-03-05,2024.0
2019-03-06,2002.0
2019-03-07,2027.0
2019-03-08,1981.0
2019-03-11,1907.0
2019-03-12,1953.5
2019-03-13,1939.0
2019-03-14,1959.0
2019-03-15,1944.0
2019-03-18,1919.0
2019-03-19,1920.0
2019-03-20,1925.0
2019-03-21,1930.0
2019-03-22,1963.0
2019-03-25,1957.0
2019-03-26,1942.0
2019-03-27,1919.0
2019-03-28,1924.0
2019-03-29,1945.0
2019-04-01,1995.0
2019-04-02,1996.0
2019-04-03,2023.0
2019-04-04,2036.0
2019-04-08,2076.0
2019-04-09,2045.0
2019-04-10,2018.0
2019-04-11,2012.0
2019-04-12,2031.0
2019-04-15,2050.0
2019-04-16,2061.0
2019-04-17,2047.0
2019-04-18,2012.0
2019-04-19,2050.0
2019-04-23,2046.0
2019-04-24,2047.0
2019-04-25,2036.0
2019-04-26,2015.0
2019-04-29,2047.0
2019-04-30,2048.0
2019-05-06,2063.0
2019-05-07,2119.0
2019-05-08,2147.5
2019-05-09,2156.0
2019-05-10,2167.0
2019-05-13,2126.5
2019-05-14,2091.0
2019-05-15,2140.0
2019-05-16,2139.0
2019-05-17,2162.5
2019-05-20,2172.5
2019-05-21,2271.0
2019-05-22,2296.5
2019-05-23,2264.0
2019-05-24,2321.0
2019-05-27,2259.0
2019-05-28,2237.0
2019-05-29,2222.0
2019-05-30,2205.0
2019-05-31,2140.5
2019-06-03,2098.5
2019-06-04,2127.0
2019-06-05,2114.5
2019-06-06,2146.5
2019-06-10,2126.5
2019-06-11,2208.5
2019-06-12,2114.5
2019-06-13,2151.5
2019-06-14,2108.5
2019-06-17,2064.5
2019-06-18,2055.5
2019-06-19,2066.0
2019-06-20,2076.5
2019-06-21,2089.5
2019-06-24,2081.5
2019-06-25,2092.0
2019-06-26,2105.5
2019-06-27,2054.5
2019-06-28,2071.0
2019-07-01,2130.5
2019-07-02,2110.5
2019-07-03,2102.0
2019-07-04,2154.5
