datetime,Y2501
2024-01-16,7316.0
2024-01-17,7300.0
2024-01-18,7274.0
2024-01-19,7360.0
2024-01-22,7336.0
2024-01-23,7368.0
2024-01-24,7422.0
2024-01-25,7422.0
2024-01-26,7374.0
2024-01-29,7294.0
2024-01-30,7210.0
2024-01-31,7170.0
2024-02-01,7154.0
2024-02-02,7122.0
2024-02-05,7106.0
2024-02-06,7110.0
2024-02-07,7140.0
2024-02-08,7188.0
2024-02-19,7192.0
2024-02-20,7192.0
2024-02-21,7204.0
2024-02-22,7244.0
2024-02-23,7220.0
2024-02-26,7150.0
2024-02-27,7216.0
2024-02-28,7230.0
2024-02-29,7290.0
2024-03-01,7372.0
2024-03-04,7374.0
2024-03-05,7332.0
2024-03-06,7420.0
2024-03-07,7408.0
2024-03-08,7514.0
2024-03-11,7494.0
2024-03-12,7558.0
2024-03-13,7612.0
2024-03-14,7644.0
2024-03-15,7652.0
2024-03-18,7724.0
2024-03-19,7724.0
2024-03-20,7798.0
2024-03-21,7784.0
2024-03-22,7734.0
2024-03-25,7720.0
2024-03-26,7668.0
2024-03-27,7562.0
2024-03-28,7580.0
2024-03-29,7692.0
2024-04-01,7756.0
2024-04-02,7748.0
2024-04-03,7856.0
2024-04-08,7696.0
2024-04-09,7744.0
2024-04-10,7748.0
2024-04-11,7740.0
2024-04-12,7670.0
2024-04-15,7664.0
2024-04-16,7600.0
2024-04-17,7524.0
2024-04-18,7532.0
2024-04-19,7470.0
2024-04-22,7510.0
2024-04-23,7626.0
2024-04-24,7684.0
2024-04-25,7586.0
2024-04-26,7656.0
2024-04-29,7692.0
2024-04-30,7664.0
2024-05-06,7732.0
2024-05-07,7880.0
2024-05-08,7848.0
2024-05-09,7772.0
2024-05-10,7654.0
2024-05-13,7828.0
2024-05-14,7826.0
2024-05-15,7892.0
2024-05-16,7868.0
2024-05-17,8046.0
2024-05-20,8062.0
2024-05-21,8076.0
2024-05-22,8120.0
2024-05-23,8086.0
2024-05-24,8056.0
2024-05-27,8016.0
2024-05-28,8174.0
2024-05-29,8212.0
2024-05-30,8096.0
2024-05-31,8206.0
2024-06-03,7970.0
2024-06-04,7932.0
2024-06-05,7884.0
2024-06-06,7974.0
2024-06-07,8046.0
2024-06-11,7908.0
2024-06-12,7988.0
2024-06-13,7956.0
2024-06-14,7932.0
2024-06-17,7800.0
2024-06-18,7862.0
2024-06-19,7958.0
2024-06-20,7936.0
2024-06-21,7886.0
2024-06-24,7900.0
2024-06-25,7838.0
2024-06-26,7874.0
2024-06-27,7840.0
2024-06-28,7896.0
2024-07-01,7954.0
2024-07-02,8094.0
2024-07-03,8068.0
2024-07-04,8066.0
2024-07-05,8022.0
2024-07-08,7978.0
2024-07-09,7868.0
2024-07-10,7670.0
2024-07-11,7672.0
2024-07-12,7722.0
2024-07-15,7672.0
2024-07-16,7692.0
2024-07-17,7714.0
2024-07-18,7774.0
2024-07-19,7756.0
2024-07-22,7838.0
2024-07-23,7868.0
2024-07-24,7778.0
2024-07-25,7770.0
2024-07-26,7864.0
2024-07-29,7750.0
2024-07-30,7676.0
2024-07-31,7696.0
2024-08-01,7624.0
2024-08-02,7710.0
2024-08-05,7634.0
2024-08-06,7456.0
2024-08-07,7456.0
2024-08-08,7484.0
2024-08-09,7546.0
2024-08-12,7516.0
2024-08-13,7348.0
2024-08-14,7306.0
2024-08-15,7364.0
2024-08-16,7328.0
2024-08-19,7368.0
2024-08-20,7408.0
2024-08-21,7436.0
2024-08-22,7424.0
2024-08-23,7426.0
2024-08-26,7566.0
2024-08-27,7632.0
2024-08-28,7652.0
2024-08-29,7658.0
2024-08-30,7784.0
2024-09-02,7652.0
2024-09-03,7798.0
2024-09-04,7682.0
2024-09-05,7662.0
2024-09-06,7704.0
2024-09-09,7706.0
2024-09-10,7670.0
2024-09-11,7708.0
2024-09-12,7660.0
2024-09-13,7638.0
2024-09-18,7802.0
2024-09-19,7866.0
2024-09-20,7902.0
2024-09-23,7890.0
2024-09-24,7976.0
2024-09-25,8018.0
2024-09-26,8148.0
2024-09-27,8142.0
2024-09-30,8148.0
2024-10-08,8180.0
2024-10-09,8168.0
2024-10-10,8214.0
2024-10-11,8266.0
2024-10-14,8222.0
2024-10-15,8144.0
2024-10-16,8272.0
2024-10-17,8206.0
2024-10-18,8244.0
2024-10-21,8206.0
2024-10-22,8290.0
2024-10-23,8466.0
2024-10-24,8464.0
2024-10-25,8518.0
2024-10-28,8428.0
2024-10-29,8378.0
2024-10-30,8422.0
2024-10-31,8460.0
2024-11-01,8588.0
2024-11-04,8670.0
2024-11-05,8612.0
2024-11-06,8684.0
2024-11-07,8816.0
2024-11-08,8840.0
2024-11-11,8838.0
2024-11-12,8636.0
2024-11-13,8292.0
2024-11-14,8320.0
2024-11-15,8274.0
2024-11-18,8120.0
2024-11-19,8266.0
2024-11-20,8240.0
2024-11-21,8112.0
2024-11-22,8018.0
2024-11-25,8058.0
2024-11-26,8040.0
2024-11-27,8110.0
2024-11-28,8078.0
2024-11-29,8196.0
2024-12-02,8100.0
2024-12-03,8058.0
2024-12-04,8038.0
2024-12-05,8048.0
2024-12-06,8016.0
2024-12-09,7956.0
2024-12-10,7986.0
2024-12-11,8130.0
2024-12-12,8060.0
2024-12-13,8018.0
2024-12-16,8044.0
2024-12-17,7996.0
2024-12-18,7678.0
2024-12-19,7516.0
2024-12-20,7636.0
2024-12-23,7642.0
2024-12-24,7700.0
2024-12-25,7734.0
2024-12-26,7750.0
2024-12-27,7792.0
2024-12-30,7772.0
2024-12-31,7764.0
2025-01-02,7712.0
2025-01-03,7692.0
2025-01-07,7560.0
2025-01-08,7560.0
2025-01-09,7550.0
