datetime,FG2209
2021-09-15,2055.0
2021-09-16,2078.0
2021-09-17,2010.0
2021-09-22,1985.0
2021-09-23,2049.0
2021-09-24,2044.0
2021-09-27,2063.0
2021-09-28,1984.0
2021-09-29,1954.0
2021-09-30,2003.0
2021-10-08,2097.0
2021-10-11,2196.0
2021-10-12,2167.0
2021-10-13,2183.0
2021-10-14,2222.0
2021-10-15,2201.0
2021-10-18,2190.0
2021-10-19,2277.0
2021-10-20,2241.0
2021-10-21,2181.0
2021-10-22,2085.0
2021-10-25,1994.0
2021-10-26,2016.0
2021-10-27,2050.0
2021-10-28,1990.0
2021-10-29,1898.0
2021-11-01,1828.0
2021-11-02,1725.0
2021-11-03,1842.0
2021-11-04,1794.0
2021-11-05,1815.0
2021-11-08,1820.0
2021-11-09,1821.0
2021-11-10,1724.0
2021-11-11,1835.0
2021-11-12,1826.0
2021-11-15,1808.0
2021-11-16,1821.0
2021-11-17,1764.0
2021-11-18,1726.0
2021-11-19,1765.0
2021-11-22,1787.0
2021-11-23,1769.0
2021-11-24,1838.0
2021-11-25,1852.0
2021-11-26,1824.0
2021-11-29,1897.0
2021-11-30,1868.0
2021-12-01,1936.0
2021-12-02,1932.0
2021-12-03,1950.0
2021-12-06,1937.0
2021-12-07,1927.0
2021-12-08,1833.0
2021-12-09,1822.0
2021-12-10,1785.0
2021-12-13,1835.0
2021-12-14,1849.0
2021-12-15,1805.0
2021-12-16,1828.0
2021-12-17,1858.0
2021-12-20,1809.0
2021-12-21,1851.0
2021-12-22,1823.0
2021-12-23,1829.0
2021-12-24,1780.0
2021-12-27,1803.0
2021-12-28,1774.0
2021-12-29,1789.0
2021-12-30,1770.0
2021-12-31,1747.0
2022-01-04,1746.0
2022-01-05,1766.0
2022-01-06,1857.0
2022-01-07,1903.0
2022-01-10,1941.0
2022-01-11,1979.0
2022-01-12,2022.0
2022-01-13,1996.0
2022-01-14,2104.0
2022-01-17,2087.0
2022-01-18,2089.0
2022-01-19,2130.0
2022-01-20,2136.0
2022-01-21,2205.0
2022-01-24,2144.0
2022-01-25,2125.0
2022-01-26,2132.0
2022-01-27,2195.0
2022-01-28,2214.0
2022-02-07,2321.0
2022-02-08,2300.0
2022-02-09,2263.0
