datetime,SF2405
2023-05-19,7214.0
2023-05-22,7032.0
2023-05-23,6964.0
2023-05-24,6918.0
2023-05-25,6902.0
2023-05-26,6900.0
2023-05-29,6914.0
2023-05-30,6850.0
2023-05-31,6706.0
2023-06-01,6782.0
2023-06-02,6888.0
2023-06-05,6862.0
2023-06-06,6842.0
2023-06-07,6732.0
2023-06-08,6688.0
2023-06-09,6818.0
2023-06-12,6738.0
2023-06-13,6790.0
2023-06-14,6854.0
2023-06-15,6820.0
2023-06-16,6920.0
2023-06-19,6950.0
2023-06-20,6966.0
2023-06-21,7000.0
2023-06-26,6852.0
2023-06-27,6946.0
2023-06-29,6918.0
2023-06-30,6868.0
2023-07-03,6830.0
2023-07-04,6836.0
2023-07-05,6790.0
2023-07-06,6800.0
2023-07-07,6794.0
2023-07-10,6784.0
2023-07-11,6872.0
2023-07-12,6892.0
2023-07-13,6886.0
2023-07-14,6934.0
2023-07-17,6772.0
2023-07-18,6806.0
2023-07-19,6922.0
2023-07-20,6954.0
2023-07-21,6942.0
2023-07-24,6882.0
2023-07-25,6940.0
2023-07-26,6998.0
2023-07-27,6980.0
2023-07-28,6972.0
2023-07-31,7046.0
2023-08-01,7062.0
2023-08-02,7162.0
2023-08-03,7086.0
2023-08-04,7136.0
2023-08-07,7128.0
2023-08-08,7130.0
2023-08-09,7178.0
2023-08-10,7134.0
2023-08-11,7164.0
2023-08-14,7032.0
2023-08-15,6996.0
2023-08-16,6920.0
2023-08-17,6944.0
2023-08-18,7000.0
2023-08-21,7002.0
2023-08-22,7038.0
2023-08-23,7078.0
2023-08-24,7040.0
2023-08-25,7086.0
2023-08-28,7042.0
2023-08-29,6986.0
2023-08-30,7078.0
2023-08-31,7134.0
2023-09-01,7208.0
2023-09-04,7262.0
2023-09-05,7222.0
2023-09-06,7260.0
2023-09-07,7236.0
2023-09-08,7160.0
2023-09-11,7242.0
2023-09-12,7278.0
2023-09-13,7220.0
2023-09-14,7306.0
2023-09-15,7390.0
2023-09-18,7460.0
2023-09-19,7460.0
2023-09-20,7496.0
2023-09-21,7434.0
2023-09-22,7458.0
2023-09-25,7408.0
2023-09-26,7434.0
2023-09-27,7458.0
2023-09-28,7410.0
2023-10-09,7286.0
2023-10-10,7162.0
2023-10-11,7090.0
2023-10-12,7076.0
2023-10-13,7018.0
2023-10-16,7038.0
2023-10-17,7014.0
2023-10-18,6964.0
2023-10-19,6968.0
2023-10-20,6946.0
2023-10-23,6992.0
2023-10-24,7012.0
2023-10-25,7032.0
2023-10-26,7050.0
2023-10-27,7064.0
2023-10-30,7092.0
2023-10-31,7020.0
2023-11-01,6992.0
2023-11-02,6960.0
2023-11-03,7032.0
2023-11-06,6992.0
2023-11-07,7158.0
2023-11-08,7166.0
2023-11-09,7202.0
2023-11-10,7234.0
2023-11-13,7208.0
2023-11-14,7248.0
2023-11-15,7300.0
2023-11-16,7310.0
2023-11-17,7222.0
2023-11-20,7102.0
2023-11-21,7018.0
2023-11-22,6972.0
2023-11-23,6970.0
2023-11-24,6958.0
2023-11-27,6994.0
2023-11-28,6946.0
2023-11-29,6934.0
2023-11-30,6918.0
2023-12-01,6856.0
2023-12-04,6878.0
2023-12-05,6758.0
2023-12-06,6760.0
2023-12-07,6822.0
2023-12-08,6996.0
2023-12-11,6938.0
2023-12-12,6944.0
2023-12-13,6848.0
2023-12-14,6892.0
2023-12-15,6972.0
2023-12-18,6958.0
2023-12-19,6874.0
2023-12-20,6904.0
2023-12-21,6966.0
2023-12-22,6962.0
2023-12-25,6962.0
2023-12-26,6814.0
2023-12-27,6840.0
2023-12-28,6768.0
2023-12-29,6750.0
2024-01-02,6788.0
2024-01-03,6822.0
2024-01-04,6764.0
2024-01-05,6732.0
2024-01-08,6704.0
2024-01-09,6692.0
2024-01-10,6650.0
2024-01-11,6688.0
2024-01-12,6680.0
2024-01-15,6674.0
2024-01-16,6678.0
2024-01-17,6630.0
2024-01-18,6662.0
2024-01-19,6646.0
2024-01-22,6594.0
2024-01-23,6580.0
2024-01-24,6636.0
2024-01-25,6672.0
2024-01-26,6704.0
2024-01-29,6746.0
2024-01-30,6712.0
2024-01-31,6606.0
2024-02-01,6524.0
2024-02-02,6508.0
2024-02-05,6506.0
2024-02-06,6474.0
2024-02-07,6476.0
2024-02-08,6578.0
2024-02-19,6548.0
2024-02-20,6554.0
2024-02-21,6608.0
2024-02-22,6660.0
2024-02-23,6648.0
2024-02-26,6628.0
2024-02-27,6638.0
2024-02-28,6650.0
2024-02-29,6668.0
2024-03-01,6664.0
2024-03-04,6612.0
2024-03-05,6612.0
2024-03-06,6594.0
2024-03-07,6590.0
2024-03-08,6592.0
2024-03-11,6502.0
2024-03-12,6524.0
2024-03-13,6512.0
2024-03-14,6486.0
2024-03-15,6432.0
2024-03-18,6480.0
2024-03-19,6550.0
2024-03-20,6528.0
2024-03-21,6550.0
2024-03-22,6516.0
2024-03-25,6520.0
2024-03-26,6398.0
2024-03-27,6372.0
2024-03-28,6378.0
2024-03-29,6406.0
2024-04-01,6482.0
2024-04-02,6496.0
2024-04-03,6494.0
2024-04-08,6542.0
2024-04-09,6580.0
2024-04-10,6552.0
2024-04-11,6568.0
2024-04-12,6590.0
2024-04-15,6580.0
2024-04-16,6548.0
2024-04-17,6588.0
2024-04-18,6688.0
2024-04-19,6688.0
2024-04-22,6738.0
2024-04-23,6576.0
2024-04-24,6688.0
2024-04-25,6746.0
2024-04-26,6710.0
2024-04-29,6700.0
2024-04-30,6888.0
2024-05-06,6860.0
2024-05-07,6894.0
2024-05-08,6884.0
2024-05-09,7080.0
2024-05-10,7020.0
2024-05-13,7082.0
2024-05-14,7040.0
2024-05-16,7114.0
2024-05-17,7050.0
