datetime,L2605
2025-05-20,7135.0
2025-05-21,7140.0
2025-05-22,7083.0
2025-05-23,7028.0
2025-05-26,7008.0
2025-05-27,6986.0
2025-05-28,6948.0
2025-05-29,6990.0
2025-05-30,6928.0
2025-06-03,6935.0
2025-06-04,7000.0
2025-06-05,6992.0
2025-06-06,7016.0
2025-06-09,7036.0
2025-06-10,7067.0
2025-06-11,7066.0
2025-06-12,7083.0
2025-06-13,7218.0
2025-06-16,7296.0
2025-06-17,7255.0
2025-06-18,7336.0
2025-06-19,7375.0
2025-06-20,7334.0
2025-06-23,7354.0
2025-06-24,7182.0
2025-06-25,7201.0
2025-06-26,7234.0
2025-06-27,7220.0
2025-06-30,7210.0
2025-07-01,7195.0
2025-07-02,7243.0
2025-07-03,7248.0
2025-07-04,7221.0
2025-07-07,7197.0
2025-07-08,7200.0
2025-07-09,7226.0
2025-07-10,7279.0
2025-07-11,7242.0
2025-07-14,7258.0
2025-07-15,7214.0
2025-07-16,7200.0
2025-07-17,7209.0
2025-07-18,7220.0
2025-07-21,7315.0
2025-07-22,7420.0
2025-07-23,7346.0
2025-07-24,7427.0
2025-07-25,7493.0
2025-07-28,7395.0
2025-07-29,7425.0
2025-07-30,7424.0
2025-07-31,7390.0
2025-08-01,7376.0
2025-08-04,7343.0
2025-08-05,7374.0
2025-08-06,7375.0
2025-08-07,7363.0
2025-08-08,7348.0
2025-08-11,7367.0
2025-08-12,7388.0
2025-08-13,7386.0
2025-08-14,7347.0
2025-08-15,7346.0
2025-08-18,7312.0
2025-08-19,7291.0
2025-08-20,7340.0
2025-08-21,7383.0
2025-08-22,7392.0
2025-08-25,7426.0
2025-08-26,7411.0
2025-08-27,7365.0
2025-08-28,7362.0
2025-08-29,7299.0
2025-09-01,7276.0
2025-09-02,7244.0
2025-09-03,7240.0
2025-09-04,7220.0
2025-09-05,7249.0
2025-09-08,7261.0
2025-09-09,7241.0
2025-09-10,7237.0
2025-09-11,7220.0
2025-09-12,7181.0
2025-09-15,7252.0
