datetime,PP2005
2019-05-20,7979.0
2019-05-21,8060.0
2019-05-22,7985.0
2019-05-23,7870.0
2019-05-24,7820.0
2019-05-27,7807.0
2019-05-28,7888.0
2019-05-29,7949.0
2019-05-30,7853.0
2019-05-31,7813.0
2019-06-03,7669.0
2019-06-04,7617.0
2019-06-05,7535.0
2019-06-06,7530.0
2019-06-10,7574.0
2019-06-11,7592.0
2019-06-12,7501.0
2019-06-13,7570.0
2019-06-14,7556.0
2019-06-17,7565.0
2019-06-18,7588.0
2019-06-19,7689.0
2019-06-20,7746.0
2019-06-21,7730.0
2019-06-24,7789.0
2019-06-25,7725.0
2019-06-26,7780.0
2019-06-27,7743.0
2019-06-28,7716.0
2019-07-01,7860.0
2019-07-02,8091.0
2019-07-03,8040.0
2019-07-04,7866.0
2019-07-05,7956.0
2019-07-08,8040.0
2019-07-09,7928.0
2019-07-10,7939.0
2019-07-11,7920.0
2019-07-12,7825.0
2019-07-15,7937.0
2019-07-16,7918.0
2019-07-17,7875.0
2019-07-18,7849.0
2019-07-19,7816.0
2019-07-22,7859.0
2019-07-23,7911.0
2019-07-24,7933.0
2019-07-25,7908.0
2019-07-26,7928.0
2019-07-29,7927.0
2019-07-30,7918.0
2019-07-31,7878.0
2019-08-01,7958.0
2019-08-02,7874.0
2019-08-05,7682.0
2019-08-06,7732.0
2019-08-07,7720.0
2019-08-08,7706.0
2019-08-09,7797.0
2019-08-12,7810.0
2019-08-13,7798.0
2019-08-14,7825.0
2019-08-15,7786.0
2019-08-16,7783.0
2019-08-19,7783.0
2019-08-20,7815.0
2019-08-21,7772.0
2019-08-22,7680.0
2019-08-23,7559.0
2019-08-26,7567.0
2019-08-27,7533.0
2019-08-28,7486.0
2019-08-29,7442.0
2019-08-30,7579.0
2019-09-02,7626.0
2019-09-03,7603.0
2019-09-04,7677.0
2019-09-05,7682.0
2019-09-06,7649.0
2019-09-09,7757.0
2019-09-10,7698.0
2019-09-11,7719.0
2019-09-12,7698.0
2019-09-16,7970.0
2019-09-17,8054.0
2019-09-18,7901.0
2019-09-19,7830.0
2019-09-20,7861.0
2019-09-23,7876.0
2019-09-24,7893.0
2019-09-25,7882.0
2019-09-26,7870.0
2019-09-27,7791.0
2019-09-30,7844.0
2019-10-08,7762.0
2019-10-09,7746.0
2019-10-10,7742.0
2019-10-11,7778.0
2019-10-14,7856.0
2019-10-15,7811.0
2019-10-16,7726.0
2019-10-17,7696.0
2019-10-18,7723.0
2019-10-21,7640.0
2019-10-22,7668.0
2019-10-23,7693.0
2019-10-24,7727.0
2019-10-25,7709.0
2019-10-28,7708.0
2019-10-29,7655.0
2019-10-30,7650.0
2019-10-31,7630.0
2019-11-01,7627.0
2019-11-04,7653.0
2019-11-05,7660.0
2019-11-06,7631.0
2019-11-07,7620.0
2019-11-08,7618.0
2019-11-11,7576.0
2019-11-12,7630.0
2019-11-13,7597.0
2019-11-14,7581.0
2019-11-15,7477.0
2019-11-18,7509.0
2019-11-19,7471.0
2019-11-20,7464.0
2019-11-21,7512.0
2019-11-22,7540.0
2019-11-25,7594.0
2019-11-26,7566.0
2019-11-27,7542.0
2019-11-28,7523.0
2019-11-29,7585.0
2019-12-02,7613.0
2019-12-03,7664.0
2019-12-04,7640.0
2019-12-05,7644.0
2019-12-06,7684.0
2019-12-09,7635.0
2019-12-10,7647.0
2019-12-11,7549.0
2019-12-12,7556.0
2019-12-13,7557.0
2019-12-16,7601.0
2019-12-17,7525.0
2019-12-18,7464.0
2019-12-19,7514.0
2019-12-20,7521.0
2019-12-23,7532.0
2019-12-24,7496.0
2019-12-25,7518.0
2019-12-26,7588.0
2019-12-27,7615.0
2019-12-30,7635.0
2019-12-31,7582.0
2020-01-02,7565.0
2020-01-03,7519.0
2020-01-06,7617.0
2020-01-07,7542.0
2020-01-08,7628.0
2020-01-09,7617.0
2020-01-10,7699.0
2020-01-13,7748.0
2020-01-14,7662.0
2020-01-15,7566.0
2020-01-16,7540.0
2020-01-17,7516.0
2020-01-20,7520.0
2020-01-21,7447.0
2020-01-22,7333.0
2020-01-23,7324.0
2020-02-03,6903.0
2020-02-04,6921.0
2020-02-05,6896.0
2020-02-06,6924.0
2020-02-07,6868.0
2020-02-10,6833.0
2020-02-11,6857.0
2020-02-12,6858.0
2020-02-13,6815.0
2020-02-14,6854.0
2020-02-17,6905.0
2020-02-18,6952.0
2020-02-19,7052.0
2020-02-20,7138.0
2020-02-21,7105.0
2020-02-24,7078.0
2020-02-25,7081.0
2020-02-26,7045.0
2020-02-27,7013.0
2020-02-28,6834.0
2020-03-02,6982.0
2020-03-03,7064.0
2020-03-04,7114.0
2020-03-05,7155.0
2020-03-06,7145.0
2020-03-09,6841.0
2020-03-10,6987.0
2020-03-11,6948.0
2020-03-12,6844.0
2020-03-13,6834.0
2020-03-16,6686.0
2020-03-17,6691.0
2020-03-18,6508.0
2020-03-19,6447.0
2020-03-20,6543.0
2020-03-23,6373.0
2020-03-24,6364.0
2020-03-25,6376.0
2020-03-26,6152.0
2020-03-27,5909.0
2020-03-30,5711.0
2020-03-31,5912.0
2020-04-01,5948.0
2020-04-02,6265.0
2020-04-03,6424.0
2020-04-07,6780.0
2020-04-08,6832.0
2020-04-09,7113.0
2020-04-10,7511.0
2020-04-13,8056.0
2020-04-14,7884.0
2020-04-15,7371.0
2020-04-16,7290.0
2020-04-17,7305.0
2020-04-20,7213.0
2020-04-21,6925.0
2020-04-22,6875.0
2020-04-23,7272.0
2020-04-24,7299.0
2020-04-27,7400.0
2020-04-28,7406.0
2020-04-29,7333.0
2020-04-30,7514.0
2020-05-06,7710.0
2020-05-07,7675.0
2020-05-08,7630.0
2020-05-11,7251.0
2020-05-12,7359.0
2020-05-13,7375.0
2020-05-14,7350.0
2020-05-15,7110.0
2020-05-18,7350.0
2020-05-19,7480.0
