datetime,CF1905
2018-05-16,17485.0
2018-05-17,17350.0
2018-05-18,17845.0
2018-05-21,18395.0
2018-05-22,18190.0
2018-05-23,17955.0
2018-05-24,18225.0
2018-05-25,18305.0
2018-05-28,18250.0
2018-05-29,18975.0
2018-05-30,19175.0
2018-05-31,19130.0
2018-06-01,19340.0
2018-06-04,18895.0
2018-06-05,18515.0
2018-06-06,18180.0
2018-06-07,18305.0
2018-06-08,18180.0
2018-06-11,18330.0
2018-06-12,18255.0
2018-06-13,18680.0
2018-06-14,18150.0
2018-06-15,18160.0
2018-06-19,17305.0
2018-06-20,17365.0
2018-06-21,17390.0
2018-06-22,17415.0
2018-06-25,17560.0
2018-06-26,17340.0
2018-06-27,17315.0
2018-06-28,17215.0
2018-06-29,17255.0
2018-07-02,17235.0
2018-07-03,17185.0
2018-07-04,16975.0
2018-07-05,16720.0
2018-07-06,16805.0
2018-07-09,17050.0
2018-07-10,17025.0
2018-07-11,16975.0
2018-07-12,17255.0
2018-07-13,17320.0
2018-07-16,17395.0
2018-07-17,17230.0
2018-07-18,17225.0
2018-07-19,17315.0
2018-07-20,17260.0
2018-07-23,17125.0
2018-07-24,17235.0
2018-07-25,17415.0
2018-07-26,17340.0
2018-07-27,17310.0
2018-07-30,17375.0
2018-07-31,17785.0
2018-08-01,17675.0
2018-08-02,17600.0
2018-08-03,17665.0
2018-08-06,17905.0
2018-08-07,18060.0
2018-08-08,18055.0
2018-08-09,18060.0
2018-08-10,18110.0
2018-08-13,17820.0
2018-08-14,17685.0
2018-08-15,17480.0
2018-08-16,17410.0
2018-08-17,17300.0
2018-08-20,17625.0
2018-08-21,17750.0
2018-08-22,17735.0
2018-08-23,17500.0
2018-08-24,17675.0
2018-08-27,17860.0
2018-08-28,17745.0
2018-08-29,17555.0
2018-08-30,17570.0
2018-08-31,17500.0
2018-09-03,17660.0
2018-09-04,17385.0
2018-09-05,17465.0
2018-09-06,17400.0
2018-09-07,17285.0
2018-09-10,17395.0
2018-09-11,17340.0
2018-09-12,17355.0
2018-09-13,17335.0
2018-09-14,17200.0
2018-09-17,17190.0
2018-09-18,17135.0
2018-09-19,16605.0
2018-09-20,16830.0
2018-09-21,16780.0
2018-09-25,16650.0
2018-09-26,16650.0
2018-09-27,16245.0
2018-09-28,16280.0
2018-10-08,16350.0
2018-10-09,16355.0
2018-10-10,16235.0
2018-10-11,16045.0
2018-10-12,16380.0
2018-10-15,16345.0
2018-10-16,16210.0
2018-10-17,16270.0
2018-10-18,16060.0
2018-10-19,15980.0
2018-10-22,16085.0
2018-10-23,16135.0
2018-10-24,16165.0
2018-10-25,15925.0
2018-10-26,15840.0
2018-10-29,15570.0
2018-10-30,15685.0
2018-10-31,15660.0
2018-11-01,15585.0
2018-11-02,15860.0
2018-11-05,15815.0
2018-11-06,15720.0
2018-11-07,15635.0
2018-11-08,15740.0
2018-11-09,15785.0
2018-11-12,15590.0
2018-11-13,15515.0
2018-11-14,15510.0
2018-11-15,15590.0
2018-11-16,15655.0
2018-11-19,15560.0
2018-11-20,15465.0
2018-11-21,15390.0
2018-11-22,15235.0
2018-11-23,15180.0
2018-11-26,14970.0
2018-11-27,14950.0
2018-11-28,15035.0
2018-11-29,15090.0
2018-11-30,15105.0
2018-12-03,15300.0
2018-12-04,15215.0
2018-12-05,15230.0
2018-12-06,15185.0
2018-12-07,15165.0
2018-12-10,15310.0
2018-12-11,15390.0
2018-12-12,15395.0
2018-12-13,15310.0
2018-12-14,15370.0
2018-12-17,15365.0
2018-12-18,15220.0
2018-12-19,15160.0
2018-12-20,15245.0
2018-12-21,15185.0
2018-12-24,15045.0
