datetime,L2305
2022-05-19,8480.0
2022-05-20,8364.0
2022-05-23,8400.0
2022-05-24,8389.0
2022-05-25,8390.0
2022-05-26,8573.0
2022-05-27,8645.0
2022-05-30,8700.0
2022-05-31,8845.0
2022-06-01,8805.0
2022-06-02,8837.0
2022-06-06,8855.0
2022-06-07,8861.0
2022-06-08,8962.0
2022-06-09,9004.0
2022-06-10,9015.0
2022-06-13,8920.0
2022-06-14,8892.0
2022-06-15,8856.0
2022-06-16,8730.0
2022-06-17,8644.0
2022-06-20,8580.0
2022-06-21,8552.0
2022-06-22,8480.0
2022-06-23,8460.0
2022-06-24,8320.0
2022-06-27,8396.0
2022-06-28,8503.0
2022-06-29,8460.0
2022-06-30,8430.0
2022-07-01,8352.0
2022-07-04,8473.0
2022-07-05,8460.0
2022-07-06,8223.0
2022-07-07,8210.0
2022-07-08,8284.0
2022-07-11,8096.0
2022-07-12,7972.0
2022-07-13,7896.0
2022-07-14,7883.0
2022-07-15,7550.0
2022-07-18,7850.0
2022-07-19,7800.0
2022-07-20,7770.0
2022-07-21,7617.0
2022-07-22,7590.0
2022-07-25,7638.0
2022-07-26,7746.0
2022-07-27,7730.0
2022-07-28,7859.0
2022-07-29,7904.0
2022-08-01,7902.0
2022-08-02,7857.0
2022-08-03,7901.0
2022-08-04,7717.0
2022-08-05,7652.0
2022-08-08,7811.0
2022-08-09,7795.0
2022-08-10,7708.0
2022-08-11,7741.0
2022-08-12,7765.0
2022-08-15,7720.0
2022-08-16,7614.0
2022-08-17,7500.0
2022-08-18,7440.0
2022-08-19,7460.0
2022-08-22,7429.0
2022-08-23,7459.0
2022-08-24,7544.0
2022-08-25,7577.0
2022-08-26,7660.0
2022-08-29,7630.0
2022-08-30,7676.0
2022-08-31,7608.0
2022-09-01,7671.0
2022-09-02,7718.0
2022-09-05,7880.0
2022-09-06,7998.0
2022-09-07,7960.0
2022-09-08,7963.0
2022-09-09,8082.0
2022-09-13,8088.0
2022-09-14,8029.0
2022-09-15,7984.0
2022-09-16,8030.0
2022-09-19,7925.0
2022-09-20,7942.0
2022-09-21,7975.0
2022-09-22,8018.0
2022-09-23,7935.0
2022-09-26,7790.0
2022-09-27,7851.0
2022-09-28,7805.0
2022-09-29,8017.0
2022-09-30,7939.0
2022-10-10,8214.0
2022-10-11,8060.0
2022-10-12,7981.0
2022-10-13,7777.0
2022-10-14,7780.0
2022-10-17,7673.0
2022-10-18,7645.0
2022-10-19,7613.0
2022-10-20,7618.0
2022-10-21,7580.0
2022-10-24,7587.0
2022-10-25,7528.0
2022-10-26,7503.0
2022-10-27,7511.0
2022-10-28,7555.0
2022-10-31,7367.0
2022-11-01,7541.0
2022-11-02,7622.0
2022-11-03,7603.0
2022-11-04,7721.0
2022-11-07,7673.0
2022-11-08,7638.0
2022-11-09,7705.0
2022-11-10,7573.0
2022-11-11,7750.0
2022-11-14,7821.0
2022-11-15,7838.0
2022-11-16,7896.0
2022-11-17,7846.0
2022-11-18,7921.0
2022-11-21,7751.0
2022-11-22,7748.0
2022-11-23,7817.0
2022-11-24,7884.0
2022-11-25,7939.0
2022-11-28,7831.0
2022-11-29,7950.0
2022-11-30,7990.0
2022-12-01,8048.0
2022-12-02,8093.0
2022-12-05,8103.0
2022-12-06,8068.0
2022-12-07,7975.0
2022-12-08,7978.0
2022-12-09,8095.0
2022-12-12,8145.0
2022-12-13,8082.0
2022-12-14,8161.0
2022-12-15,8246.0
2022-12-16,8235.0
2022-12-19,8112.0
2022-12-20,8181.0
2022-12-21,8184.0
2022-12-22,8141.0
2022-12-23,7965.0
2022-12-26,8015.0
2022-12-27,8167.0
2022-12-28,8142.0
2022-12-29,8025.0
2022-12-30,8159.0
2023-01-03,8202.0
2023-01-04,8071.0
2023-01-05,8008.0
2023-01-06,8031.0
2023-01-09,8006.0
2023-01-10,7984.0
2023-01-11,8063.0
2023-01-12,8127.0
2023-01-13,8268.0
2023-01-16,8323.0
2023-01-17,8352.0
2023-01-18,8417.0
2023-01-19,8442.0
2023-01-20,8515.0
2023-01-30,8510.0
2023-01-31,8394.0
2023-02-01,8420.0
2023-02-02,8324.0
2023-02-03,8279.0
2023-02-06,8205.0
2023-02-07,8159.0
2023-02-08,8168.0
2023-02-09,8224.0
2023-02-10,8142.0
2023-02-13,8145.0
2023-02-14,8176.0
2023-02-15,8167.0
2023-02-16,8196.0
2023-02-17,8220.0
2023-02-20,8290.0
2023-02-21,8370.0
2023-02-22,8324.0
2023-02-23,8328.0
2023-02-24,8335.0
2023-02-27,8268.0
2023-02-28,8319.0
2023-03-01,8398.0
2023-03-02,8382.0
2023-03-03,8367.0
2023-03-06,8313.0
2023-03-07,8307.0
2023-03-08,8274.0
2023-03-09,8222.0
2023-03-10,8184.0
2023-03-13,8227.0
2023-03-14,8153.0
2023-03-15,8111.0
2023-03-16,7953.0
2023-03-17,8030.0
2023-03-20,7995.0
