datetime,TA2005
2019-05-20,5268.0
2019-05-21,5306.0
2019-05-22,5264.0
2019-05-23,5206.0
2019-05-24,5154.0
2019-05-27,5192.0
2019-05-28,5196.0
2019-05-29,5212.0
2019-05-30,5172.0
2019-05-31,5140.0
2019-06-03,4988.0
2019-06-04,4996.0
2019-06-05,4996.0
2019-06-06,5006.0
2019-06-10,5100.0
2019-06-11,5078.0
2019-06-12,5008.0
2019-06-13,5036.0
2019-06-14,5032.0
2019-06-17,5076.0
2019-06-18,5116.0
2019-06-19,5222.0
2019-06-20,5192.0
2019-06-21,5152.0
2019-06-24,5202.0
2019-06-25,5156.0
2019-06-26,5200.0
2019-06-27,5192.0
2019-06-28,5176.0
2019-07-01,5324.0
2019-07-02,5344.0
2019-07-03,5340.0
2019-07-04,5242.0
2019-07-05,5250.0
2019-07-08,5282.0
2019-07-09,5176.0
2019-07-10,5224.0
2019-07-11,5244.0
2019-07-12,5204.0
2019-07-15,5196.0
2019-07-16,5172.0
2019-07-17,5194.0
2019-07-18,5188.0
2019-07-19,5138.0
2019-07-22,5132.0
2019-07-23,5068.0
2019-07-24,5088.0
2019-07-25,5098.0
2019-07-26,5124.0
2019-07-29,5080.0
2019-07-30,5116.0
2019-07-31,5136.0
2019-08-01,5142.0
2019-08-02,5074.0
2019-08-05,5062.0
2019-08-06,5112.0
2019-08-07,5076.0
2019-08-08,5082.0
2019-08-09,5080.0
2019-08-12,5084.0
2019-08-13,5080.0
2019-08-14,5118.0
2019-08-15,5074.0
2019-08-16,5080.0
2019-08-19,5096.0
2019-08-20,5116.0
2019-08-21,5050.0
2019-08-22,5012.0
2019-08-23,5052.0
2019-08-26,5022.0
2019-08-27,5016.0
2019-08-28,5042.0
2019-08-29,5004.0
2019-08-30,5034.0
2019-09-02,5020.0
2019-09-03,5028.0
2019-09-04,5046.0
2019-09-05,5082.0
2019-09-06,5090.0
2019-09-09,5118.0
2019-09-10,5100.0
2019-09-11,5066.0
2019-09-12,5048.0
2019-09-16,5194.0
2019-09-17,5284.0
2019-09-18,5162.0
2019-09-19,5122.0
2019-09-20,5126.0
2019-09-23,5134.0
2019-09-24,5110.0
2019-09-25,5108.0
2019-09-26,5108.0
2019-09-27,5078.0
2019-09-30,5086.0
2019-10-08,5086.0
2019-10-09,5120.0
2019-10-10,5106.0
2019-10-11,5070.0
2019-10-14,5096.0
2019-10-15,5022.0
2019-10-16,5026.0
2019-10-17,4986.0
2019-10-18,4970.0
2019-10-21,4884.0
2019-10-22,4892.0
2019-10-23,4900.0
2019-10-24,4938.0
2019-10-25,4918.0
2019-10-28,4846.0
2019-10-29,4866.0
2019-10-30,4844.0
2019-10-31,4848.0
2019-11-01,4854.0
2019-11-04,4850.0
2019-11-05,4882.0
2019-11-06,4842.0
2019-11-07,4816.0
2019-11-08,4784.0
2019-11-11,4746.0
2019-11-12,4770.0
2019-11-13,4748.0
2019-11-14,4778.0
2019-11-15,4740.0
2019-11-18,4798.0
2019-11-19,4788.0
2019-11-20,4762.0
2019-11-21,4800.0
2019-11-22,4790.0
2019-11-25,4812.0
2019-11-26,4788.0
2019-11-27,4792.0
2019-11-28,4776.0
2019-11-29,4818.0
2019-12-02,4782.0
2019-12-03,4794.0
2019-12-04,4816.0
2019-12-05,4876.0
2019-12-06,4868.0
2019-12-09,4898.0
2019-12-10,4850.0
2019-12-11,4852.0
2019-12-12,4926.0
2019-12-13,4914.0
2019-12-16,4978.0
2019-12-17,4956.0
2019-12-18,4952.0
2019-12-19,4910.0
2019-12-20,4922.0
2019-12-23,4880.0
2019-12-24,4966.0
2019-12-25,4960.0
2019-12-26,4968.0
2019-12-27,5040.0
2019-12-30,5056.0
2019-12-31,4972.0
2020-01-02,4948.0
2020-01-03,5012.0
2020-01-06,5098.0
2020-01-07,5006.0
2020-01-08,5032.0
2020-01-09,4910.0
2020-01-10,4918.0
2020-01-13,4924.0
2020-01-14,4884.0
2020-01-15,4876.0
2020-01-16,4900.0
2020-01-17,4902.0
2020-01-20,4926.0
2020-01-21,4862.0
2020-01-22,4862.0
2020-01-23,4796.0
2020-02-03,4470.0
2020-02-04,4362.0
2020-02-05,4398.0
2020-02-06,4430.0
2020-02-07,4438.0
2020-02-10,4428.0
2020-02-11,4454.0
2020-02-12,4444.0
2020-02-13,4452.0
2020-02-14,4478.0
2020-02-17,4504.0
2020-02-18,4468.0
2020-02-19,4484.0
2020-02-20,4528.0
2020-02-21,4556.0
2020-02-24,4494.0
2020-02-25,4482.0
2020-02-26,4402.0
2020-02-27,4332.0
2020-02-28,4252.0
2020-03-02,4302.0
2020-03-03,4346.0
2020-03-04,4368.0
2020-03-05,4340.0
2020-03-06,4286.0
2020-03-09,4078.0
2020-03-10,3930.0
2020-03-11,3942.0
2020-03-12,3858.0
2020-03-13,3852.0
2020-03-16,3764.0
2020-03-17,3682.0
2020-03-18,3576.0
2020-03-19,3452.0
2020-03-20,3538.0
2020-03-23,3394.0
2020-03-24,3334.0
2020-03-25,3374.0
2020-03-26,3348.0
2020-03-27,3292.0
2020-03-30,3132.0
2020-03-31,3222.0
2020-04-01,3150.0
2020-04-02,3308.0
2020-04-03,3352.0
2020-04-07,3402.0
2020-04-08,3386.0
2020-04-09,3478.0
2020-04-10,3458.0
2020-04-13,3380.0
2020-04-14,3410.0
2020-04-15,3398.0
2020-04-16,3348.0
2020-04-17,3334.0
2020-04-20,3300.0
2020-04-21,3202.0
2020-04-22,3028.0
2020-04-23,3230.0
2020-04-24,3230.0
2020-04-27,3174.0
2020-04-28,3216.0
2020-04-29,3282.0
2020-04-30,3312.0
2020-05-06,3392.0
2020-05-07,3388.0
2020-05-08,3392.0
2020-05-11,3380.0
2020-05-12,3360.0
2020-05-13,3340.0
2020-05-14,3364.0
2020-05-15,3480.0
2020-05-18,3494.0
2020-05-19,3518.0
