datetime,CY2109
2020-09-15,20390.0
2020-09-16,20270.0
2020-09-17,20775.0
2020-09-18,20655.0
2020-09-25,20285.0
2020-09-28,20305.0
2020-10-13,22590.0
2020-10-14,21805.0
2020-10-16,21895.0
2020-10-21,21990.0
2020-10-22,21640.0
2020-10-23,21725.0
2020-10-29,21360.0
2020-10-30,21305.0
2020-11-02,21120.0
2020-11-04,21150.0
2020-11-05,21140.0
2020-11-06,21075.0
2020-11-10,21090.0
2020-11-13,21150.0
2020-11-17,21265.0
2020-11-18,21290.0
2020-11-24,21550.0
2020-11-26,21570.0
2020-11-27,21365.0
2020-11-30,21640.0
2020-12-01,21655.0
2020-12-02,21670.0
2020-12-03,21630.0
2020-12-04,21610.0
2020-12-07,21800.0
2020-12-08,21895.0
2020-12-09,21765.0
2020-12-10,21850.0
2020-12-11,21940.0
2020-12-14,22100.0
2020-12-15,21985.0
2020-12-16,22160.0
2020-12-17,22165.0
2020-12-18,22320.0
2020-12-21,22485.0
2020-12-22,21955.0
2020-12-23,21975.0
2020-12-24,22020.0
2020-12-25,22175.0
2020-12-28,22230.0
2020-12-29,22040.0
2020-12-30,22235.0
2020-12-31,22310.0
2021-01-04,22685.0
2021-01-05,22680.0
2021-01-06,22730.0
2021-01-07,22855.0
2021-01-08,22760.0
2021-01-11,22480.0
2021-01-12,22420.0
2021-01-13,22625.0
2021-01-14,22145.0
2021-01-15,22255.0
2021-01-18,22515.0
2021-01-19,22530.0
2021-01-20,22335.0
2021-01-21,22555.0
2021-01-22,22515.0
2021-01-25,22280.0
2021-01-26,21950.0
2021-01-27,22325.0
2021-01-28,22020.0
2021-01-29,21985.0
2021-02-01,22220.0
2021-02-02,22070.0
2021-02-03,22125.0
2021-02-04,22480.0
2021-02-05,22755.0
2021-02-08,22640.0
2021-02-09,22825.0
2021-02-10,23000.0
2021-02-18,23515.0
2021-02-19,23550.0
2021-02-22,24075.0
2021-02-23,24155.0
2021-02-24,23980.0
2021-02-25,24290.0
2021-02-26,23945.0
2021-03-01,24610.0
2021-03-02,24575.0
2021-03-03,24380.0
2021-03-04,23920.0
2021-03-05,23955.0
2021-03-08,24060.0
2021-03-09,23605.0
2021-03-10,23200.0
2021-03-11,23655.0
2021-03-12,23605.0
2021-03-15,23390.0
2021-03-16,23260.0
2021-03-17,23435.0
2021-03-18,23380.0
2021-03-19,22945.0
2021-03-22,22995.0
2021-03-23,23040.0
2021-03-24,22445.0
2021-03-25,22430.0
2021-03-26,22125.0
2021-03-29,22210.0
2021-03-30,22680.0
2021-03-31,22465.0
2021-04-01,22040.0
2021-04-02,22355.0
2021-04-06,22330.0
2021-04-07,22355.0
2021-04-08,22165.0
2021-04-09,22410.0
2021-04-12,22290.0
2021-04-13,22160.0
2021-04-14,22280.0
2021-04-15,22650.0
2021-04-16,22840.0
2021-04-19,22820.0
2021-04-20,22875.0
2021-04-21,22840.0
2021-04-22,23030.0
2021-04-23,23405.0
2021-04-26,23275.0
2021-04-27,23490.0
2021-04-28,23710.0
2021-04-29,23625.0
2021-04-30,23240.0
2021-05-06,23455.0
2021-05-07,23670.0
2021-05-10,23745.0
2021-05-11,23740.0
2021-05-12,24200.0
2021-05-13,23710.0
2021-05-14,23475.0
2021-05-17,23465.0
2021-05-18,23595.0
2021-05-19,23420.0
2021-05-20,23780.0
2021-05-21,23895.0
2021-05-24,23485.0
2021-05-25,23440.0
2021-05-26,23360.0
2021-05-27,23060.0
2021-05-28,23205.0
2021-05-31,23210.0
2021-06-01,23315.0
2021-06-02,23470.0
2021-06-03,23715.0
2021-06-04,23695.0
2021-06-07,23715.0
2021-06-08,23785.0
2021-06-09,23890.0
2021-06-10,23655.0
2021-06-11,23855.0
2021-06-15,23440.0
2021-06-16,23440.0
2021-06-17,23430.0
2021-06-18,23135.0
2021-06-21,23215.0
2021-06-22,23255.0
2021-06-23,23595.0
2021-06-24,23660.0
2021-06-25,23715.0
2021-06-28,23775.0
2021-06-29,23815.0
2021-06-30,23735.0
2021-07-01,23695.0
2021-07-02,24070.0
2021-07-05,24225.0
2021-07-06,24400.0
2021-07-07,24260.0
2021-07-08,24230.0
2021-07-09,24120.0
2021-07-12,24230.0
2021-07-13,24475.0
2021-07-14,24630.0
2021-07-15,24760.0
2021-07-16,24765.0
2021-07-19,24575.0
2021-07-20,24650.0
2021-07-21,24635.0
2021-07-22,25275.0
2021-07-23,25810.0
2021-07-26,25810.0
2021-07-27,27185.0
2021-07-28,27200.0
2021-07-29,27190.0
2021-07-30,26700.0
2021-08-02,26940.0
2021-08-03,26695.0
2021-08-04,26835.0
2021-08-05,26670.0
2021-08-06,27180.0
2021-08-09,26935.0
2021-08-10,27080.0
2021-08-11,26965.0
2021-08-12,26685.0
2021-08-13,26300.0
2021-08-16,26305.0
2021-08-17,26295.0
2021-08-18,26340.0
2021-08-19,26250.0
2021-08-20,26500.0
2021-08-23,26940.0
2021-08-24,26750.0
2021-08-25,27195.0
2021-08-26,26650.0
2021-08-27,26200.0
2021-08-30,26245.0
2021-08-31,24655.0
2021-09-01,24660.0
2021-09-02,24655.0
