datetime,SM2605
2025-05-20,5850.0
2025-05-21,5886.0
2025-05-22,6032.0
2025-05-23,5774.0
2025-05-26,5764.0
2025-05-27,5718.0
2025-05-28,5700.0
2025-05-29,5624.0
2025-05-30,5556.0
2025-06-03,5496.0
2025-06-04,5576.0
2025-06-05,5538.0
2025-06-06,5606.0
2025-06-09,5628.0
2025-06-10,5612.0
2025-06-11,5552.0
2025-06-12,5500.0
2025-06-13,5536.0
2025-06-16,5622.0
2025-06-17,5584.0
2025-06-18,5614.0
2025-06-19,5630.0
2025-06-20,5674.0
2025-06-23,5666.0
2025-06-24,5626.0
2025-06-25,5700.0
2025-06-26,5728.0
2025-06-27,5738.0
2025-06-30,5702.0
2025-07-01,5688.0
2025-07-02,5794.0
2025-07-03,5788.0
2025-07-04,5736.0
2025-07-07,5738.0
2025-07-08,5744.0
2025-07-09,5790.0
2025-07-10,5868.0
2025-07-11,5818.0
2025-07-14,5856.0
2025-07-15,5838.0
2025-07-16,5812.0
2025-07-17,5844.0
2025-07-18,5854.0
2025-07-21,5988.0
2025-07-22,6130.0
2025-07-23,6044.0
2025-07-24,6066.0
2025-07-25,6494.0
2025-07-28,6130.0
2025-07-29,6306.0
2025-07-30,6238.0
2025-07-31,6064.0
2025-08-01,6070.0
2025-08-04,6096.0
2025-08-05,6144.0
2025-08-06,6228.0
2025-08-07,6202.0
2025-08-08,6184.0
2025-08-11,6238.0
2025-08-12,6256.0
2025-08-13,6214.0
2025-08-14,6178.0
2025-08-15,6150.0
2025-08-18,6144.0
2025-08-19,5956.0
2025-08-20,5886.0
2025-08-21,5888.0
2025-08-22,5878.0
2025-08-25,5946.0
2025-08-26,5918.0
2025-08-27,5880.0
2025-08-28,5888.0
2025-08-29,5834.0
2025-09-01,5780.0
2025-09-02,5782.0
2025-09-03,5774.0
2025-09-04,5772.0
2025-09-05,5882.0
2025-09-08,5882.0
2025-09-09,5876.0
2025-09-10,5884.0
2025-09-11,5872.0
2025-09-12,5872.0
2025-09-15,5944.0
2025-09-16,5980.0
2025-09-17,6024.0
2025-09-18,6014.0
2025-09-19,6002.0
2025-09-22,5918.0
2025-09-23,5922.0
2025-09-24,5958.0
2025-09-25,5968.0
2025-09-26,5894.0
2025-09-29,5852.0
2025-09-30,5794.0
2025-10-09,5812.0
2025-10-10,5794.0
2025-10-13,5768.0
2025-10-14,5768.0
2025-10-15,5776.0
2025-10-16,5790.0
2025-10-17,5760.0
2025-10-20,5780.0
2025-10-21,5780.0
2025-10-22,5848.0
2025-10-23,5860.0
2025-10-24,5814.0
2025-10-27,5842.0
2025-10-28,5828.0
2025-10-29,5890.0
2025-10-30,5890.0
2025-10-31,5816.0
2025-11-03,5846.0
2025-11-04,5802.0
2025-11-05,5822.0
2025-11-06,5848.0
2025-11-07,5814.0
2025-11-10,5878.0
2025-11-11,5822.0
2025-11-12,5818.0
2025-11-13,5812.0
2025-11-14,5808.0
2025-11-17,5860.0
2025-11-18,5746.0
2025-11-19,5700.0
2025-11-20,5680.0
2025-11-21,5674.0
2025-11-24,5692.0
2025-11-25,5698.0
2025-11-26,5682.0
2025-11-27,5676.0
2025-11-28,5666.0
2025-12-01,5770.0
2025-12-02,5766.0
2025-12-03,5772.0
2025-12-04,5828.0
2025-12-05,5796.0
2025-12-08,5776.0
2025-12-09,5772.0
2025-12-10,5768.0
2025-12-11,5758.0
2025-12-12,5768.0
2025-12-15,5796.0
2025-12-16,5776.0
2025-12-17,5796.0
2025-12-18,5820.0
2025-12-19,5838.0
2025-12-22,5864.0
2025-12-23,5856.0
2025-12-24,5860.0
2025-12-25,5868.0
2025-12-26,5868.0
2025-12-29,5888.0
2025-12-30,5948.0
2025-12-31,5936.0
2026-01-05,5898.0
2026-01-06,5934.0
2026-01-07,6020.0
2026-01-08,5920.0
2026-01-09,5926.0
2026-01-12,5942.0
2026-01-13,5944.0
2026-01-14,5938.0
2026-01-15,5898.0
2026-01-16,5866.0
2026-01-19,5848.0
2026-01-20,5798.0
2026-01-21,5786.0
2026-01-22,5814.0
2026-01-23,5856.0
2026-01-26,5828.0
2026-01-27,5818.0
2026-01-28,5832.0
2026-01-29,5926.0
2026-01-30,5872.0
2026-02-02,5834.0
2026-02-03,5836.0
2026-02-04,5868.0
2026-02-05,5884.0
2026-02-06,5856.0
2026-02-09,5812.0
2026-02-10,5818.0
2026-02-11,5824.0
2026-02-12,5800.0
2026-02-13,5770.0
2026-02-24,5738.0
2026-02-25,5752.0
2026-02-26,5918.0
2026-02-27,6026.0
2026-03-02,6082.0
2026-03-03,6118.0
2026-03-04,6120.0
2026-03-05,6092.0
2026-03-06,6130.0
2026-03-09,6132.0
2026-03-10,6088.0
2026-03-11,6116.0
2026-03-12,6162.0
2026-03-13,6176.0
2026-03-16,6162.0
2026-03-17,6240.0
2026-03-18,6138.0
2026-03-19,6188.0
2026-03-20,6400.0
2026-03-23,6556.0
2026-03-24,6480.0
2026-03-25,6492.0
2026-03-26,6434.0
2026-03-27,6580.0
2026-03-30,6588.0
2026-03-31,6444.0
2026-04-01,6380.0
2026-04-02,6502.0
2026-04-03,6426.0
2026-04-07,6392.0
2026-04-08,6230.0
2026-04-09,6122.0
2026-04-10,6120.0
2026-04-13,6138.0
2026-04-14,6150.0
2026-04-15,6170.0
2026-04-16,6206.0
2026-04-17,6200.0
2026-04-20,6172.0
2026-04-21,6164.0
2026-04-22,6164.0
