datetime,L1909
2018-09-17,9205.0
2018-09-18,9235.0
2018-09-19,9250.0
2018-09-20,9310.0
2018-09-21,9280.0
2018-09-25,9310.0
2018-09-26,9150.0
2018-09-27,9125.0
2018-09-28,9115.0
2018-10-08,9215.0
2018-10-09,9400.0
2018-10-10,9315.0
2018-10-11,9180.0
2018-10-12,9220.0
2018-10-15,9185.0
2018-10-16,9110.0
2018-10-17,9110.0
2018-10-18,9090.0
2018-10-19,9070.0
2018-10-22,9090.0
2018-10-23,9110.0
2018-10-24,9085.0
2018-10-25,8985.0
2018-10-26,8960.0
2018-10-29,8890.0
2018-10-30,8835.0
2018-10-31,8800.0
2018-11-01,8650.0
2018-11-02,8680.0
2018-11-05,8695.0
2018-11-06,8655.0
2018-11-07,8610.0
2018-11-08,8590.0
2018-11-09,8480.0
2018-11-12,8415.0
2018-11-13,8470.0
2018-11-14,8410.0
2018-11-15,8485.0
2018-11-16,8515.0
2018-11-19,8520.0
2018-11-20,8430.0
2018-11-21,8490.0
2018-11-22,8380.0
2018-11-23,8220.0
2018-11-26,8125.0
2018-11-27,8100.0
2018-11-28,8235.0
2018-11-29,8205.0
2018-11-30,8270.0
2018-12-03,8260.0
2018-12-04,8285.0
2018-12-05,8310.0
2018-12-06,8280.0
2018-12-07,8335.0
2018-12-10,8320.0
2018-12-11,8215.0
2018-12-12,8215.0
2018-12-13,8305.0
2018-12-14,8310.0
2018-12-17,8350.0
2018-12-18,8395.0
2018-12-19,8450.0
2018-12-20,8400.0
2018-12-21,8375.0
2018-12-24,8285.0
2018-12-25,8230.0
2018-12-26,8250.0
2018-12-27,8355.0
2018-12-28,8360.0
2019-01-02,8275.0
2019-01-03,8265.0
2019-01-04,8400.0
2019-01-07,8395.0
2019-01-08,8340.0
2019-01-09,8330.0
2019-01-10,8315.0
2019-01-11,8375.0
2019-01-14,8350.0
2019-01-15,8345.0
2019-01-16,8420.0
2019-01-17,8455.0
2019-01-18,8555.0
2019-01-21,8570.0
2019-01-22,8515.0
2019-01-23,8520.0
2019-01-24,8495.0
2019-01-25,8510.0
2019-01-28,8475.0
2019-01-29,8440.0
2019-01-30,8540.0
2019-01-31,8560.0
2019-02-01,8580.0
2019-02-11,8420.0
2019-02-12,8450.0
2019-02-13,8365.0
2019-02-14,8405.0
2019-02-15,8330.0
2019-02-18,8375.0
2019-02-19,8470.0
2019-02-20,8515.0
2019-02-21,8505.0
2019-02-22,8510.0
2019-02-25,8470.0
2019-02-26,8525.0
2019-02-27,8445.0
2019-02-28,8415.0
2019-03-01,8545.0
2019-03-04,8600.0
2019-03-05,8545.0
2019-03-06,8590.0
2019-03-07,8545.0
2019-03-08,8500.0
2019-03-11,8485.0
2019-03-12,8510.0
2019-03-13,8480.0
2019-03-14,8445.0
2019-03-15,8355.0
2019-03-18,8190.0
2019-03-19,8205.0
2019-03-20,8215.0
2019-03-21,8250.0
2019-03-22,8280.0
2019-03-25,8275.0
2019-03-26,8245.0
2019-03-27,8250.0
2019-03-28,8155.0
2019-03-29,8200.0
2019-04-01,8290.0
2019-04-02,8335.0
2019-04-03,8375.0
2019-04-04,8400.0
2019-04-08,8535.0
2019-04-09,8510.0
2019-04-10,8535.0
2019-04-11,8550.0
2019-04-12,8545.0
2019-04-15,8500.0
2019-04-16,8480.0
2019-04-17,8470.0
2019-04-18,8330.0
2019-04-19,8330.0
2019-04-23,8310.0
2019-04-24,8265.0
2019-04-25,8295.0
2019-04-26,8290.0
2019-04-29,8285.0
2019-04-30,8305.0
2019-05-06,8235.0
2019-05-07,8265.0
2019-05-08,8165.0
2019-05-09,8000.0
2019-05-10,8035.0
2019-05-13,7855.0
2019-05-14,7695.0
2019-05-15,7735.0
2019-05-16,7800.0
2019-05-17,7845.0
2019-05-20,7940.0
2019-05-21,8045.0
2019-05-22,7905.0
2019-05-23,7810.0
2019-05-24,7760.0
2019-05-27,7765.0
2019-05-28,7890.0
2019-05-29,7900.0
2019-05-30,7795.0
2019-05-31,7790.0
2019-06-03,7665.0
2019-06-04,7645.0
2019-06-05,7510.0
2019-06-06,7585.0
2019-06-10,7565.0
2019-06-11,7605.0
2019-06-12,7510.0
2019-06-13,7585.0
2019-06-14,7525.0
2019-06-17,7510.0
2019-06-18,7560.0
2019-06-19,7645.0
2019-06-20,7775.0
2019-06-21,7740.0
2019-06-24,7835.0
2019-06-25,7845.0
2019-06-26,7925.0
2019-06-27,7845.0
2019-06-28,7830.0
2019-07-01,7905.0
2019-07-02,8065.0
2019-07-03,8035.0
2019-07-04,8025.0
2019-07-05,8080.0
2019-07-08,8110.0
2019-07-09,8005.0
2019-07-10,7990.0
2019-07-11,7915.0
2019-07-12,7765.0
2019-07-15,7850.0
2019-07-16,7770.0
2019-07-17,7790.0
2019-07-18,7810.0
2019-07-19,7820.0
2019-07-22,7720.0
2019-07-23,7745.0
2019-07-24,7650.0
2019-07-25,7565.0
2019-07-26,7635.0
2019-07-29,7655.0
2019-07-30,7725.0
2019-07-31,7635.0
2019-08-01,7710.0
2019-08-02,7605.0
2019-08-05,7485.0
2019-08-06,7450.0
2019-08-07,7480.0
2019-08-08,7470.0
2019-08-09,7535.0
2019-08-12,7555.0
2019-08-13,7545.0
2019-08-14,7495.0
2019-08-15,7450.0
2019-08-16,7400.0
2019-08-19,7415.0
2019-08-20,7430.0
2019-08-21,7350.0
2019-08-22,7270.0
2019-08-23,7215.0
2019-08-26,7220.0
2019-08-27,7170.0
2019-08-28,7145.0
2019-08-29,7015.0
2019-08-30,7070.0
2019-09-02,7075.0
2019-09-03,7085.0
2019-09-04,7150.0
2019-09-05,7135.0
2019-09-06,7060.0
2019-09-09,7205.0
2019-09-10,7160.0
2019-09-11,7185.0
2019-09-12,7160.0
2019-09-16,7500.0
