datetime,FG2301
2022-01-18,2019.0
2022-01-19,2024.0
2022-01-20,2013.0
2022-01-21,2070.0
2022-01-24,2026.0
2022-01-25,2005.0
2022-01-26,2013.0
2022-01-27,2070.0
2022-01-28,2095.0
2022-02-07,2194.0
2022-02-08,2179.0
2022-02-09,2149.0
2022-02-10,2230.0
2022-02-11,2083.0
2022-02-14,2156.0
2022-02-15,2092.0
2022-02-16,2093.0
2022-02-17,1994.0
2022-02-18,1971.0
2022-02-21,1990.0
2022-02-22,1948.0
2022-02-23,1961.0
2022-02-24,1931.0
2022-02-25,1838.0
2022-02-28,1837.0
2022-03-01,1894.0
2022-03-02,1901.0
2022-03-03,1893.0
2022-03-04,1919.0
2022-03-07,1960.0
2022-03-08,1940.0
2022-03-09,1886.0
2022-03-10,1989.0
2022-03-11,1991.0
2022-03-14,1910.0
2022-03-15,1870.0
2022-03-16,1920.0
2022-03-17,1920.0
2022-03-18,1926.0
2022-03-21,1881.0
2022-03-22,1882.0
2022-03-23,1913.0
2022-03-24,1931.0
2022-03-25,2031.0
2022-03-28,2004.0
2022-03-29,2013.0
2022-03-30,2052.0
2022-03-31,2046.0
2022-04-01,2059.0
2022-04-06,1997.0
2022-04-07,1966.0
2022-04-08,1984.0
2022-04-11,1974.0
2022-04-12,2024.0
2022-04-13,1974.0
2022-04-14,1980.0
2022-04-15,1957.0
2022-04-18,1998.0
2022-04-19,2039.0
2022-04-20,2031.0
2022-04-21,2034.0
2022-04-22,1988.0
2022-04-25,1849.0
2022-04-26,1805.0
2022-04-27,1814.0
2022-04-28,1840.0
2022-04-29,1846.0
2022-05-05,1858.0
2022-05-06,1830.0
2022-05-09,1801.0
2022-05-10,1774.0
2022-05-11,1790.0
2022-05-12,1751.0
2022-05-13,1760.0
2022-05-16,1790.0
2022-05-17,1778.0
2022-05-18,1754.0
2022-05-19,1795.0
2022-05-20,1800.0
2022-05-23,1771.0
2022-05-24,1763.0
2022-05-25,1793.0
2022-05-26,1811.0
2022-05-27,1808.0
2022-05-30,1828.0
2022-05-31,1827.0
2022-06-01,1842.0
2022-06-02,1834.0
2022-06-06,1839.0
2022-06-07,1859.0
2022-06-08,1871.0
2022-06-09,1824.0
2022-06-10,1822.0
2022-06-13,1809.0
2022-06-14,1742.0
2022-06-15,1745.0
2022-06-16,1738.0
2022-06-17,1752.0
2022-06-20,1768.0
2022-06-21,1711.0
2022-06-22,1685.0
2022-06-23,1711.0
2022-06-24,1695.0
2022-06-27,1706.0
2022-06-28,1719.0
2022-06-29,1728.0
2022-06-30,1709.0
2022-07-01,1683.0
2022-07-04,1653.0
2022-07-05,1655.0
2022-07-06,1644.0
2022-07-07,1624.0
2022-07-08,1602.0
2022-07-11,1588.0
2022-07-12,1585.0
2022-07-13,1594.0
2022-07-14,1562.0
2022-07-15,1544.0
2022-07-18,1590.0
2022-07-19,1557.0
2022-07-20,1549.0
2022-07-21,1482.0
2022-07-22,1463.0
2022-07-25,1497.0
2022-07-26,1483.0
2022-07-27,1482.0
2022-07-28,1522.0
2022-07-29,1552.0
2022-08-01,1543.0
2022-08-02,1566.0
2022-08-03,1572.0
2022-08-04,1573.0
2022-08-05,1570.0
2022-08-08,1605.0
2022-08-09,1602.0
2022-08-10,1556.0
2022-08-11,1591.0
2022-08-12,1570.0
2022-08-15,1529.0
2022-08-16,1517.0
2022-08-17,1483.0
2022-08-18,1461.0
2022-08-19,1440.0
2022-08-22,1486.0
2022-08-23,1468.0
2022-08-24,1473.0
2022-08-25,1458.0
2022-08-26,1469.0
2022-08-29,1457.0
2022-08-30,1423.0
2022-08-31,1460.0
2022-09-01,1440.0
2022-09-02,1429.0
2022-09-05,1460.0
2022-09-06,1473.0
2022-09-07,1465.0
2022-09-08,1487.0
2022-09-09,1515.0
2022-09-13,1513.0
2022-09-14,1501.0
2022-09-15,1497.0
2022-09-16,1484.0
2022-09-19,1496.0
2022-09-20,1485.0
2022-09-21,1479.0
2022-09-22,1509.0
2022-09-23,1509.0
2022-09-26,1514.0
2022-09-27,1536.0
2022-09-28,1534.0
2022-09-29,1512.0
2022-09-30,1506.0
2022-10-10,1554.0
2022-10-11,1532.0
2022-10-12,1537.0
2022-10-13,1510.0
2022-10-14,1526.0
2022-10-17,1493.0
2022-10-18,1487.0
2022-10-19,1460.0
2022-10-20,1460.0
2022-10-21,1458.0
2022-10-24,1432.0
2022-10-25,1407.0
2022-10-26,1403.0
2022-10-27,1385.0
2022-10-28,1399.0
2022-10-31,1346.0
2022-11-01,1358.0
2022-11-02,1354.0
2022-11-03,1355.0
2022-11-04,1393.0
2022-11-07,1370.0
2022-11-08,1382.0
2022-11-09,1392.0
2022-11-10,1381.0
2022-11-11,1393.0
2022-11-14,1394.0
2022-11-15,1415.0
2022-11-16,1415.0
2022-11-17,1379.0
2022-11-18,1366.0
2022-11-21,1372.0
2022-11-22,1364.0
2022-11-23,1379.0
2022-11-24,1386.0
2022-11-25,1429.0
2022-11-28,1408.0
2022-11-29,1406.0
2022-11-30,1386.0
2022-12-01,1384.0
2022-12-02,1393.0
2022-12-05,1402.0
2022-12-06,1413.0
2022-12-07,1395.0
2022-12-08,1405.0
2022-12-09,1440.0
2022-12-12,1439.0
2022-12-13,1466.0
2022-12-14,1497.0
2022-12-15,1531.0
2022-12-16,1482.0
2022-12-19,1457.0
2022-12-20,1462.0
2022-12-21,1481.0
2022-12-22,1460.0
2022-12-23,1465.0
2022-12-26,1477.0
2022-12-27,1526.0
2022-12-28,1524.0
2022-12-29,1493.0
2022-12-30,1561.0
2023-01-03,1591.0
2023-01-04,1562.0
2023-01-05,1553.0
2023-01-06,1585.0
2023-01-09,1570.0
2023-01-10,1550.0
2023-01-11,1533.0
2023-01-12,1501.0
2023-01-13,1500.0
2023-01-16,1435.0
