datetime,L2101
2020-01-16,7390.0
2020-01-17,7380.0
2020-01-20,7360.0
2020-01-21,7335.0
2020-01-22,7265.0
2020-01-23,7245.0
2020-02-03,6840.0
2020-02-04,6990.0
2020-02-05,7040.0
2020-02-06,7075.0
2020-02-07,7070.0
2020-02-10,7055.0
2020-02-11,7065.0
2020-02-12,7060.0
2020-02-13,7035.0
2020-02-14,7055.0
2020-02-17,7095.0
2020-02-18,7120.0
2020-02-19,7160.0
2020-02-20,7205.0
2020-02-21,7190.0
2020-02-24,7135.0
2020-02-25,7165.0
2020-02-26,7120.0
2020-02-27,7100.0
2020-02-28,6965.0
2020-03-02,7090.0
2020-03-03,7140.0
2020-03-04,7160.0
2020-03-05,7160.0
2020-03-06,7120.0
2020-03-09,6835.0
2020-03-10,6975.0
2020-03-11,6925.0
2020-03-12,6875.0
2020-03-13,6895.0
2020-03-16,6785.0
2020-03-17,6750.0
2020-03-18,6590.0
2020-03-19,6510.0
2020-03-20,6575.0
2020-03-23,6420.0
2020-03-24,6370.0
2020-03-25,6280.0
2020-03-26,6020.0
2020-03-27,5835.0
2020-03-30,5525.0
2020-03-31,5580.0
2020-04-01,5620.0
2020-04-02,5885.0
2020-04-03,5975.0
2020-04-07,6140.0
2020-04-08,5970.0
2020-04-09,6075.0
2020-04-10,6275.0
2020-04-13,6340.0
2020-04-14,6195.0
2020-04-15,6200.0
2020-04-16,6210.0
2020-04-17,6170.0
2020-04-20,6110.0
2020-04-21,5885.0
2020-04-22,5730.0
2020-04-23,6085.0
2020-04-24,6110.0
2020-04-27,6220.0
2020-04-28,6170.0
2020-04-29,6130.0
2020-04-30,6185.0
2020-05-06,6450.0
2020-05-07,6310.0
2020-05-08,6360.0
2020-05-11,6245.0
2020-05-12,6260.0
2020-05-13,6305.0
2020-05-14,6300.0
2020-05-15,6395.0
2020-05-18,6390.0
2020-05-19,6380.0
2020-05-20,6495.0
2020-05-21,6535.0
2020-05-22,6420.0
2020-05-25,6490.0
2020-05-26,6500.0
2020-05-27,6495.0
2020-05-28,6525.0
2020-05-29,6485.0
2020-06-01,6650.0
2020-06-02,6645.0
2020-06-03,6675.0
2020-06-04,6545.0
2020-06-05,6600.0
2020-06-08,6600.0
2020-06-09,6630.0
2020-06-10,6640.0
2020-06-11,6620.0
2020-06-12,6640.0
2020-06-15,6580.0
2020-06-16,6755.0
2020-06-17,6755.0
2020-06-18,6780.0
2020-06-19,6735.0
2020-06-22,6710.0
2020-06-23,6735.0
2020-06-24,6785.0
2020-06-29,6665.0
2020-06-30,6780.0
2020-07-01,6780.0
2020-07-02,6805.0
2020-07-03,6905.0
2020-07-06,7080.0
2020-07-07,7130.0
2020-07-08,7110.0
2020-07-09,7155.0
2020-07-10,7060.0
2020-07-13,7145.0
2020-07-14,7115.0
2020-07-15,7110.0
2020-07-16,7045.0
2020-07-17,6990.0
2020-07-20,7025.0
2020-07-21,7010.0
2020-07-22,6950.0
2020-07-23,6945.0
2020-07-24,6875.0
2020-07-27,6975.0
2020-07-28,7030.0
2020-07-29,7040.0
2020-07-30,6985.0
2020-07-31,6935.0
2020-08-03,7010.0
2020-08-04,7110.0
2020-08-05,7125.0
2020-08-06,7110.0
2020-08-07,7100.0
2020-08-10,7040.0
2020-08-11,7030.0
2020-08-12,7000.0
2020-08-13,6945.0
2020-08-14,7005.0
2020-08-17,7045.0
2020-08-18,7165.0
2020-08-19,7140.0
2020-08-20,7250.0
2020-08-21,7155.0
2020-08-24,7130.0
2020-08-25,7260.0
2020-08-26,7250.0
2020-08-27,7365.0
2020-08-28,7335.0
2020-08-31,7465.0
2020-09-01,7480.0
2020-09-02,7650.0
2020-09-03,7640.0
