datetime,J2101
2020-01-16,1787.0
2020-01-17,1796.5
2020-01-20,1799.0
2020-01-21,1790.0
2020-01-22,1798.0
2020-01-23,1776.5
2020-02-03,1683.0
2020-02-04,1718.0
2020-02-05,1723.0
2020-02-06,1754.0
2020-02-07,1755.0
2020-02-10,1755.0
2020-02-11,1790.0
2020-02-12,1807.0
2020-02-13,1804.0
2020-02-14,1804.0
2020-02-17,1808.0
2020-02-18,1797.0
2020-02-19,1801.0
2020-02-20,1816.0
2020-02-21,1822.0
2020-02-24,1822.0
2020-02-25,1825.0
2020-02-26,1811.5
2020-02-27,1783.0
2020-02-28,1765.0
2020-03-02,1800.0
2020-03-03,1798.0
2020-03-04,1803.0
2020-03-05,1800.0
2020-03-06,1786.0
2020-03-09,1782.0
2020-03-10,1794.0
2020-03-11,1787.5
2020-03-12,1790.0
2020-03-13,1837.5
2020-03-16,1811.0
2020-03-17,1810.0
2020-03-18,1793.0
2020-03-19,1775.0
2020-03-20,1710.0
2020-03-23,1660.0
2020-03-24,1711.0
2020-03-25,1728.0
2020-03-26,1706.0
2020-03-27,1703.0
2020-03-30,1658.5
2020-03-31,1635.0
2020-04-01,1572.5
2020-04-02,1625.5
2020-04-03,1586.0
2020-04-07,1608.0
2020-04-08,1626.0
2020-04-09,1640.5
2020-04-10,1665.0
2020-04-13,1672.0
2020-04-14,1676.0
2020-04-15,1646.5
2020-04-16,1656.0
2020-04-17,1658.5
2020-04-20,1651.5
2020-04-21,1619.0
2020-04-22,1641.0
2020-04-23,1635.0
2020-04-24,1656.5
2020-04-27,1648.5
2020-04-28,1598.0
2020-04-29,1619.0
2020-04-30,1642.0
2020-05-06,1642.0
2020-05-07,1688.5
2020-05-08,1688.0
2020-05-11,1674.5
2020-05-12,1680.5
2020-05-13,1665.5
2020-05-14,1709.0
2020-05-15,1715.0
2020-05-18,1771.0
2020-05-19,1782.5
2020-05-20,1768.0
2020-05-21,1793.5
2020-05-22,1760.5
2020-05-25,1801.5
2020-05-26,1799.0
2020-05-27,1790.5
2020-05-28,1784.5
2020-05-29,1801.0
2020-06-01,1819.5
2020-06-02,1851.0
2020-06-03,1866.0
2020-06-04,1873.5
2020-06-05,1874.0
2020-06-08,1875.5
2020-06-09,1882.0
2020-06-10,1883.5
2020-06-11,1879.0
2020-06-12,1891.0
2020-06-15,1855.0
2020-06-16,1872.0
2020-06-17,1859.0
2020-06-18,1877.5
2020-06-19,1891.5
2020-06-22,1881.0
2020-06-23,1878.0
2020-06-24,1880.5
2020-06-29,1820.0
2020-06-30,1820.5
2020-07-01,1811.5
2020-07-02,1820.0
2020-07-03,1820.5
2020-07-06,1821.0
2020-07-07,1823.0
2020-07-08,1848.0
2020-07-09,1854.0
2020-07-10,1825.5
2020-07-13,1869.0
2020-07-14,1859.5
2020-07-15,1858.5
2020-07-16,1862.0
2020-07-17,1893.0
2020-07-20,1891.5
2020-07-21,1919.0
2020-07-22,1912.0
2020-07-23,1971.5
2020-07-24,1939.5
2020-07-27,1924.5
2020-07-28,1928.0
2020-07-29,1934.5
2020-07-30,1919.5
2020-07-31,1946.5
2020-08-03,1970.0
2020-08-04,1974.5
2020-08-05,1989.0
2020-08-06,1991.5
2020-08-07,2022.0
2020-08-10,1995.5
