datetime,MA2409
2023-09-15,2455.0
2023-09-18,2520.0
2023-09-19,2512.0
2023-09-20,2489.0
2023-09-21,2444.0
2023-09-22,2441.0
2023-09-25,2393.0
2023-09-26,2373.0
2023-09-27,2385.0
2023-09-28,2383.0
2023-10-09,2386.0
2023-10-10,2325.0
2023-10-11,2344.0
2023-10-12,2326.0
2023-10-13,2340.0
2023-10-16,2366.0
2023-10-17,2339.0
2023-10-18,2326.0
2023-10-19,2349.0
2023-10-20,2351.0
2023-10-23,2323.0
2023-10-24,2328.0
2023-10-25,2365.0
2023-10-26,2370.0
2023-10-27,2413.0
2023-10-30,2436.0
2023-10-31,2425.0
2023-11-01,2419.0
2023-11-02,2403.0
2023-11-03,2439.0
2023-11-06,2454.0
2023-11-07,2451.0
2023-11-08,2480.0
2023-11-09,2479.0
2023-11-10,2478.0
2023-11-13,2464.0
2023-11-14,2484.0
2023-11-15,2497.0
2023-11-16,2501.0
2023-11-17,2497.0
2023-11-20,2471.0
2023-11-21,2431.0
2023-11-22,2428.0
2023-11-23,2381.0
2023-11-24,2407.0
2023-11-27,2415.0
2023-11-28,2405.0
2023-11-29,2413.0
2023-11-30,2466.0
2023-12-01,2468.0
2023-12-04,2411.0
2023-12-05,2396.0
2023-12-06,2400.0
2023-12-07,2420.0
2023-12-08,2414.0
2023-12-11,2391.0
2023-12-12,2405.0
2023-12-13,2361.0
2023-12-14,2364.0
2023-12-15,2356.0
2023-12-18,2362.0
2023-12-19,2365.0
2023-12-20,2413.0
2023-12-21,2426.0
2023-12-22,2465.0
2023-12-25,2426.0
2023-12-26,2420.0
2023-12-27,2414.0
2023-12-28,2434.0
2023-12-29,2423.0
2024-01-02,2388.0
2024-01-03,2392.0
2024-01-04,2378.0
2024-01-05,2373.0
2024-01-08,2367.0
2024-01-09,2357.0
2024-01-10,2276.0
2024-01-11,2298.0
2024-01-12,2300.0
2024-01-15,2313.0
2024-01-16,2315.0
2024-01-17,2298.0
2024-01-18,2332.0
2024-01-19,2315.0
2024-01-22,2357.0
2024-01-23,2364.0
2024-01-24,2394.0
2024-01-25,2396.0
2024-01-26,2393.0
2024-01-29,2421.0
2024-01-30,2422.0
2024-01-31,2429.0
2024-02-01,2413.0
2024-02-02,2391.0
2024-02-05,2400.0
2024-02-06,2409.0
2024-02-07,2455.0
2024-02-08,2459.0
2024-02-19,2454.0
2024-02-20,2415.0
2024-02-21,2424.0
2024-02-22,2443.0
2024-02-23,2448.0
2024-02-26,2433.0
2024-02-27,2469.0
2024-02-28,2461.0
2024-02-29,2460.0
2024-03-01,2470.0
2024-03-04,2453.0
2024-03-05,2436.0
2024-03-06,2454.0
2024-03-07,2440.0
2024-03-08,2449.0
2024-03-11,2462.0
2024-03-12,2431.0
2024-03-13,2432.0
2024-03-14,2456.0
2024-03-15,2493.0
2024-03-18,2502.0
2024-03-19,2517.0
