datetime,SF2105
2020-05-25,5790.0
2020-05-26,5780.0
2020-05-27,5720.0
2020-05-28,5700.0
2020-05-29,5680.0
2020-06-01,5706.0
2020-06-02,5706.0
2020-06-03,5686.0
2020-06-04,5670.0
2020-06-05,5652.0
2020-06-08,5662.0
2020-06-09,5720.0
2020-06-10,5646.0
2020-06-11,5586.0
2020-06-12,5644.0
2020-06-15,5602.0
2020-06-16,5602.0
2020-06-17,5710.0
2020-06-18,5748.0
2020-06-19,5800.0
2020-06-22,5678.0
2020-06-23,5712.0
2020-06-24,5692.0
2020-06-30,5600.0
2020-07-01,5582.0
2020-07-02,5572.0
2020-07-03,5552.0
2020-07-06,5600.0
2020-07-07,5598.0
2020-07-08,5556.0
2020-07-09,5580.0
2020-07-10,5574.0
2020-07-13,5588.0
2020-07-14,5562.0
2020-07-15,5566.0
2020-07-16,5564.0
2020-07-17,5542.0
2020-07-20,5552.0
2020-07-21,5540.0
2020-07-22,5538.0
2020-07-23,5558.0
2020-07-24,5542.0
2020-07-27,5540.0
2020-07-28,5538.0
2020-07-29,5520.0
2020-07-30,5536.0
2020-07-31,5520.0
2020-08-03,5528.0
2020-08-04,5600.0
2020-08-05,5600.0
2020-08-06,5580.0
2020-08-07,5620.0
2020-08-10,5680.0
2020-08-11,5676.0
2020-08-12,5704.0
2020-08-13,5664.0
2020-08-14,5672.0
2020-08-17,5676.0
2020-08-18,5664.0
2020-08-19,5666.0
2020-08-20,5680.0
2020-08-21,5750.0
2020-08-24,5726.0
2020-08-25,5720.0
2020-08-26,5690.0
2020-08-27,5726.0
2020-08-28,5722.0
2020-08-31,5738.0
2020-09-01,5800.0
2020-09-02,5836.0
2020-09-03,5802.0
2020-09-04,5774.0
2020-09-07,5788.0
2020-09-08,5770.0
2020-09-09,5728.0
2020-09-10,5732.0
2020-09-11,5704.0
2020-09-14,5746.0
2020-09-15,5750.0
2020-09-16,5750.0
2020-09-17,5736.0
2020-09-18,5738.0
2020-09-21,5692.0
2020-09-22,5658.0
2020-09-23,5646.0
2020-09-24,5656.0
2020-09-25,5688.0
2020-09-28,5686.0
2020-09-29,5710.0
2020-09-30,5698.0
2020-10-09,5792.0
2020-10-12,5820.0
2020-10-13,5814.0
2020-10-14,5810.0
2020-10-15,5804.0
2020-10-16,5856.0
2020-10-19,5832.0
2020-10-20,5812.0
2020-10-21,5822.0
2020-10-22,5780.0
2020-10-23,5784.0
2020-10-26,5726.0
2020-10-27,5704.0
2020-10-28,5738.0
2020-10-29,5744.0
2020-10-30,5718.0
2020-11-02,5792.0
2020-11-03,5772.0
2020-11-04,5830.0
2020-11-05,5800.0
2020-11-06,5846.0
2020-11-09,5836.0
2020-11-10,5838.0
2020-11-11,5846.0
2020-11-12,5804.0
2020-11-13,5800.0
2020-11-16,5800.0
2020-11-17,5796.0
2020-11-18,5810.0
2020-11-19,5878.0
2020-11-20,5938.0
2020-11-23,5940.0
2020-11-24,5938.0
2020-11-25,5942.0
2020-11-26,5954.0
2020-11-27,6040.0
2020-11-30,6090.0
2020-12-01,6134.0
2020-12-02,6182.0
2020-12-03,6132.0
2020-12-04,6484.0
2020-12-07,6302.0
2020-12-08,6258.0
2020-12-09,6252.0
2020-12-10,6348.0
2020-12-11,6296.0
2020-12-14,6354.0
2020-12-15,6392.0
2020-12-16,6374.0
2020-12-17,6378.0
2020-12-18,6508.0
2020-12-21,6812.0
2020-12-22,6724.0
2020-12-23,6982.0
2020-12-24,6920.0
2020-12-25,7200.0
2020-12-28,6880.0
2020-12-29,6814.0
2020-12-30,6790.0
2020-12-31,6616.0
2021-01-04,6656.0
2021-01-05,6830.0
2021-01-06,7160.0
2021-01-07,7298.0
2021-01-08,7664.0
2021-01-11,7816.0
2021-01-12,7620.0
2021-01-13,7930.0
2021-01-14,7882.0
2021-01-15,7412.0
2021-01-18,7602.0
2021-01-19,7572.0
2021-01-20,7482.0
2021-01-21,7180.0
2021-01-22,7076.0
2021-01-25,7126.0
2021-01-26,6988.0
2021-01-27,7012.0
2021-01-28,7086.0
2021-01-29,6752.0
2021-02-01,6820.0
2021-02-02,6582.0
2021-02-03,6614.0
2021-02-04,7000.0
2021-02-05,6740.0
2021-02-08,6814.0
2021-02-09,6942.0
2021-02-10,7158.0
2021-02-18,7338.0
2021-02-19,7224.0
2021-02-22,7370.0
2021-02-23,7530.0
2021-02-24,7746.0
2021-02-25,7684.0
2021-02-26,7796.0
2021-03-01,7920.0
2021-03-02,7692.0
2021-03-03,7762.0
2021-03-04,7726.0
2021-03-05,8078.0
2021-03-08,8076.0
2021-03-09,7968.0
2021-03-10,8110.0
2021-03-11,7846.0
2021-03-12,7552.0
2021-03-15,7370.0
2021-03-16,7134.0
2021-03-17,7096.0
2021-03-18,7254.0
2021-03-19,6962.0
2021-03-22,7190.0
2021-03-23,7018.0
2021-03-24,6928.0
2021-03-25,7036.0
2021-03-26,6978.0
2021-03-29,6828.0
2021-03-30,6682.0
2021-03-31,6666.0
2021-04-01,6768.0
2021-04-02,6884.0
2021-04-06,6820.0
2021-04-07,6766.0
2021-04-08,6754.0
2021-04-09,6630.0
2021-04-12,6616.0
2021-04-13,6610.0
2021-04-14,6796.0
2021-04-15,7050.0
2021-04-16,7258.0
2021-04-19,7220.0
2021-04-20,7168.0
2021-04-21,7148.0
2021-04-22,7174.0
2021-04-23,7372.0
2021-04-26,7270.0
2021-04-27,7154.0
2021-04-28,7206.0
2021-04-29,7398.0
2021-04-30,7192.0
2021-05-06,7318.0
2021-05-07,7368.0
2021-05-10,7584.0
2021-05-11,7430.0
2021-05-12,7776.0
2021-05-13,7556.0
2021-05-14,7508.0
2021-05-17,7580.0
2021-05-18,7756.0
2021-05-19,7562.0
