datetime,FG2005
2019-05-20,1341.0
2019-05-21,1346.0
2019-05-22,1353.0
2019-05-23,1338.0
2019-05-24,1340.0
2019-05-27,1343.0
2019-05-28,1332.0
2019-05-29,1330.0
2019-05-30,1326.0
2019-05-31,1318.0
2019-06-03,1312.0
2019-06-04,1309.0
2019-06-05,1310.0
2019-06-06,1323.0
2019-06-10,1334.0
2019-06-11,1390.0
2019-06-12,1361.0
2019-06-13,1373.0
2019-06-14,1376.0
2019-06-17,1372.0
2019-06-18,1374.0
2019-06-19,1377.0
2019-06-20,1381.0
2019-06-21,1386.0
2019-06-24,1393.0
2019-06-25,1393.0
2019-06-26,1412.0
2019-06-27,1407.0
2019-06-28,1405.0
2019-07-01,1409.0
2019-07-02,1426.0
2019-07-03,1408.0
2019-07-04,1410.0
2019-07-05,1410.0
2019-07-08,1411.0
2019-07-09,1424.0
2019-07-10,1403.0
2019-07-11,1404.0
2019-07-12,1395.0
2019-07-15,1401.0
2019-07-16,1404.0
2019-07-18,1412.0
2019-07-19,1425.0
2019-07-22,1409.0
2019-07-23,1410.0
2019-07-24,1420.0
2019-07-25,1424.0
2019-07-26,1427.0
2019-07-29,1413.0
2019-07-30,1413.0
2019-07-31,1406.0
2019-08-01,1404.0
2019-08-02,1382.0
2019-08-05,1395.0
2019-08-06,1394.0
2019-08-07,1360.0
2019-08-08,1352.0
2019-08-09,1360.0
2019-08-12,1380.0
2019-08-13,1366.0
2019-08-14,1379.0
2019-08-15,1386.0
2019-08-16,1384.0
2019-08-19,1386.0
2019-08-20,1390.0
2019-08-21,1388.0
2019-08-22,1382.0
2019-08-23,1366.0
2019-08-26,1354.0
2019-08-27,1341.0
2019-08-28,1352.0
2019-08-29,1339.0
2019-08-30,1340.0
2019-09-02,1353.0
2019-09-03,1351.0
2019-09-04,1370.0
2019-09-05,1367.0
2019-09-06,1366.0
2019-09-09,1379.0
2019-09-10,1380.0
2019-09-11,1382.0
2019-09-12,1407.0
2019-09-16,1417.0
2019-09-17,1409.0
2019-09-18,1410.0
2019-09-19,1401.0
2019-09-20,1390.0
2019-09-23,1397.0
2019-09-24,1373.0
2019-09-25,1378.0
2019-09-26,1394.0
2019-09-27,1406.0
2019-09-30,1415.0
2019-10-08,1412.0
2019-10-09,1403.0
2019-10-10,1408.0
2019-10-11,1413.0
2019-10-14,1407.0
2019-10-15,1409.0
2019-10-16,1405.0
2019-10-17,1388.0
2019-10-18,1415.0
2019-10-21,1435.0
2019-10-22,1424.0
2019-10-23,1426.0
2019-10-24,1426.0
2019-10-25,1426.0
2019-10-28,1421.0
2019-10-29,1422.0
2019-10-30,1423.0
2019-10-31,1428.0
2019-11-01,1433.0
2019-11-04,1420.0
2019-11-05,1423.0
2019-11-06,1419.0
2019-11-07,1425.0
2019-11-08,1430.0
2019-11-11,1404.0
2019-11-12,1397.0
2019-11-13,1394.0
2019-11-14,1421.0
2019-11-15,1417.0
2019-11-18,1413.0
2019-11-19,1408.0
2019-11-20,1416.0
2019-11-21,1398.0
2019-11-22,1385.0
2019-11-25,1388.0
2019-11-26,1383.0
2019-11-27,1397.0
2019-11-28,1408.0
