datetime,J2305
2022-05-19,3100.5
2022-05-23,3131.5
2022-05-24,3089.5
2022-05-25,3000.0
2022-05-26,2999.0
2022-05-27,3079.5
2022-05-30,3172.0
2022-05-31,3203.5
2022-06-01,3275.0
2022-06-02,3340.0
2022-06-06,3387.5
2022-06-07,3374.5
2022-06-08,3384.0
2022-06-09,3352.0
2022-06-10,3402.5
2022-06-13,3340.0
2022-06-14,3306.0
2022-06-15,3193.0
2022-06-16,3153.5
2022-06-17,3090.0
2022-06-20,2808.5
2022-06-21,2816.0
2022-06-22,2760.0
2022-06-23,2864.5
2022-06-24,2857.5
2022-06-27,2939.0
2022-06-28,2999.0
2022-06-29,3000.0
2022-06-30,2889.5
2022-07-01,2853.0
2022-07-04,2735.5
2022-07-05,2800.5
2022-07-06,2790.0
2022-07-07,2786.0
2022-07-08,2665.0
2022-07-11,2666.0
2022-07-12,2560.0
2022-07-13,2549.0
2022-07-14,2490.0
2022-07-15,2325.0
2022-07-18,2510.0
2022-07-19,2420.0
2022-07-20,2402.0
2022-07-21,2387.5
2022-07-22,2423.0
2022-07-25,2440.0
2022-07-26,2452.0
2022-07-27,2460.5
2022-07-28,2590.0
2022-07-29,2583.0
2022-08-01,2573.0
2022-08-02,2613.5
2022-08-03,2599.0
2022-08-04,2498.5
2022-08-05,2502.0
2022-08-08,2578.0
2022-08-09,2615.0
2022-08-10,2565.0
2022-08-11,2593.0
2022-08-12,2625.0
2022-08-15,2589.0
2022-08-16,2616.0
2022-08-17,2536.5
2022-08-18,2460.0
2022-08-19,2437.0
2022-08-22,2487.0
2022-08-23,2472.5
2022-08-24,2454.0
2022-08-25,2494.5
2022-08-26,2545.0
2022-08-29,2445.0
2022-08-30,2363.5
2022-08-31,2349.5
2022-09-01,2316.5
2022-09-02,2320.0
2022-09-05,2346.0
2022-09-06,2351.0
2022-09-07,2305.5
2022-09-08,2371.0
2022-09-09,2415.0
2022-09-13,2450.5
2022-09-14,2432.0
2022-09-15,2475.0
2022-09-16,2452.0
2022-09-19,2467.5
2022-09-20,2469.0
2022-09-21,2504.5
2022-09-22,2517.5
2022-09-23,2505.5
2022-09-26,2497.5
2022-09-27,2568.5
2022-09-28,2563.5
2022-09-29,2589.0
2022-09-30,2595.5
2022-10-10,2660.5
2022-10-11,2604.0
2022-10-12,2546.0
2022-10-13,2519.0
2022-10-14,2567.0
2022-10-17,2449.0
2022-10-18,2424.5
2022-10-19,2438.0
2022-10-20,2384.0
2022-10-21,2413.5
2022-10-24,2419.5
2022-10-25,2383.0
2022-10-26,2376.5
2022-10-27,2362.5
2022-10-28,2324.0
2022-10-31,2248.5
2022-11-01,2305.0
2022-11-02,2319.5
2022-11-03,2327.5
2022-11-04,2401.0
2022-11-07,2441.5
2022-11-08,2467.5
2022-11-09,2461.0
2022-11-10,2387.0
2022-11-11,2500.0
2022-11-14,2549.5
2022-11-15,2581.0
2022-11-16,2603.0
2022-11-17,2582.0
2022-11-18,2565.0
2022-11-21,2510.0
2022-11-22,2478.0
2022-11-23,2513.5
2022-11-24,2520.0
2022-11-25,2579.0
2022-11-28,2572.5
2022-11-29,2626.5
2022-11-30,2631.0
2022-12-01,2629.0
2022-12-02,2696.0
2022-12-05,2733.0
2022-12-06,2703.0
2022-12-07,2684.5
2022-12-08,2758.5
2022-12-09,2815.5
2022-12-12,2855.5
2022-12-13,2822.0
2022-12-14,2872.5
2022-12-15,2904.5
2022-12-16,2849.5
2022-12-19,2691.5
2022-12-20,2652.0
2022-12-21,2745.5
2022-12-22,2631.0
2022-12-23,2646.0
2022-12-26,2722.5
2022-12-27,2756.5
2022-12-28,2687.0
2022-12-29,2681.0
2022-12-30,2670.0
2023-01-03,2627.0
2023-01-04,2583.5
