datetime,PR2505
2024-08-30,6628.0
2024-09-02,6404.0
2024-09-03,6426.0
2024-09-04,6328.0
2024-09-05,6264.0
2024-09-06,6260.0
2024-09-09,6122.0
2024-09-10,5962.0
2024-09-11,6042.0
2024-09-12,6078.0
2024-09-13,6120.0
2024-09-18,5986.0
2024-09-19,6100.0
2024-09-20,6108.0
2024-09-23,6024.0
2024-09-24,6190.0
2024-09-25,6208.0
2024-09-26,6192.0
2024-09-27,6304.0
2024-09-30,6534.0
2024-10-08,6600.0
2024-10-09,6532.0
2024-10-10,6480.0
2024-10-11,6542.0
2024-10-14,6500.0
2024-10-15,6358.0
2024-10-16,6340.0
2024-10-17,6218.0
2024-10-18,6282.0
2024-10-21,6246.0
2024-10-22,6312.0
2024-10-23,6334.0
2024-10-24,6314.0
2024-10-25,6310.0
2024-10-28,6304.0
2024-10-29,6190.0
2024-10-30,6212.0
2024-10-31,6244.0
2024-11-01,6276.0
2024-11-04,6274.0
2024-11-05,6284.0
2024-11-06,6194.0
2024-11-07,6302.0
2024-11-08,6324.0
2024-11-11,6270.0
2024-11-12,6222.0
2024-11-13,6246.0
2024-11-14,6198.0
2024-11-15,6160.0
2024-11-18,6168.0
2024-11-19,6218.0
2024-11-20,6252.0
2024-11-21,6252.0
2024-11-22,6248.0
2024-11-25,6228.0
2024-11-26,6190.0
2024-11-27,6198.0
2024-11-28,6166.0
2024-11-29,6210.0
2024-12-02,6236.0
2024-12-03,6226.0
2024-12-04,6224.0
2024-12-05,6162.0
2024-12-06,6146.0
2024-12-09,6120.0
2024-12-10,6166.0
2024-12-11,6200.0
2024-12-12,6218.0
2024-12-13,6228.0
2024-12-16,6340.0
2024-12-17,6332.0
2024-12-18,6308.0
2024-12-19,6250.0
2024-12-20,6226.0
2024-12-23,6272.0
2024-12-24,6254.0
2024-12-25,6250.0
2024-12-26,6186.0
2024-12-27,6160.0
2024-12-30,6186.0
2024-12-31,6216.0
2025-01-02,6286.0
2025-01-03,6254.0
2025-01-06,6222.0
2025-01-07,6172.0
2025-01-08,6186.0
2025-01-09,6294.0
2025-01-10,6294.0
2025-01-13,6430.0
2025-01-14,6416.0
2025-01-15,6440.0
2025-01-16,6530.0
2025-01-17,6486.0
2025-01-20,6412.0
2025-01-21,6438.0
2025-01-22,6398.0
2025-01-23,6324.0
2025-01-24,6290.0
2025-01-27,6274.0
2025-02-05,6264.0
2025-02-06,6268.0
2025-02-07,6348.0
2025-02-10,6408.0
2025-02-11,6412.0
2025-02-12,6424.0
2025-02-13,6332.0
2025-02-14,6360.0
2025-02-17,6388.0
2025-02-18,6390.0
2025-02-19,6400.0
2025-02-20,6406.0
2025-02-21,6370.0
2025-02-24,6326.0
2025-02-25,6308.0
2025-02-26,6246.0
2025-02-27,6254.0
2025-02-28,6252.0
2025-03-03,6272.0
2025-03-04,6162.0
2025-03-05,6134.0
2025-03-06,6110.0
2025-03-07,6124.0
2025-03-10,6076.0
2025-03-11,6040.0
2025-03-12,5966.0
2025-03-13,6024.0
2025-03-14,6086.0
2025-03-17,6070.0
2025-03-18,6090.0
2025-03-19,6064.0
2025-03-20,6068.0
2025-03-21,6080.0
2025-03-24,6100.0
2025-03-25,6076.0
2025-03-26,6102.0
2025-03-27,6116.0
2025-03-28,6070.0
2025-03-31,6026.0
2025-04-01,6088.0
2025-04-02,6082.0
2025-04-03,6012.0
2025-04-07,5670.0
2025-04-08,5516.0
2025-04-09,5348.0
2025-04-10,5596.0
2025-04-11,5600.0
2025-04-14,5568.0
2025-04-15,5494.0
2025-04-16,5448.0
2025-04-17,5524.0
2025-04-18,5548.0
2025-04-21,5586.0
2025-04-22,5568.0
2025-04-23,5654.0
2025-04-24,5608.0
2025-04-25,5634.0
2025-04-28,5656.0
2025-04-29,5674.0
2025-04-30,5660.0
2025-05-06,5630.0
2025-05-07,5700.0
2025-05-08,5660.0
2025-05-09,5766.0
2025-05-13,5880.0
2025-05-14,5980.0
2025-05-15,6160.0
2025-05-16,5800.0
