datetime,MA2309
2022-09-16,2537.0
2022-09-19,2528.0
2022-09-20,2515.0
2022-09-21,2534.0
2022-09-22,2558.0
2022-09-23,2528.0
2022-09-26,2505.0
2022-09-27,2557.0
2022-09-28,2568.0
2022-09-29,2616.0
2022-09-30,2630.0
2022-10-10,2661.0
2022-10-11,2622.0
2022-10-12,2613.0
2022-10-13,2556.0
2022-10-14,2568.0
2022-10-17,2511.0
2022-10-18,2521.0
2022-10-19,2516.0
2022-10-20,2516.0
2022-10-21,2455.0
2022-10-24,2474.0
2022-10-25,2414.0
2022-10-26,2417.0
2022-10-27,2383.0
2022-10-28,2375.0
2022-10-31,2323.0
2022-11-01,2388.0
2022-11-02,2401.0
2022-11-03,2394.0
2022-11-04,2433.0
2022-11-07,2432.0
2022-11-08,2440.0
2022-11-09,2421.0
2022-11-10,2389.0
2022-11-11,2475.0
2022-11-14,2492.0
2022-11-15,2496.0
2022-11-16,2505.0
2022-11-17,2456.0
2022-11-18,2490.0
2022-11-21,2434.0
2022-11-22,2427.0
2022-11-23,2416.0
2022-11-24,2442.0
2022-11-25,2481.0
2022-11-28,2461.0
2022-11-29,2532.0
2022-11-30,2532.0
2022-12-01,2543.0
2022-12-02,2584.0
2022-12-05,2583.0
2022-12-06,2570.0
2022-12-07,2535.0
2022-12-08,2536.0
2022-12-09,2565.0
2022-12-12,2590.0
2022-12-13,2589.0
2022-12-14,2598.0
2022-12-15,2636.0
2022-12-16,2629.0
2022-12-19,2595.0
2022-12-20,2576.0
2022-12-21,2596.0
2022-12-22,2561.0
2022-12-23,2519.0
2022-12-26,2520.0
2022-12-27,2566.0
2022-12-28,2584.0
2022-12-29,2588.0
2022-12-30,2664.0
2023-01-03,2666.0
2023-01-04,2635.0
2023-01-05,2630.0
2023-01-06,2630.0
2023-01-09,2600.0
2023-01-10,2624.0
2023-01-11,2624.0
2023-01-12,2630.0
2023-01-13,2655.0
2023-01-16,2631.0
2023-01-17,2674.0
2023-01-18,2687.0
2023-01-19,2726.0
2023-01-20,2757.0
2023-01-30,2727.0
2023-01-31,2721.0
2023-02-01,2690.0
2023-02-02,2654.0
2023-02-03,2630.0
2023-02-06,2631.0
2023-02-07,2616.0
2023-02-08,2593.0
2023-02-09,2588.0
2023-02-10,2541.0
2023-02-13,2514.0
2023-02-14,2500.0
2023-02-15,2488.0
2023-02-16,2506.0
2023-02-17,2513.0
2023-02-20,2519.0
2023-02-21,2550.0
2023-02-22,2564.0
2023-02-23,2597.0
2023-02-24,2606.0
2023-02-27,2586.0
2023-02-28,2564.0
2023-03-01,2579.0
2023-03-02,2571.0
2023-03-03,2558.0
2023-03-06,2560.0
2023-03-07,2591.0
2023-03-08,2561.0
2023-03-09,2552.0
2023-03-10,2521.0
2023-03-13,2542.0
2023-03-14,2536.0
2023-03-15,2517.0
2023-03-16,2436.0
2023-03-17,2448.0
2023-03-20,2441.0
2023-03-21,2424.0
2023-03-22,2438.0
2023-03-23,2441.0
2023-03-24,2450.0
2023-03-27,2451.0
2023-03-28,2448.0
2023-03-29,2428.0
2023-03-30,2437.0
2023-03-31,2458.0
2023-04-03,2442.0
2023-04-04,2438.0
2023-04-06,2403.0
2023-04-07,2410.0
2023-04-10,2379.0
2023-04-11,2395.0
2023-04-12,2387.0
2023-04-13,2390.0
2023-04-14,2403.0
2023-04-17,2438.0
2023-04-18,2446.0
2023-04-19,2436.0
2023-04-20,2465.0
2023-04-21,2472.0
2023-04-24,2411.0
2023-04-25,2417.0
2023-04-26,2386.0
2023-04-27,2330.0
2023-04-28,2334.0
2023-05-04,2304.0
2023-05-05,2281.0
2023-05-08,2333.0
2023-05-09,2287.0
2023-05-10,2264.0
2023-05-11,2260.0
2023-05-12,2216.0
2023-05-15,2236.0
2023-05-16,2249.0
2023-05-17,2276.0
2023-05-18,2240.0
2023-05-19,2167.0
2023-05-22,2085.0
2023-05-23,2057.0
2023-05-24,2071.0
2023-05-25,2012.0
2023-05-26,2049.0
2023-05-29,2051.0
2023-05-30,2018.0
2023-05-31,2020.0
2023-06-01,2056.0
2023-06-02,2089.0
2023-06-05,2059.0
2023-06-06,2041.0
2023-06-07,2008.0
2023-06-08,2041.0
2023-06-09,2043.0
2023-06-12,1969.0
2023-06-13,2011.0
2023-06-14,2014.0
2023-06-15,2036.0
2023-06-16,2058.0
2023-06-19,2051.0
2023-06-20,2080.0
2023-06-21,2075.0
2023-06-26,2045.0
2023-06-27,2091.0
2023-06-28,2098.0
2023-06-29,2144.0
2023-06-30,2161.0
2023-07-03,2164.0
2023-07-04,2154.0
2023-07-05,2124.0
2023-07-06,2157.0
2023-07-07,2157.0
2023-07-10,2176.0
2023-07-11,2240.0
2023-07-12,2276.0
2023-07-13,2252.0
2023-07-14,2320.0
2023-07-17,2218.0
2023-07-18,2294.0
2023-07-19,2270.0
2023-07-20,2245.0
2023-07-21,2218.0
2023-07-24,2211.0
2023-07-25,2253.0
2023-07-26,2260.0
2023-07-27,2256.0
2023-07-28,2298.0
2023-07-31,2288.0
2023-08-01,2363.0
2023-08-02,2347.0
2023-08-03,2322.0
2023-08-04,2345.0
2023-08-07,2319.0
2023-08-08,2324.0
2023-08-09,2356.0
2023-08-10,2357.0
2023-08-11,2376.0
2023-08-14,2338.0
2023-08-15,2348.0
2023-08-16,2299.0
2023-08-17,2330.0
2023-08-18,2374.0
2023-08-21,2436.0
2023-08-22,2439.0
2023-08-23,2452.0
2023-08-24,2451.0
2023-08-25,2461.0
2023-08-28,2455.0
2023-08-29,2457.0
2023-08-30,2532.0
2023-08-31,2522.0
2023-09-01,2561.0
2023-09-04,2505.0
2023-09-05,2531.0
2023-09-06,2538.0
2023-09-07,2486.0
2023-09-08,2452.0
2023-09-11,2511.0
2023-09-12,2521.0
2023-09-13,2473.0
2023-09-14,2500.0
